|dates|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Ohio_UnitedStates.NYT_ConfirmedCases.data|Hancock_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9525.0|0|9525.0|0|158.0|0|0.0|100
0|2021-10-18|9546.0|0|9546.0|0|158.0|0|0.0|100
0|2021-10-19|9579.0|0|9579.0|0|158.0|0|0.0|100
0|2021-10-20|9618.0|0|9618.0|0|158.0|0|0.0|100
0|2021-10-21|9649.0|0|9649.0|0|158.0|0|0.0|100
0|2021-10-22|9687.0|0|9687.0|0|158.0|0|0.0|100
0|2021-10-23|9707.0|0|9707.0|0|158.0|0|0.0|100
0|2021-10-24|9726.0|0|9726.0|0|158.0|0|0.0|100
0|2021-10-25|9741.0|0|9741.0|0|158.0|0|0.0|100
0|2021-10-26|9776.0|0|9776.0|0|158.0|0|0.0|100
0|2021-10-27|9809.0|0|9809.0|0|158.0|0|0.0|100
0|2021-10-28|9838.0|0|9838.0|0|158.0|0|0.0|100
0|2021-10-29|9869.0|0|9869.0|0|158.0|0|0.0|100
0|2021-10-30|9895.0|0|9895.0|0|158.0|0|0.0|100
0|2021-10-31|9915.0|0|9915.0|0|158.0|0|0.0|100
0|2021-11-01|9936.0|0|9936.0|0|158.0|0|0.0|100
0|2021-11-02|9992.0|0|9992.0|0|158.0|0|0.0|100
0|2021-11-03|10054.0|0|10054.0|0|158.0|0|0.0|100
0|2021-11-04|10098.0|0|10098.0|0|158.0|0|0.0|100
0|2021-11-05|10141.0|0|10141.0|0|158.0|0|0.0|100
0|2021-11-06|10151.0|0|10151.0|0|158.0|0|0.0|100
0|2021-11-07|10198.0|0|10198.0|0|158.0|0|0.0|100
0|2021-11-08|10226.0|0|10226.0|0|158.0|0|0.0|100
0|2021-11-09|10280.0|0|10280.0|0|162.0|0|0.0|100
0|2021-11-10|10280.0|0|10325.0|0|162.0|0|0.0|100
0|2021-11-11|10401.0|0|10401.0|0|162.0|0|0.0|100
0|2021-11-12|10445.0|0|10445.0|0|164.0|0|0.0|100
0|2021-11-13|10488.0|0|10488.0|0|164.0|0|0.0|100
0|2021-11-14|10516.0|0|10516.0|0|164.0|0|0.0|100
0|2021-11-15|10551.0|0|10551.0|0|164.0|0|0.0|100
0|2021-11-16|10606.0|0|10606.0|0|165.0|0|0.0|100
0|2021-11-17|10669.0|0|10669.0|0|165.0|0|0.0|100
0|2021-11-18|10748.0|0|10748.0|0|165.0|0|0.0|100
0|2021-11-19|10784.0|0|10784.0|0|168.0|0|0.0|100
0|2021-11-20|10823.0|0|10823.0|0|168.0|0|0.0|100
0|2021-11-21|10865.0|0|10865.0|0|168.0|0|0.0|100
0|2021-11-22|10899.0|0|10899.0|0|168.0|0|0.0|100
0|2021-11-23|10962.0|0|10962.0|0|172.0|0|0.0|100
0|2021-11-24|11033.0|0|11033.0|0|172.0|0|0.0|100
0|2021-11-25|11033.0|0|11033.0|0|172.0|0|0.0|100
0|2021-11-26|11104.0|0|11104.0|0|173.0|0|0.0|100
0|2021-11-27|11151.0|0|11151.0|0|173.0|0|0.0|100
0|2021-11-28|11199.0|0|11199.0|0|173.0|0|0.0|100
0|2021-11-29|11256.0|0|11256.0|0|173.0|0|0.0|100
0|2021-11-30|11321.0|0|11321.0|0|173.0|0|0.0|100
0|2021-12-01|11390.0|0|11390.0|0|173.0|0|0.0|100
0|2021-12-02|11448.0|0|11448.0|0|173.0|0|0.0|100
0|2021-12-03|11448.0|0|11529.0|0|173.0|0|0.0|100
0|2021-12-04|11587.0|0|11587.0|0|175.0|0|0.0|100
0|2021-12-05|11623.0|0|11623.0|0|175.0|0|0.0|100
0|2021-12-06|11659.0|0|11659.0|0|175.0|0|0.0|100
0|2021-12-07|11717.0|0|11717.0|0|176.0|0|0.0|100
0|2021-12-08|11768.0|0|11768.0|0|176.0|0|0.0|100
0|2021-12-09|11853.0|0|11853.0|0|176.0|0|0.0|100
0|2021-12-10|11906.0|0|11906.0|0|178.0|0|0.0|100
0|2021-12-11|11960.0|0|11960.0|0|178.0|0|0.0|100
0|2021-12-12|11979.0|0|11979.0|0|178.0|0|0.0|100
0|2021-12-13|12025.0|0|12025.0|0|178.0|0|0.0|100
0|2021-12-14|12025.0|0|12086.0|0|178.0|0|0.0|100
0|2021-12-15|12126.0|0|12126.0|0|178.0|0|0.0|100
0|2021-12-16|12183.0|0|12183.0|0|178.0|0|0.0|100
0|2021-12-17|12212.0|0|12212.0|0|192.0|0|0.0|100
0|2021-12-18|12261.0|0|12261.0|0|192.0|0|0.0|100
0|2021-12-19|12283.0|0|12283.0|0|192.0|0|0.0|100
0|2021-12-20|12304.0|0|12304.0|0|192.0|0|0.0|100
0|2021-12-21|12365.0|0|12365.0|0|195.0|0|0.0|100
0|2021-12-22|12405.0|0|12405.0|0|195.0|0|0.0|100
0|2021-12-23|12466.0|0|12466.0|0|195.0|0|0.0|100
0|2021-12-24|12516.0|0|12516.0|0|201.0|0|0.0|100
0|2021-12-25|12516.0|0|12516.0|0|201.0|0|0.0|100
0|2021-12-26|12563.0|0|12563.0|0|201.0|0|0.0|100
0|2021-12-27|12595.0|0|12595.0|0|201.0|0|0.0|100
0|2021-12-28|12670.0|0|12670.0|0|201.0|0|0.0|100
0|2021-12-29|12752.0|0|12752.0|0|201.0|0|0.0|100
0|2021-12-30|12809.0|0|12809.0|0|201.0|0|0.0|100
0|2021-12-31|12894.0|0|12894.0|0|213.0|0|0.0|100
0|2022-01-01|12894.0|0|12894.0|0|213.0|0|0.0|100
0|2022-01-02|13048.0|0|13048.0|0|213.0|0|0.0|100
0|2022-01-03|13167.0|0|13167.0|0|213.0|0|0.0|100
0|2022-01-04|13217.0|0|13217.0|0|215.0|0|0.0|100
0|2022-01-05|13356.0|0|13356.0|0|215.0|0|0.0|100
0|2022-01-06|13501.0|0|13501.0|0|215.0|0|0.0|100
0|2022-01-07|13536.0|0|13536.0|0|218.0|0|0.0|100
0|2022-01-08|13688.0|0|13688.0|0|218.0|0|0.0|100
0|2022-01-09|13798.0|0|13798.0|0|218.0|0|0.0|100
0|2022-01-10|13830.0|0|13830.0|0|218.0|0|0.0|100
0|2022-01-11|13999.0|0|13999.0|0|219.0|0|0.0|100
0|2022-01-12|14106.0|0|14106.0|0|219.0|0|0.0|100
0|2022-01-13|14106.0|0|14214.0|0|219.0|0|0.0|100
0|2022-01-14|14537.0|0|14537.0|0|227.0|0|0.0|100
0|2022-01-15|14902.0|0|14902.0|0|227.0|0|0.0|100
0|2022-01-16|15125.0|0|15125.0|0|227.0|0|0.0|100
0|2022-01-17|15251.0|0|0.0|100|227.0|0|0.0|100
