|dates|Young_Texas_UnitedStates.JHU_ConfirmedCases.data|Young_Texas_UnitedStates.JHU_ConfirmedCases.missing|Young_Texas_UnitedStates.NYT_ConfirmedCases.data|Young_Texas_UnitedStates.NYT_ConfirmedCases.missing|Young_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Young_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Young_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Young_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|2995.0|0|2995.0|0|72.0|0|0.0|100
0|2021-12-02|2999.0|0|2999.0|0|72.0|0|0.0|100
0|2021-12-03|2999.0|0|2999.0|0|72.0|0|0.0|100
0|2021-12-04|3005.0|0|3005.0|0|72.0|0|0.0|100
0|2021-12-05|3005.0|0|3005.0|0|72.0|0|0.0|100
0|2021-12-06|3005.0|0|3005.0|0|72.0|0|0.0|100
0|2021-12-07|3007.0|0|3007.0|0|73.0|0|0.0|100
0|2021-12-08|3007.0|0|3007.0|0|74.0|0|0.0|100
0|2021-12-09|3022.0|0|3022.0|0|74.0|0|0.0|100
0|2021-12-10|3039.0|0|3039.0|0|74.0|0|0.0|100
0|2021-12-11|3041.0|0|3041.0|0|74.0|0|0.0|100
0|2021-12-12|3041.0|0|3041.0|0|74.0|0|0.0|100
0|2021-12-13|3044.0|0|3044.0|0|74.0|0|0.0|100
0|2021-12-14|3044.0|0|3050.0|0|74.0|0|0.0|100
0|2021-12-15|3051.0|0|3051.0|0|74.0|0|0.0|100
0|2021-12-16|3059.0|0|3059.0|0|74.0|0|0.0|100
0|2021-12-17|3063.0|0|3063.0|0|74.0|0|0.0|100
0|2021-12-18|3068.0|0|3068.0|0|74.0|0|0.0|100
0|2021-12-19|3068.0|0|3068.0|0|74.0|0|0.0|100
0|2021-12-20|3068.0|0|3068.0|0|74.0|0|0.0|100
0|2021-12-21|3072.0|0|3072.0|0|74.0|0|0.0|100
0|2021-12-22|3074.0|0|3074.0|0|74.0|0|0.0|100
0|2021-12-23|3077.0|0|3077.0|0|74.0|0|0.0|100
0|2021-12-24|3077.0|0|3077.0|0|74.0|0|0.0|100
0|2021-12-25|3077.0|0|3077.0|0|74.0|0|0.0|100
0|2021-12-26|3077.0|0|3077.0|0|74.0|0|0.0|100
0|2021-12-27|3082.0|0|3082.0|0|74.0|0|0.0|100
0|2021-12-28|3091.0|0|3091.0|0|74.0|0|0.0|100
0|2021-12-29|3095.0|0|3095.0|0|74.0|0|0.0|100
0|2021-12-30|3101.0|0|3101.0|0|74.0|0|0.0|100
0|2021-12-31|3101.0|0|3101.0|0|74.0|0|0.0|100
0|2022-01-01|3101.0|0|3101.0|0|74.0|0|0.0|100
0|2022-01-02|3101.0|0|3101.0|0|74.0|0|0.0|100
0|2022-01-03|3132.0|0|3132.0|0|74.0|0|0.0|100
0|2022-01-04|3151.0|0|3151.0|0|74.0|0|0.0|100
0|2022-01-05|3164.0|0|3164.0|0|74.0|0|0.0|100
0|2022-01-06|3183.0|0|3183.0|0|74.0|0|0.0|100
0|2022-01-07|3213.0|0|3213.0|0|74.0|0|0.0|100
0|2022-01-08|3234.0|0|3234.0|0|74.0|0|0.0|100
0|2022-01-09|3243.0|0|3243.0|0|74.0|0|0.0|100
0|2022-01-10|3252.0|0|3252.0|0|74.0|0|0.0|100
0|2022-01-11|3256.0|0|3256.0|0|74.0|0|0.0|100
0|2022-01-12|3263.0|0|3263.0|0|74.0|0|0.0|100
0|2022-01-13|3263.0|0|3306.0|0|74.0|0|0.0|100
0|2022-01-14|3263.0|0|3312.0|0|74.0|0|0.0|100
0|2022-01-15|3335.0|0|3335.0|0|75.0|0|0.0|100
0|2022-01-16|3335.0|0|3361.0|0|75.0|0|0.0|100
0|2022-01-17|3405.0|0|0.0|100|75.0|0|0.0|100
