|dates|Sacramento_California_UnitedStates.JHU_ConfirmedCases.data|Sacramento_California_UnitedStates.JHU_ConfirmedCases.missing|Sacramento_California_UnitedStates.NYT_ConfirmedCases.data|Sacramento_California_UnitedStates.NYT_ConfirmedCases.missing|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.data|Sacramento_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sacramento_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|158606.0|0|157620.0|0|2213.0|0|0.0|100
0|2021-10-18|158976.0|0|158436.0|0|2213.0|0|0.0|100
0|2021-10-19|159154.0|0|158784.0|0|2294.0|0|0.0|100
0|2021-10-20|159437.0|0|158926.0|0|2303.0|0|0.0|100
0|2021-10-21|159764.0|0|159332.0|0|2308.0|0|0.0|100
0|2021-10-22|159790.0|0|159635.0|0|2309.0|0|0.0|100
0|2021-10-23|159802.0|0|159635.0|0|2309.0|0|0.0|100
0|2021-10-24|159812.0|0|159635.0|0|2309.0|0|0.0|100
0|2021-10-25|161231.0|0|159636.0|0|2313.0|0|0.0|100
0|2021-10-26|161392.0|0|161026.0|0|2322.0|0|0.0|100
0|2021-10-27|161603.0|0|161153.0|0|2323.0|0|0.0|100
0|2021-10-28|161917.0|0|161526.0|0|2326.0|0|0.0|100
0|2021-10-29|161934.0|0|161821.0|0|2326.0|0|0.0|100
0|2021-10-30|161946.0|0|161821.0|0|2326.0|0|0.0|100
0|2021-10-31|162501.0|0|161821.0|0|2326.0|0|0.0|100
0|2021-11-01|162770.0|0|162363.0|0|2333.0|0|0.0|100
0|2021-11-02|162989.0|0|162589.0|0|2343.0|0|0.0|100
0|2021-11-03|163188.0|0|162808.0|0|2348.0|0|0.0|100
0|2021-11-04|163643.0|0|163189.0|0|2357.0|0|0.0|100
0|2021-11-05|163645.0|0|163644.0|0|2359.0|0|0.0|100
0|2021-11-06|163645.0|0|163644.0|0|2359.0|0|0.0|100
0|2021-11-07|163645.0|0|163644.0|0|2359.0|0|0.0|100
0|2021-11-08|164428.0|0|164427.0|0|2364.0|0|0.0|100
0|2021-11-09|164614.0|0|164613.0|0|2373.0|0|0.0|100
0|2021-11-10|164735.0|0|164734.0|0|2376.0|0|0.0|100
0|2021-11-11|164961.0|0|164960.0|0|2376.0|0|0.0|100
0|2021-11-12|164961.0|0|164960.0|0|2379.0|0|0.0|100
0|2021-11-13|165396.0|0|165395.0|0|2379.0|0|0.0|100
0|2021-11-14|165396.0|0|165395.0|0|2379.0|0|0.0|100
0|2021-11-15|165760.0|0|165759.0|0|2382.0|0|0.0|100
0|2021-11-16|165936.0|0|165935.0|0|2388.0|0|0.0|100
0|2021-11-17|166101.0|0|166100.0|0|2394.0|0|0.0|100
0|2021-11-18|166341.0|0|166340.0|0|2405.0|0|0.0|100
0|2021-11-19|166605.0|0|166604.0|0|2409.0|0|0.0|100
0|2021-11-20|166605.0|0|166604.0|0|2409.0|0|0.0|100
0|2021-11-21|166605.0|0|166604.0|0|2409.0|0|0.0|100
0|2021-11-22|167159.0|0|167158.0|0|2415.0|0|0.0|100
0|2021-11-23|167294.0|0|167293.0|0|2422.0|0|0.0|100
0|2021-11-24|167400.0|0|167399.0|0|2423.0|0|0.0|100
0|2021-11-25|167400.0|0|167399.0|0|2423.0|0|0.0|100
0|2021-11-26|167400.0|0|167399.0|0|2423.0|0|0.0|100
0|2021-11-27|167400.0|0|167399.0|0|2423.0|0|0.0|100
0|2021-11-28|167400.0|0|167399.0|0|2423.0|0|0.0|100
0|2021-11-29|168242.0|0|168241.0|0|2428.0|0|0.0|100
0|2021-11-30|168354.0|0|168353.0|0|2443.0|0|0.0|100
0|2021-12-01|168492.0|0|168491.0|0|2447.0|0|0.0|100
0|2021-12-02|168811.0|0|168810.0|0|2452.0|0|0.0|100
0|2021-12-03|169095.0|0|169094.0|0|2452.0|0|0.0|100
0|2021-12-04|169095.0|0|169094.0|0|2452.0|0|0.0|100
0|2021-12-05|169095.0|0|169094.0|0|2452.0|0|0.0|100
0|2021-12-06|169916.0|0|169915.0|0|2460.0|0|0.0|100
0|2021-12-07|169916.0|0|170120.0|0|2462.0|0|0.0|100
0|2021-12-08|170343.0|0|170342.0|0|2467.0|0|0.0|100
0|2021-12-09|170585.0|0|170584.0|0|2479.0|0|0.0|100
0|2021-12-10|170837.0|0|170836.0|0|2479.0|0|0.0|100
0|2021-12-11|170837.0|0|170836.0|0|2479.0|0|0.0|100
0|2021-12-12|170837.0|0|170836.0|0|2479.0|0|0.0|100
0|2021-12-13|171598.0|0|171597.0|0|2483.0|0|0.0|100
0|2021-12-14|171598.0|0|171745.0|0|2483.0|0|0.0|100
0|2021-12-15|171912.0|0|171911.0|0|2493.0|0|0.0|100
0|2021-12-16|172208.0|0|172207.0|0|2500.0|0|0.0|100
0|2021-12-17|172461.0|0|172460.0|0|2505.0|0|0.0|100
0|2021-12-18|172461.0|0|172460.0|0|2505.0|0|0.0|100
0|2021-12-19|172461.0|0|172460.0|0|2505.0|0|0.0|100
0|2021-12-20|173348.0|0|173347.0|0|2509.0|0|0.0|100
0|2021-12-21|173568.0|0|173567.0|0|2511.0|0|0.0|100
0|2021-12-22|173837.0|0|173836.0|0|2512.0|0|0.0|100
0|2021-12-23|174204.0|0|174203.0|0|2512.0|0|0.0|100
0|2021-12-24|174653.0|0|174652.0|0|2512.0|0|0.0|100
0|2021-12-25|174653.0|0|174652.0|0|2512.0|0|0.0|100
0|2021-12-26|174653.0|0|174652.0|0|2512.0|0|0.0|100
0|2021-12-27|174653.0|0|174652.0|0|2516.0|0|0.0|100
0|2021-12-28|176367.0|0|176366.0|0|2527.0|0|0.0|100
0|2021-12-29|176799.0|0|176798.0|0|2533.0|0|0.0|100
0|2021-12-30|178172.0|0|178171.0|0|2547.0|0|0.0|100
0|2021-12-31|179589.0|0|179588.0|0|2547.0|0|0.0|100
0|2022-01-01|179589.0|0|179588.0|0|2547.0|0|0.0|100
0|2022-01-02|179589.0|0|179588.0|0|2547.0|0|0.0|100
0|2022-01-03|179928.0|0|179927.0|0|2547.0|0|0.0|100
0|2022-01-04|186019.0|0|186018.0|0|2552.0|0|0.0|100
0|2022-01-05|187298.0|0|187297.0|0|2559.0|0|0.0|100
0|2022-01-06|188718.0|0|188717.0|0|2564.0|0|0.0|100
0|2022-01-07|192348.0|0|192347.0|0|2565.0|0|0.0|100
0|2022-01-08|192348.0|0|192347.0|0|2565.0|0|0.0|100
0|2022-01-09|192348.0|0|192347.0|0|2565.0|0|0.0|100
0|2022-01-10|202674.0|0|202673.0|0|2571.0|0|0.0|100
0|2022-01-11|205253.0|0|205252.0|0|2574.0|0|0.0|100
0|2022-01-12|215999.0|0|208287.0|0|2576.0|0|0.0|100
0|2022-01-13|215999.0|0|216000.0|0|2576.0|0|0.0|100
0|2022-01-14|219461.0|0|219460.0|0|2586.0|0|0.0|100
0|2022-01-15|219461.0|0|219460.0|0|2586.0|0|0.0|100
0|2022-01-16|219461.0|0|219460.0|0|2586.0|0|0.0|100
0|2022-01-17|230124.0|0|0.0|100|2586.0|0|0.0|100
