|dates|Jackson_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Jackson_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Jackson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1441.0|0|1441.0|0|14.0|0|0.0|100
0|2021-10-18|1448.0|0|1448.0|0|14.0|0|0.0|100
0|2021-10-19|1456.0|0|1456.0|0|14.0|0|0.0|100
0|2021-10-20|1459.0|0|1459.0|0|14.0|0|0.0|100
0|2021-10-21|1465.0|0|1465.0|0|14.0|0|0.0|100
0|2021-10-22|1473.0|0|1473.0|0|15.0|0|0.0|100
0|2021-10-23|1473.0|0|1473.0|0|15.0|0|0.0|100
0|2021-10-24|1473.0|0|1473.0|0|15.0|0|0.0|100
0|2021-10-25|1475.0|0|1475.0|0|15.0|0|0.0|100
0|2021-10-26|1486.0|0|1486.0|0|15.0|0|0.0|100
0|2021-10-27|1487.0|0|1487.0|0|15.0|0|0.0|100
0|2021-10-28|1492.0|0|1492.0|0|15.0|0|0.0|100
0|2021-10-29|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2021-10-30|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2021-10-31|1497.0|0|1497.0|0|15.0|0|0.0|100
0|2021-11-01|1515.0|0|1515.0|0|15.0|0|0.0|100
0|2021-11-02|1524.0|0|1524.0|0|15.0|0|0.0|100
0|2021-11-03|1525.0|0|1525.0|0|15.0|0|0.0|100
0|2021-11-04|1529.0|0|1529.0|0|15.0|0|0.0|100
0|2021-11-05|1533.0|0|1533.0|0|15.0|0|0.0|100
0|2021-11-06|1533.0|0|1533.0|0|15.0|0|0.0|100
0|2021-11-07|1533.0|0|1533.0|0|15.0|0|0.0|100
0|2021-11-08|1537.0|0|1537.0|0|15.0|0|0.0|100
0|2021-11-09|1541.0|0|1541.0|0|15.0|0|0.0|100
0|2021-11-10|1541.0|0|1544.0|0|15.0|0|0.0|100
0|2021-11-11|1546.0|0|1546.0|0|16.0|0|0.0|100
0|2021-11-12|1550.0|0|1550.0|0|16.0|0|0.0|100
0|2021-11-13|1550.0|0|1550.0|0|16.0|0|0.0|100
0|2021-11-14|1550.0|0|1550.0|0|16.0|0|0.0|100
0|2021-11-15|1553.0|0|1553.0|0|16.0|0|0.0|100
0|2021-11-16|1563.0|0|1563.0|0|16.0|0|0.0|100
0|2021-11-17|1566.0|0|1566.0|0|16.0|0|0.0|100
0|2021-11-18|1570.0|0|1570.0|0|16.0|0|0.0|100
0|2021-11-19|1575.0|0|1575.0|0|16.0|0|0.0|100
0|2021-11-20|1575.0|0|1575.0|0|16.0|0|0.0|100
0|2021-11-21|1575.0|0|1575.0|0|16.0|0|0.0|100
0|2021-11-22|1580.0|0|1580.0|0|16.0|0|0.0|100
0|2021-11-23|1587.0|0|1587.0|0|16.0|0|0.0|100
0|2021-11-24|1590.0|0|1590.0|0|16.0|0|0.0|100
0|2021-11-25|1590.0|0|1590.0|0|16.0|0|0.0|100
0|2021-11-26|1592.0|0|1592.0|0|16.0|0|0.0|100
0|2021-11-27|1592.0|0|1592.0|0|16.0|0|0.0|100
0|2021-11-28|1592.0|0|1592.0|0|16.0|0|0.0|100
0|2021-11-29|1597.0|0|1597.0|0|16.0|0|0.0|100
0|2021-11-30|1608.0|0|1608.0|0|16.0|0|0.0|100
0|2021-12-01|1610.0|0|1610.0|0|16.0|0|0.0|100
0|2021-12-02|1610.0|0|1617.0|0|16.0|0|0.0|100
0|2021-12-03|1620.0|0|1620.0|0|16.0|0|0.0|100
0|2021-12-04|1620.0|0|1620.0|0|16.0|0|0.0|100
0|2021-12-05|1620.0|0|1620.0|0|16.0|0|0.0|100
0|2021-12-06|1624.0|0|1624.0|0|16.0|0|0.0|100
0|2021-12-07|1642.0|0|1642.0|0|16.0|0|0.0|100
0|2021-12-08|1650.0|0|1650.0|0|16.0|0|0.0|100
0|2021-12-09|1656.0|0|1656.0|0|16.0|0|0.0|100
0|2021-12-10|1667.0|0|1667.0|0|16.0|0|0.0|100
0|2021-12-11|1667.0|0|1667.0|0|16.0|0|0.0|100
0|2021-12-12|1667.0|0|1667.0|0|16.0|0|0.0|100
0|2021-12-13|1672.0|0|1672.0|0|16.0|0|0.0|100
0|2021-12-14|1672.0|0|1675.0|0|16.0|0|0.0|100
0|2021-12-15|1679.0|0|1679.0|0|16.0|0|0.0|100
0|2021-12-16|1687.0|0|1687.0|0|16.0|0|0.0|100
0|2021-12-17|1690.0|0|1690.0|0|16.0|0|0.0|100
0|2021-12-18|1690.0|0|1690.0|0|16.0|0|0.0|100
0|2021-12-19|1690.0|0|1690.0|0|16.0|0|0.0|100
0|2021-12-20|1693.0|0|1693.0|0|16.0|0|0.0|100
0|2021-12-21|1698.0|0|1698.0|0|16.0|0|0.0|100
0|2021-12-22|1702.0|0|1702.0|0|16.0|0|0.0|100
0|2021-12-23|1707.0|0|1707.0|0|16.0|0|0.0|100
0|2021-12-24|1707.0|0|1707.0|0|16.0|0|0.0|100
0|2021-12-25|1707.0|0|1707.0|0|16.0|0|0.0|100
0|2021-12-26|1707.0|0|1707.0|0|16.0|0|0.0|100
0|2021-12-27|1711.0|0|1711.0|0|16.0|0|0.0|100
0|2021-12-28|1716.0|0|1716.0|0|16.0|0|0.0|100
0|2021-12-29|1721.0|0|1721.0|0|16.0|0|0.0|100
0|2021-12-30|1726.0|0|1726.0|0|16.0|0|0.0|100
0|2021-12-31|1726.0|0|1726.0|0|16.0|0|0.0|100
0|2022-01-01|1726.0|0|1726.0|0|16.0|0|0.0|100
0|2022-01-02|1726.0|0|1726.0|0|16.0|0|0.0|100
0|2022-01-03|1733.0|0|1733.0|0|16.0|0|0.0|100
0|2022-01-04|1743.0|0|1743.0|0|16.0|0|0.0|100
0|2022-01-05|1747.0|0|1747.0|0|16.0|0|0.0|100
0|2022-01-06|1751.0|0|1751.0|0|16.0|0|0.0|100
0|2022-01-07|1757.0|0|1757.0|0|16.0|0|0.0|100
0|2022-01-08|1757.0|0|1757.0|0|16.0|0|0.0|100
0|2022-01-09|1757.0|0|1757.0|0|16.0|0|0.0|100
0|2022-01-10|1764.0|0|1764.0|0|16.0|0|0.0|100
0|2022-01-11|1799.0|0|1799.0|0|16.0|0|0.0|100
0|2022-01-12|1806.0|0|1806.0|0|16.0|0|0.0|100
0|2022-01-13|1806.0|0|1817.0|0|16.0|0|0.0|100
0|2022-01-14|1826.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-15|1826.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-16|1826.0|0|1826.0|0|16.0|0|0.0|100
0|2022-01-17|1826.0|0|0.0|100|16.0|0|0.0|100
