|dates|Brown_Indiana_UnitedStates.JHU_ConfirmedCases.data|Brown_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Brown_Indiana_UnitedStates.NYT_ConfirmedCases.data|Brown_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Brown_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Brown_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Brown_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Brown_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|1663.0|0|1664.0|0|49.0|0|0.0|100
0|2021-11-22|1683.0|0|1684.0|0|49.0|0|0.0|100
0|2021-11-23|1693.0|0|1694.0|0|50.0|0|0.0|100
0|2021-11-24|1698.0|0|1699.0|0|50.0|0|0.0|100
0|2021-11-25|1698.0|0|1699.0|0|50.0|0|0.0|100
0|2021-11-26|1698.0|0|1699.0|0|50.0|0|0.0|100
0|2021-11-27|1698.0|0|1699.0|0|50.0|0|0.0|100
0|2021-11-28|1698.0|0|1699.0|0|50.0|0|0.0|100
0|2021-11-29|1718.0|0|1719.0|0|50.0|0|0.0|100
0|2021-11-30|1740.0|0|1741.0|0|50.0|0|0.0|100
0|2021-12-01|1742.0|0|1743.0|0|50.0|0|0.0|100
0|2021-12-02|1742.0|0|1762.0|0|50.0|0|0.0|100
0|2021-12-03|1775.0|0|1776.0|0|50.0|0|0.0|100
0|2021-12-04|1775.0|0|1776.0|0|50.0|0|0.0|100
0|2021-12-05|1775.0|0|1776.0|0|50.0|0|0.0|100
0|2021-12-06|1797.0|0|1798.0|0|50.0|0|0.0|100
0|2021-12-07|1815.0|0|1816.0|0|50.0|0|0.0|100
0|2021-12-08|1818.0|0|1819.0|0|50.0|0|0.0|100
0|2021-12-09|1826.0|0|1827.0|0|50.0|0|0.0|100
0|2021-12-10|1839.0|0|1840.0|0|50.0|0|0.0|100
0|2021-12-11|1839.0|0|1840.0|0|50.0|0|0.0|100
0|2021-12-12|1839.0|0|1840.0|0|50.0|0|0.0|100
0|2021-12-13|1864.0|0|1865.0|0|50.0|0|0.0|100
0|2021-12-14|1864.0|0|1873.0|0|50.0|0|0.0|100
0|2021-12-15|1878.0|0|1879.0|0|50.0|0|0.0|100
0|2021-12-16|1883.0|0|1884.0|0|50.0|0|0.0|100
0|2021-12-17|1886.0|0|1887.0|0|50.0|0|0.0|100
0|2021-12-18|1886.0|0|1887.0|0|50.0|0|0.0|100
0|2021-12-19|1886.0|0|1887.0|0|50.0|0|0.0|100
0|2021-12-20|1900.0|0|1901.0|0|50.0|0|0.0|100
0|2021-12-21|1913.0|0|1914.0|0|50.0|0|0.0|100
0|2021-12-22|1918.0|0|1919.0|0|50.0|0|0.0|100
0|2021-12-23|1918.0|0|1919.0|0|50.0|0|0.0|100
0|2021-12-24|1918.0|0|1919.0|0|50.0|0|0.0|100
0|2021-12-25|1918.0|0|1919.0|0|50.0|0|0.0|100
0|2021-12-26|1918.0|0|1919.0|0|50.0|0|0.0|100
0|2021-12-27|1939.0|0|1940.0|0|50.0|0|0.0|100
0|2021-12-28|1951.0|0|1952.0|0|50.0|0|0.0|100
0|2021-12-29|1957.0|0|1958.0|0|51.0|0|0.0|100
0|2021-12-30|1975.0|0|1976.0|0|51.0|0|0.0|100
0|2021-12-31|1975.0|0|1976.0|0|51.0|0|0.0|100
0|2022-01-01|1975.0|0|1976.0|0|51.0|0|0.0|100
0|2022-01-02|1975.0|0|1976.0|0|51.0|0|0.0|100
0|2022-01-03|1998.0|0|1999.0|0|51.0|0|0.0|100
0|2022-01-04|2018.0|0|2019.0|0|51.0|0|0.0|100
0|2022-01-05|2044.0|0|2045.0|0|51.0|0|0.0|100
0|2022-01-06|2057.0|0|2058.0|0|51.0|0|0.0|100
0|2022-01-07|2068.0|0|2069.0|0|52.0|0|0.0|100
0|2022-01-08|2068.0|0|2069.0|0|52.0|0|0.0|100
0|2022-01-09|2068.0|0|2069.0|0|52.0|0|0.0|100
0|2022-01-10|2105.0|0|2107.0|0|52.0|0|0.0|100
0|2022-01-11|2125.0|0|2127.0|0|53.0|0|0.0|100
0|2022-01-12|2143.0|0|2145.0|0|54.0|0|0.0|100
0|2022-01-13|2143.0|0|2170.0|0|54.0|0|0.0|100
0|2022-01-14|2183.0|0|2185.0|0|54.0|0|0.0|100
0|2022-01-15|2183.0|0|2185.0|0|54.0|0|0.0|100
0|2022-01-16|2183.0|0|2185.0|0|54.0|0|0.0|100
0|2022-01-17|2226.0|0|0.0|100|54.0|0|0.0|100
