|dates|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Laurens_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Laurens_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Laurens_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|11840.0|0|11840.0|0|228.0|0|0.0|100
0|2021-11-12|11865.0|0|11865.0|0|229.0|0|0.0|100
0|2021-11-13|11865.0|0|11865.0|0|229.0|0|0.0|100
0|2021-11-14|11865.0|0|11865.0|0|229.0|0|0.0|100
0|2021-11-15|11884.0|0|11884.0|0|231.0|0|0.0|100
0|2021-11-16|11890.0|0|11890.0|0|231.0|0|0.0|100
0|2021-11-17|11903.0|0|11903.0|0|231.0|0|0.0|100
0|2021-11-18|11909.0|0|11909.0|0|231.0|0|0.0|100
0|2021-11-19|11912.0|0|11912.0|0|233.0|0|0.0|100
0|2021-11-20|11912.0|0|11912.0|0|233.0|0|0.0|100
0|2021-11-21|11912.0|0|11912.0|0|233.0|0|0.0|100
0|2021-11-22|11930.0|0|11930.0|0|233.0|0|0.0|100
0|2021-11-23|11932.0|0|11932.0|0|233.0|0|0.0|100
0|2021-11-24|11943.0|0|11943.0|0|234.0|0|0.0|100
0|2021-11-25|11943.0|0|11943.0|0|234.0|0|0.0|100
0|2021-11-26|11954.0|0|11954.0|0|234.0|0|0.0|100
0|2021-11-27|11954.0|0|11954.0|0|234.0|0|0.0|100
0|2021-11-28|11954.0|0|11954.0|0|234.0|0|0.0|100
0|2021-11-29|11982.0|0|11982.0|0|234.0|0|0.0|100
0|2021-11-30|11989.0|0|11989.0|0|234.0|0|0.0|100
0|2021-12-01|12000.0|0|12000.0|0|234.0|0|0.0|100
0|2021-12-02|12033.0|0|12033.0|0|234.0|0|0.0|100
0|2021-12-03|12054.0|0|12054.0|0|234.0|0|0.0|100
0|2021-12-04|12054.0|0|12054.0|0|234.0|0|0.0|100
0|2021-12-05|12054.0|0|12054.0|0|234.0|0|0.0|100
0|2021-12-06|12093.0|0|12093.0|0|238.0|0|0.0|100
0|2021-12-07|12104.0|0|12104.0|0|238.0|0|0.0|100
0|2021-12-08|12122.0|0|12122.0|0|238.0|0|0.0|100
0|2021-12-09|12133.0|0|12133.0|0|238.0|0|0.0|100
0|2021-12-10|12149.0|0|12149.0|0|238.0|0|0.0|100
0|2021-12-11|12149.0|0|12149.0|0|238.0|0|0.0|100
0|2021-12-12|12149.0|0|12149.0|0|238.0|0|0.0|100
0|2021-12-13|12209.0|0|12209.0|0|240.0|0|0.0|100
0|2021-12-14|12209.0|0|12215.0|0|240.0|0|0.0|100
0|2021-12-15|12245.0|0|12245.0|0|240.0|0|0.0|100
0|2021-12-16|12264.0|0|12264.0|0|240.0|0|0.0|100
0|2021-12-17|12281.0|0|12281.0|0|242.0|0|0.0|100
0|2021-12-18|12281.0|0|12281.0|0|242.0|0|0.0|100
0|2021-12-19|12281.0|0|12281.0|0|242.0|0|0.0|100
0|2021-12-20|12327.0|0|12327.0|0|243.0|0|0.0|100
0|2021-12-21|12338.0|0|12338.0|0|243.0|0|0.0|100
0|2021-12-22|12354.0|0|12354.0|0|243.0|0|0.0|100
0|2021-12-23|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-24|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-25|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-26|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-27|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-28|12388.0|0|12388.0|0|244.0|0|0.0|100
0|2021-12-29|12510.0|0|12510.0|0|245.0|0|0.0|100
0|2021-12-30|12552.0|0|12552.0|0|245.0|0|0.0|100
0|2021-12-31|12618.0|0|12618.0|0|247.0|0|0.0|100
0|2022-01-01|12618.0|0|12618.0|0|247.0|0|0.0|100
0|2022-01-02|12618.0|0|12618.0|0|247.0|0|0.0|100
0|2022-01-03|12618.0|0|12618.0|0|247.0|0|0.0|100
0|2022-01-04|12913.0|0|12913.0|0|247.0|0|0.0|100
0|2022-01-05|13019.0|0|13019.0|0|247.0|0|0.0|100
0|2022-01-06|13253.0|0|13253.0|0|247.0|0|0.0|100
0|2022-01-07|13376.0|0|13376.0|0|247.0|0|0.0|100
0|2022-01-08|13376.0|0|13376.0|0|247.0|0|0.0|100
0|2022-01-09|13376.0|0|13376.0|0|247.0|0|0.0|100
0|2022-01-10|13907.0|0|13907.0|0|247.0|0|0.0|100
0|2022-01-11|13999.0|0|13999.0|0|247.0|0|0.0|100
0|2022-01-12|14180.0|0|14180.0|0|248.0|0|0.0|100
0|2022-01-13|14180.0|0|14389.0|0|248.0|0|0.0|100
0|2022-01-14|14727.0|0|14727.0|0|249.0|0|0.0|100
0|2022-01-15|14727.0|0|14727.0|0|249.0|0|0.0|100
0|2022-01-16|14727.0|0|14727.0|0|249.0|0|0.0|100
0|2022-01-17|14727.0|0|0.0|100|249.0|0|0.0|100
