|dates|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Chippewa_Michigan_UnitedStates.NYT_ConfirmedCases.data|Chippewa_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-04|5293.0|0|8412.0|0|68.0|0|0.0|100
0|2022-01-05|5466.0|0|8585.0|0|71.0|0|0.0|100
0|2022-01-06|5466.0|0|8585.0|0|71.0|0|0.0|100
0|2022-01-07|5652.0|0|8771.0|0|72.0|0|0.0|100
0|2022-01-08|5652.0|0|8771.0|0|72.0|0|0.0|100
0|2022-01-09|5652.0|0|8771.0|0|72.0|0|0.0|100
0|2022-01-10|5819.0|0|8938.0|0|72.0|0|0.0|100
0|2022-01-11|5819.0|0|8938.0|0|72.0|0|0.0|100
0|2022-01-12|6000.0|0|9119.0|0|72.0|0|0.0|100
0|2022-01-13|6000.0|0|9119.0|0|72.0|0|0.0|100
0|2022-01-14|6266.0|0|9385.0|0|74.0|0|0.0|100
0|2022-01-15|6266.0|0|9385.0|0|74.0|0|0.0|100
0|2022-01-16|6266.0|0|9385.0|0|74.0|0|0.0|100
0|2022-01-17|6266.0|0|0.0|100|74.0|0|0.0|100
