|dates|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Chippewa_Michigan_UnitedStates.NYT_ConfirmedCases.data|Chippewa_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Chippewa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3611.0|0|6730.0|0|42.0|0|0.0|100
0|2021-10-18|3635.0|0|6754.0|0|44.0|0|0.0|100
0|2021-10-19|3635.0|0|6754.0|0|44.0|0|0.0|100
0|2021-10-20|3687.0|0|6806.0|0|47.0|0|0.0|100
0|2021-10-21|3687.0|0|6806.0|0|47.0|0|0.0|100
0|2021-10-22|3721.0|0|6840.0|0|48.0|0|0.0|100
0|2021-10-23|3721.0|0|6840.0|0|48.0|0|0.0|100
0|2021-10-24|3721.0|0|6840.0|0|48.0|0|0.0|100
0|2021-10-25|3743.0|0|6862.0|0|49.0|0|0.0|100
0|2021-10-26|3743.0|0|6862.0|0|49.0|0|0.0|100
0|2021-10-27|3800.0|0|6919.0|0|52.0|0|0.0|100
0|2021-10-28|3800.0|0|6919.0|0|52.0|0|0.0|100
0|2021-10-29|3840.0|0|6959.0|0|52.0|0|0.0|100
0|2021-10-30|3840.0|0|6959.0|0|52.0|0|0.0|100
0|2021-10-31|3840.0|0|6959.0|0|52.0|0|0.0|100
0|2021-11-01|3861.0|0|6980.0|0|52.0|0|0.0|100
0|2021-11-02|3861.0|0|6980.0|0|52.0|0|0.0|100
0|2021-11-03|3902.0|0|7021.0|0|52.0|0|0.0|100
0|2021-11-04|3902.0|0|7021.0|0|52.0|0|0.0|100
0|2021-11-05|3943.0|0|7062.0|0|52.0|0|0.0|100
0|2021-11-06|3943.0|0|7062.0|0|52.0|0|0.0|100
0|2021-11-07|3943.0|0|7062.0|0|52.0|0|0.0|100
0|2021-11-08|3990.0|0|7109.0|0|52.0|0|0.0|100
0|2021-11-09|3990.0|0|7109.0|0|52.0|0|0.0|100
0|2021-11-10|3990.0|0|7174.0|0|52.0|0|0.0|100
0|2021-11-11|4055.0|0|7174.0|0|52.0|0|0.0|100
0|2021-11-12|4088.0|0|7207.0|0|52.0|0|0.0|100
0|2021-11-13|4088.0|0|7207.0|0|52.0|0|0.0|100
0|2021-11-14|4088.0|0|7207.0|0|52.0|0|0.0|100
0|2021-11-15|4172.0|0|7291.0|0|53.0|0|0.0|100
0|2021-11-16|4172.0|0|7291.0|0|53.0|0|0.0|100
0|2021-11-17|4243.0|0|7362.0|0|53.0|0|0.0|100
0|2021-11-18|4243.0|0|7362.0|0|53.0|0|0.0|100
0|2021-11-19|4317.0|0|7436.0|0|53.0|0|0.0|100
0|2021-11-20|4317.0|0|7436.0|0|53.0|0|0.0|100
0|2021-11-21|4317.0|0|7436.0|0|53.0|0|0.0|100
0|2021-11-22|4355.0|0|7474.0|0|54.0|0|0.0|100
0|2021-11-23|4355.0|0|7474.0|0|54.0|0|0.0|100
0|2021-11-24|4403.0|0|7522.0|0|54.0|0|0.0|100
0|2021-11-25|4403.0|0|7522.0|0|54.0|0|0.0|100
0|2021-11-26|4403.0|0|7522.0|0|54.0|0|0.0|100
0|2021-11-27|4403.0|0|7522.0|0|54.0|0|0.0|100
0|2021-11-28|4403.0|0|7522.0|0|54.0|0|0.0|100
0|2021-11-29|4451.0|0|7570.0|0|56.0|0|0.0|100
0|2021-11-30|4451.0|0|7570.0|0|56.0|0|0.0|100
0|2021-12-01|4516.0|0|7635.0|0|57.0|0|0.0|100
0|2021-12-02|4516.0|0|7635.0|0|57.0|0|0.0|100
0|2021-12-03|4652.0|0|7771.0|0|58.0|0|0.0|100
0|2021-12-04|4652.0|0|7771.0|0|58.0|0|0.0|100
0|2021-12-05|4652.0|0|7771.0|0|58.0|0|0.0|100
0|2021-12-06|4675.0|0|7794.0|0|59.0|0|0.0|100
0|2021-12-07|4675.0|0|7794.0|0|59.0|0|0.0|100
0|2021-12-08|4740.0|0|7859.0|0|60.0|0|0.0|100
0|2021-12-09|4740.0|0|7859.0|0|60.0|0|0.0|100
0|2021-12-10|4777.0|0|7896.0|0|62.0|0|0.0|100
0|2021-12-11|4777.0|0|7896.0|0|62.0|0|0.0|100
0|2021-12-12|4777.0|0|7896.0|0|62.0|0|0.0|100
0|2021-12-13|4818.0|0|7937.0|0|62.0|0|0.0|100
0|2021-12-14|4818.0|0|7937.0|0|62.0|0|0.0|100
0|2021-12-15|4874.0|0|7993.0|0|63.0|0|0.0|100
0|2021-12-16|4874.0|0|7993.0|0|63.0|0|0.0|100
0|2021-12-17|4906.0|0|8025.0|0|63.0|0|0.0|100
0|2021-12-18|4906.0|0|8025.0|0|63.0|0|0.0|100
0|2021-12-19|4906.0|0|8025.0|0|63.0|0|0.0|100
0|2021-12-20|4925.0|0|8044.0|0|63.0|0|0.0|100
0|2021-12-21|4925.0|0|8044.0|0|63.0|0|0.0|100
0|2021-12-22|5000.0|0|8119.0|0|64.0|0|0.0|100
0|2021-12-23|5000.0|0|8119.0|0|64.0|0|0.0|100
0|2021-12-24|5000.0|0|8119.0|0|64.0|0|0.0|100
0|2021-12-25|5000.0|0|8119.0|0|64.0|0|0.0|100
0|2021-12-26|5000.0|0|8119.0|0|64.0|0|0.0|100
0|2021-12-27|5072.0|0|8191.0|0|64.0|0|0.0|100
0|2021-12-28|5072.0|0|8191.0|0|64.0|0|0.0|100
0|2021-12-29|5132.0|0|8251.0|0|64.0|0|0.0|100
0|2021-12-30|5132.0|0|8251.0|0|64.0|0|0.0|100
0|2021-12-31|5132.0|0|8251.0|0|64.0|0|0.0|100
0|2022-01-01|5132.0|0|8251.0|0|64.0|0|0.0|100
0|2022-01-02|5132.0|0|8251.0|0|64.0|0|0.0|100
0|2022-01-03|5293.0|0|8412.0|0|68.0|0|0.0|100
