|dates|Gray_Kansas_UnitedStates.JHU_ConfirmedCases.data|Gray_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Gray_Kansas_UnitedStates.NYT_ConfirmedCases.data|Gray_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Gray_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Gray_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Gray_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Gray_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|825.0|0|825.0|0|16.0|0|0.0|100
0|2021-10-18|832.0|0|832.0|0|16.0|0|0.0|100
0|2021-10-19|832.0|0|832.0|0|16.0|0|0.0|100
0|2021-10-20|834.0|0|834.0|0|16.0|0|0.0|100
0|2021-10-21|834.0|0|834.0|0|16.0|0|0.0|100
0|2021-10-22|840.0|0|840.0|0|16.0|0|0.0|100
0|2021-10-23|840.0|0|840.0|0|16.0|0|0.0|100
0|2021-10-24|840.0|0|840.0|0|16.0|0|0.0|100
0|2021-10-25|853.0|0|853.0|0|16.0|0|0.0|100
0|2021-10-26|853.0|0|853.0|0|16.0|0|0.0|100
0|2021-10-27|864.0|0|864.0|0|16.0|0|0.0|100
0|2021-10-28|864.0|0|864.0|0|16.0|0|0.0|100
0|2021-10-29|877.0|0|877.0|0|16.0|0|0.0|100
0|2021-10-30|877.0|0|877.0|0|16.0|0|0.0|100
0|2021-10-31|877.0|0|877.0|0|16.0|0|0.0|100
0|2021-11-01|882.0|0|882.0|0|17.0|0|0.0|100
0|2021-11-02|882.0|0|882.0|0|17.0|0|0.0|100
0|2021-11-03|892.0|0|892.0|0|18.0|0|0.0|100
0|2021-11-04|892.0|0|892.0|0|18.0|0|0.0|100
0|2021-11-05|898.0|0|898.0|0|18.0|0|0.0|100
0|2021-11-06|898.0|0|898.0|0|18.0|0|0.0|100
0|2021-11-07|898.0|0|898.0|0|18.0|0|0.0|100
0|2021-11-08|905.0|0|905.0|0|18.0|0|0.0|100
0|2021-11-09|905.0|0|905.0|0|18.0|0|0.0|100
0|2021-11-10|908.0|0|908.0|0|20.0|0|0.0|100
0|2021-11-11|908.0|0|908.0|0|20.0|0|0.0|100
0|2021-11-12|913.0|0|913.0|0|20.0|0|0.0|100
0|2021-11-13|913.0|0|913.0|0|20.0|0|0.0|100
0|2021-11-14|913.0|0|913.0|0|20.0|0|0.0|100
0|2021-11-15|916.0|0|916.0|0|20.0|0|0.0|100
0|2021-11-16|916.0|0|916.0|0|20.0|0|0.0|100
0|2021-11-17|926.0|0|926.0|0|23.0|0|0.0|100
0|2021-11-18|926.0|0|926.0|0|23.0|0|0.0|100
0|2021-11-19|932.0|0|932.0|0|23.0|0|0.0|100
0|2021-11-20|932.0|0|932.0|0|23.0|0|0.0|100
0|2021-11-21|932.0|0|932.0|0|23.0|0|0.0|100
0|2021-11-22|938.0|0|938.0|0|23.0|0|0.0|100
0|2021-11-23|938.0|0|938.0|0|23.0|0|0.0|100
0|2021-11-24|938.0|0|939.0|0|23.0|0|0.0|100
0|2021-11-25|939.0|0|939.0|0|22.0|0|0.0|100
0|2021-11-26|939.0|0|939.0|0|22.0|0|0.0|100
0|2021-11-27|939.0|0|939.0|0|22.0|0|0.0|100
0|2021-11-28|939.0|0|939.0|0|22.0|0|0.0|100
0|2021-11-29|942.0|0|942.0|0|22.0|0|0.0|100
0|2021-11-30|942.0|0|942.0|0|22.0|0|0.0|100
0|2021-12-01|944.0|0|944.0|0|23.0|0|0.0|100
0|2021-12-02|944.0|0|944.0|0|23.0|0|0.0|100
0|2021-12-03|944.0|0|948.0|0|23.0|0|0.0|100
0|2021-12-04|948.0|0|948.0|0|23.0|0|0.0|100
0|2021-12-05|948.0|0|948.0|0|23.0|0|0.0|100
0|2021-12-06|948.0|0|948.0|0|23.0|0|0.0|100
0|2021-12-07|948.0|0|948.0|0|23.0|0|0.0|100
0|2021-12-08|949.0|0|949.0|0|23.0|0|0.0|100
0|2021-12-09|949.0|0|949.0|0|23.0|0|0.0|100
0|2021-12-10|950.0|0|950.0|0|23.0|0|0.0|100
0|2021-12-11|950.0|0|950.0|0|23.0|0|0.0|100
0|2021-12-12|950.0|0|950.0|0|23.0|0|0.0|100
0|2021-12-13|954.0|0|954.0|0|23.0|0|0.0|100
0|2021-12-14|954.0|0|954.0|0|23.0|0|0.0|100
0|2021-12-15|954.0|0|954.0|0|23.0|0|0.0|100
0|2021-12-16|954.0|0|954.0|0|23.0|0|0.0|100
0|2021-12-17|955.0|0|955.0|0|23.0|0|0.0|100
0|2021-12-18|955.0|0|955.0|0|23.0|0|0.0|100
0|2021-12-19|955.0|0|955.0|0|23.0|0|0.0|100
0|2021-12-20|957.0|0|957.0|0|23.0|0|0.0|100
0|2021-12-21|957.0|0|957.0|0|23.0|0|0.0|100
0|2021-12-22|961.0|0|961.0|0|23.0|0|0.0|100
0|2021-12-23|961.0|0|961.0|0|23.0|0|0.0|100
0|2021-12-24|961.0|0|961.0|0|23.0|0|0.0|100
0|2021-12-25|961.0|0|961.0|0|23.0|0|0.0|100
0|2021-12-26|961.0|0|961.0|0|23.0|0|0.0|100
0|2021-12-27|966.0|0|966.0|0|23.0|0|0.0|100
0|2021-12-28|966.0|0|966.0|0|23.0|0|0.0|100
0|2021-12-29|972.0|0|972.0|0|23.0|0|0.0|100
0|2021-12-30|972.0|0|972.0|0|23.0|0|0.0|100
0|2021-12-31|972.0|0|972.0|0|23.0|0|0.0|100
0|2022-01-01|972.0|0|972.0|0|23.0|0|0.0|100
0|2022-01-02|972.0|0|972.0|0|23.0|0|0.0|100
0|2022-01-03|981.0|0|981.0|0|23.0|0|0.0|100
0|2022-01-04|981.0|0|981.0|0|23.0|0|0.0|100
0|2022-01-05|988.0|0|988.0|0|23.0|0|0.0|100
0|2022-01-06|988.0|0|988.0|0|23.0|0|0.0|100
0|2022-01-07|1000.0|0|1000.0|0|23.0|0|0.0|100
0|2022-01-08|1000.0|0|1000.0|0|23.0|0|0.0|100
0|2022-01-09|1000.0|0|1000.0|0|23.0|0|0.0|100
0|2022-01-10|1010.0|0|1010.0|0|23.0|0|0.0|100
0|2022-01-11|1010.0|0|1010.0|0|23.0|0|0.0|100
0|2022-01-12|1010.0|0|1023.0|0|23.0|0|0.0|100
0|2022-01-13|1010.0|0|1035.0|0|23.0|0|0.0|100
0|2022-01-14|1064.0|0|1064.0|0|23.0|0|0.0|100
0|2022-01-15|1064.0|0|1064.0|0|23.0|0|0.0|100
0|2022-01-16|1064.0|0|1064.0|0|23.0|0|0.0|100
