|dates|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.NYT_ConfirmedCases.data|Boulder_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Boulder_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|33047.0|0|33307.0|0|268.0|0|0.0|100
0|2021-11-16|33150.0|0|33445.0|0|270.0|0|0.0|100
0|2021-11-17|33321.0|0|33621.0|0|270.0|0|0.0|100
0|2021-11-18|33491.0|0|33784.0|0|272.0|0|0.0|100
0|2021-11-19|33628.0|0|33951.0|0|272.0|0|0.0|100
0|2021-11-20|33628.0|0|33951.0|0|272.0|0|0.0|100
0|2021-11-21|33628.0|0|33951.0|0|272.0|0|0.0|100
0|2021-11-22|33923.0|0|34208.0|0|274.0|0|0.0|100
0|2021-11-23|34004.0|0|34289.0|0|278.0|0|0.0|100
0|2021-11-24|34133.0|0|34465.0|0|279.0|0|0.0|100
0|2021-11-25|34258.0|0|34465.0|0|281.0|0|0.0|100
0|2021-11-26|34319.0|0|34465.0|0|281.0|0|0.0|100
0|2021-11-27|34319.0|0|34465.0|0|281.0|0|0.0|100
0|2021-11-28|34319.0|0|34465.0|0|281.0|0|0.0|100
0|2021-11-29|34500.0|0|34810.0|0|281.0|0|0.0|100
0|2021-11-30|34592.0|0|34915.0|0|282.0|0|0.0|100
0|2021-12-01|34592.0|0|35035.0|0|282.0|0|0.0|100
0|2021-12-02|34848.0|0|35157.0|0|286.0|0|0.0|100
0|2021-12-03|34954.0|0|35256.0|0|286.0|0|0.0|100
0|2021-12-04|34954.0|0|35256.0|0|286.0|0|0.0|100
0|2021-12-05|34954.0|0|35256.0|0|286.0|0|0.0|100
0|2021-12-06|35196.0|0|35511.0|0|285.0|0|0.0|100
0|2021-12-07|35303.0|0|35621.0|0|284.0|0|0.0|100
0|2021-12-08|35386.0|0|35726.0|0|288.0|0|0.0|100
0|2021-12-09|35497.0|0|35833.0|0|288.0|0|0.0|100
0|2021-12-10|35591.0|0|35905.0|0|287.0|0|0.0|100
0|2021-12-11|35591.0|0|35905.0|0|287.0|0|0.0|100
0|2021-12-12|35591.0|0|35905.0|0|287.0|0|0.0|100
0|2021-12-13|35807.0|0|36135.0|0|289.0|0|0.0|100
0|2021-12-14|35807.0|0|36203.0|0|289.0|0|0.0|100
0|2021-12-15|35943.0|0|36303.0|0|292.0|0|0.0|100
0|2021-12-16|36075.0|0|36406.0|0|292.0|0|0.0|100
0|2021-12-17|36195.0|0|36531.0|0|290.0|0|0.0|100
0|2021-12-18|36195.0|0|36531.0|0|290.0|0|0.0|100
0|2021-12-19|36195.0|0|36531.0|0|290.0|0|0.0|100
0|2021-12-20|36384.0|0|36754.0|0|291.0|0|0.0|100
0|2021-12-21|36571.0|0|36968.0|0|291.0|0|0.0|100
0|2021-12-22|36815.0|0|37196.0|0|290.0|0|0.0|100
0|2021-12-23|36985.0|0|37196.0|0|291.0|0|0.0|100
0|2021-12-24|37292.0|0|37292.0|0|292.0|0|0.0|100
0|2021-12-25|37292.0|0|37292.0|0|292.0|0|0.0|100
0|2021-12-26|37292.0|0|37292.0|0|292.0|0|0.0|100
0|2021-12-27|37983.0|0|38349.0|0|292.0|0|0.0|100
0|2021-12-28|38313.0|0|38785.0|0|292.0|0|0.0|100
0|2021-12-29|38724.0|0|39320.0|0|294.0|0|0.0|100
0|2021-12-30|39242.0|0|39792.0|0|297.0|0|0.0|100
0|2021-12-31|39763.0|0|39792.0|0|297.0|0|0.0|100
0|2022-01-01|39763.0|0|39792.0|0|297.0|0|0.0|100
0|2022-01-02|39763.0|0|39792.0|0|297.0|0|0.0|100
0|2022-01-03|41026.0|0|41453.0|0|297.0|0|0.0|100
0|2022-01-04|41282.0|0|41702.0|0|297.0|0|0.0|100
0|2022-01-05|41638.0|0|42050.0|0|298.0|0|0.0|100
0|2022-01-06|41982.0|0|42490.0|0|297.0|0|0.0|100
0|2022-01-07|42822.0|0|43263.0|0|298.0|0|0.0|100
0|2022-01-08|42822.0|0|43263.0|0|298.0|0|0.0|100
0|2022-01-09|42822.0|0|43263.0|0|298.0|0|0.0|100
0|2022-01-10|45287.0|0|45621.0|0|299.0|0|0.0|100
0|2022-01-11|46682.0|0|47098.0|0|305.0|0|0.0|100
0|2022-01-12|47360.0|0|47784.0|0|305.0|0|0.0|100
0|2022-01-13|47360.0|0|48602.0|0|305.0|0|0.0|100
0|2022-01-14|48934.0|0|49376.0|0|305.0|0|0.0|100
0|2022-01-15|48934.0|0|49376.0|0|305.0|0|0.0|100
0|2022-01-16|48934.0|0|49376.0|0|305.0|0|0.0|100
0|2022-01-17|50594.0|0|0.0|100|306.0|0|0.0|100
