|dates|Hansford_Texas_UnitedStates.BLS_EmployedPopulation.data|Hansford_Texas_UnitedStates.BLS_EmployedPopulation.missing|Hansford_Texas_UnitedStates.BLS_UnemployedPopulation.data|Hansford_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Hansford_Texas_UnitedStates.BLS_UnemploymentRate.data|Hansford_Texas_UnitedStates.BLS_UnemploymentRate.missing|Hansford_Texas_UnitedStates.BLS_LaborForcePopulation.data|Hansford_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-18|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-19|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-20|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-21|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-22|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-23|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-24|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-25|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-26|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-27|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-28|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-29|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-30|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-10-31|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-01|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-02|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-03|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-04|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-05|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-06|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-07|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-08|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-09|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-10|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-11|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-12|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-13|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-14|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-15|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-16|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-17|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-18|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-19|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-20|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-21|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-22|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-23|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-24|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-25|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-26|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-27|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-28|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-29|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-11-30|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-12-01|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
0|2021-12-02|2335.0|0|78.0|0|3.232490675507667|0|2413.0|0
