|dates|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Darlington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Darlington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|12210.0|0|12210.0|0|233.0|0|0.0|100
0|2021-11-28|12210.0|0|12210.0|0|233.0|0|0.0|100
0|2021-11-29|12239.0|0|12239.0|0|233.0|0|0.0|100
0|2021-11-30|12240.0|0|12240.0|0|233.0|0|0.0|100
0|2021-12-01|12246.0|0|12246.0|0|233.0|0|0.0|100
0|2021-12-02|12256.0|0|12256.0|0|233.0|0|0.0|100
0|2021-12-03|12329.0|0|12329.0|0|233.0|0|0.0|100
0|2021-12-04|12329.0|0|12329.0|0|233.0|0|0.0|100
0|2021-12-05|12329.0|0|12329.0|0|233.0|0|0.0|100
0|2021-12-06|12360.0|0|12360.0|0|233.0|0|0.0|100
0|2021-12-07|12361.0|0|12361.0|0|233.0|0|0.0|100
0|2021-12-08|12371.0|0|12371.0|0|233.0|0|0.0|100
0|2021-12-09|12383.0|0|12383.0|0|233.0|0|0.0|100
0|2021-12-10|12401.0|0|12401.0|0|234.0|0|0.0|100
0|2021-12-11|12401.0|0|12401.0|0|234.0|0|0.0|100
0|2021-12-12|12401.0|0|12401.0|0|234.0|0|0.0|100
0|2021-12-13|12437.0|0|12437.0|0|234.0|0|0.0|100
0|2021-12-14|12437.0|0|12450.0|0|234.0|0|0.0|100
0|2021-12-15|12467.0|0|12467.0|0|234.0|0|0.0|100
0|2021-12-16|12488.0|0|12488.0|0|234.0|0|0.0|100
0|2021-12-17|12493.0|0|12493.0|0|234.0|0|0.0|100
0|2021-12-18|12493.0|0|12493.0|0|234.0|0|0.0|100
0|2021-12-19|12493.0|0|12493.0|0|234.0|0|0.0|100
0|2021-12-20|12535.0|0|12535.0|0|235.0|0|0.0|100
0|2021-12-21|12547.0|0|12547.0|0|235.0|0|0.0|100
0|2021-12-22|12565.0|0|12565.0|0|236.0|0|0.0|100
0|2021-12-23|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-24|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-25|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-26|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-27|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-28|12587.0|0|12587.0|0|238.0|0|0.0|100
0|2021-12-29|12746.0|0|12746.0|0|238.0|0|0.0|100
0|2021-12-30|12815.0|0|12815.0|0|239.0|0|0.0|100
0|2021-12-31|12918.0|0|12918.0|0|239.0|0|0.0|100
0|2022-01-01|12918.0|0|12918.0|0|239.0|0|0.0|100
0|2022-01-02|12918.0|0|12918.0|0|239.0|0|0.0|100
0|2022-01-03|12918.0|0|12918.0|0|239.0|0|0.0|100
0|2022-01-04|13333.0|0|13333.0|0|242.0|0|0.0|100
0|2022-01-05|13439.0|0|13439.0|0|243.0|0|0.0|100
0|2022-01-06|13545.0|0|13545.0|0|243.0|0|0.0|100
0|2022-01-07|13637.0|0|13637.0|0|243.0|0|0.0|100
0|2022-01-08|13637.0|0|13637.0|0|243.0|0|0.0|100
0|2022-01-09|13637.0|0|13637.0|0|243.0|0|0.0|100
0|2022-01-10|14259.0|0|14259.0|0|246.0|0|0.0|100
0|2022-01-11|14348.0|0|14348.0|0|249.0|0|0.0|100
0|2022-01-12|14527.0|0|14527.0|0|249.0|0|0.0|100
0|2022-01-13|14527.0|0|14739.0|0|249.0|0|0.0|100
0|2022-01-14|14911.0|0|14911.0|0|250.0|0|0.0|100
0|2022-01-15|14911.0|0|14911.0|0|250.0|0|0.0|100
0|2022-01-16|14911.0|0|14911.0|0|250.0|0|0.0|100
0|2022-01-17|14911.0|0|0.0|100|250.0|0|0.0|100
