|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|12548.0|0|12548.0|0|226.0|0|0.0|100
0|2021-11-15|12558.0|0|12558.0|0|226.0|0|0.0|100
0|2021-11-16|12563.0|0|12563.0|0|226.0|0|0.0|100
0|2021-11-17|12572.0|0|12572.0|0|227.0|0|0.0|100
0|2021-11-18|12578.0|0|12578.0|0|227.0|0|0.0|100
0|2021-11-19|12590.0|0|12590.0|0|227.0|0|0.0|100
0|2021-11-20|12590.0|0|12590.0|0|227.0|0|0.0|100
0|2021-11-21|12590.0|0|12590.0|0|227.0|0|0.0|100
0|2021-11-22|12596.0|0|12596.0|0|227.0|0|0.0|100
0|2021-11-23|12601.0|0|12601.0|0|227.0|0|0.0|100
0|2021-11-24|12603.0|0|12603.0|0|227.0|0|0.0|100
0|2021-11-25|12603.0|0|12603.0|0|227.0|0|0.0|100
0|2021-11-26|12603.0|0|12603.0|0|227.0|0|0.0|100
0|2021-11-27|12603.0|0|12603.0|0|227.0|0|0.0|100
0|2021-11-28|12603.0|0|12603.0|0|227.0|0|0.0|100
0|2021-11-29|12620.0|0|12620.0|0|227.0|0|0.0|100
0|2021-11-30|12622.0|0|12622.0|0|227.0|0|0.0|100
0|2021-12-01|12635.0|0|12635.0|0|227.0|0|0.0|100
0|2021-12-02|12636.0|0|12636.0|0|227.0|0|0.0|100
0|2021-12-03|12643.0|0|12643.0|0|228.0|0|0.0|100
0|2021-12-04|12643.0|0|12643.0|0|228.0|0|0.0|100
0|2021-12-05|12643.0|0|12643.0|0|228.0|0|0.0|100
0|2021-12-06|12662.0|0|12662.0|0|228.0|0|0.0|100
0|2021-12-07|12672.0|0|12672.0|0|228.0|0|0.0|100
0|2021-12-08|12684.0|0|12684.0|0|228.0|0|0.0|100
0|2021-12-09|12690.0|0|12690.0|0|228.0|0|0.0|100
0|2021-12-10|12707.0|0|12707.0|0|228.0|0|0.0|100
0|2021-12-11|12707.0|0|12707.0|0|228.0|0|0.0|100
0|2021-12-12|12707.0|0|12707.0|0|228.0|0|0.0|100
0|2021-12-13|12711.0|0|12711.0|0|229.0|0|0.0|100
0|2021-12-14|12711.0|0|12725.0|0|229.0|0|0.0|100
0|2021-12-15|12727.0|0|12727.0|0|231.0|0|0.0|100
0|2021-12-16|12736.0|0|12736.0|0|231.0|0|0.0|100
0|2021-12-17|12739.0|0|12739.0|0|231.0|0|0.0|100
0|2021-12-18|12739.0|0|12739.0|0|231.0|0|0.0|100
0|2021-12-19|12739.0|0|12739.0|0|231.0|0|0.0|100
0|2021-12-20|12764.0|0|12764.0|0|231.0|0|0.0|100
0|2021-12-21|12773.0|0|12773.0|0|231.0|0|0.0|100
0|2021-12-22|12803.0|0|12803.0|0|231.0|0|0.0|100
0|2021-12-23|12836.0|0|12836.0|0|231.0|0|0.0|100
0|2021-12-24|12836.0|0|12836.0|0|231.0|0|0.0|100
0|2021-12-25|12836.0|0|12836.0|0|231.0|0|0.0|100
0|2021-12-26|12836.0|0|12836.0|0|231.0|0|0.0|100
0|2021-12-27|13026.0|0|13026.0|0|231.0|0|0.0|100
0|2021-12-28|13073.0|0|13073.0|0|231.0|0|0.0|100
0|2021-12-29|13299.0|0|13299.0|0|231.0|0|0.0|100
0|2021-12-30|13547.0|0|13547.0|0|231.0|0|0.0|100
0|2021-12-31|13547.0|0|13547.0|0|231.0|0|0.0|100
0|2022-01-01|13547.0|0|13547.0|0|231.0|0|0.0|100
0|2022-01-02|13547.0|0|13547.0|0|231.0|0|0.0|100
0|2022-01-03|14023.0|0|14023.0|0|231.0|0|0.0|100
0|2022-01-04|14124.0|0|14124.0|0|231.0|0|0.0|100
0|2022-01-05|14250.0|0|14250.0|0|231.0|0|0.0|100
0|2022-01-06|14547.0|0|14547.0|0|231.0|0|0.0|100
0|2022-01-07|14666.0|0|14666.0|0|231.0|0|0.0|100
0|2022-01-08|14666.0|0|14666.0|0|231.0|0|0.0|100
0|2022-01-09|14666.0|0|14666.0|0|231.0|0|0.0|100
0|2022-01-10|14978.0|0|14978.0|0|233.0|0|0.0|100
0|2022-01-11|15165.0|0|15165.0|0|234.0|0|0.0|100
0|2022-01-12|15165.0|0|15165.0|0|234.0|0|0.0|100
0|2022-01-13|15165.0|0|15165.0|0|234.0|0|0.0|100
0|2022-01-14|15637.0|0|15637.0|0|234.0|0|0.0|100
0|2022-01-15|15637.0|0|15637.0|0|234.0|0|0.0|100
0|2022-01-16|15637.0|0|15637.0|0|234.0|0|0.0|100
0|2022-01-17|15637.0|0|0.0|100|234.0|0|0.0|100
