|dates|Shelby_Missouri_UnitedStates.JHU_ConfirmedCases.data|Shelby_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Missouri_UnitedStates.NYT_ConfirmedCases.data|Shelby_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Shelby_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|915.0|0|915.0|0|9.0|0|0.0|100
0|2021-10-18|915.0|0|915.0|0|9.0|0|0.0|100
0|2021-10-19|916.0|0|916.0|0|9.0|0|0.0|100
0|2021-10-20|920.0|0|920.0|0|9.0|0|0.0|100
0|2021-10-21|922.0|0|922.0|0|9.0|0|0.0|100
0|2021-10-22|927.0|0|927.0|0|9.0|0|0.0|100
0|2021-10-23|933.0|0|933.0|0|9.0|0|0.0|100
0|2021-10-24|933.0|0|933.0|0|9.0|0|0.0|100
0|2021-10-25|933.0|0|933.0|0|9.0|0|0.0|100
0|2021-10-26|933.0|0|933.0|0|9.0|0|0.0|100
0|2021-10-27|933.0|0|933.0|0|9.0|0|0.0|100
0|2021-10-28|934.0|0|934.0|0|9.0|0|0.0|100
0|2021-10-29|936.0|0|936.0|0|9.0|0|0.0|100
0|2021-10-30|936.0|0|936.0|0|9.0|0|0.0|100
0|2021-10-31|939.0|0|939.0|0|9.0|0|0.0|100
0|2021-11-01|939.0|0|939.0|0|9.0|0|0.0|100
0|2021-11-02|941.0|0|941.0|0|9.0|0|0.0|100
0|2021-11-03|941.0|0|941.0|0|9.0|0|0.0|100
0|2021-11-04|942.0|0|942.0|0|9.0|0|0.0|100
0|2021-11-05|945.0|0|945.0|0|9.0|0|0.0|100
0|2021-11-06|946.0|0|946.0|0|9.0|0|0.0|100
0|2021-11-07|948.0|0|948.0|0|9.0|0|0.0|100
0|2021-11-08|948.0|0|948.0|0|9.0|0|0.0|100
0|2021-11-09|948.0|0|948.0|0|9.0|0|0.0|100
0|2021-11-10|948.0|0|957.0|0|9.0|0|0.0|100
0|2021-11-11|957.0|0|957.0|0|9.0|0|0.0|100
0|2021-11-12|964.0|0|964.0|0|9.0|0|0.0|100
0|2021-11-13|967.0|0|967.0|0|9.0|0|0.0|100
0|2021-11-14|969.0|0|969.0|0|9.0|0|0.0|100
0|2021-11-15|969.0|0|969.0|0|9.0|0|0.0|100
0|2021-11-16|970.0|0|970.0|0|9.0|0|0.0|100
0|2021-11-17|973.0|0|973.0|0|9.0|0|0.0|100
0|2021-11-18|995.0|0|995.0|0|9.0|0|0.0|100
0|2021-11-19|999.0|0|999.0|0|9.0|0|0.0|100
0|2021-11-20|1002.0|0|1002.0|0|9.0|0|0.0|100
0|2021-11-21|1002.0|0|1002.0|0|9.0|0|0.0|100
0|2021-11-22|1002.0|0|1002.0|0|9.0|0|0.0|100
0|2021-11-23|1004.0|0|1004.0|0|9.0|0|0.0|100
0|2021-11-24|1011.0|0|1011.0|0|9.0|0|0.0|100
0|2021-11-25|1011.0|0|1011.0|0|9.0|0|0.0|100
0|2021-11-26|1011.0|0|1011.0|0|9.0|0|0.0|100
0|2021-11-27|1011.0|0|1011.0|0|9.0|0|0.0|100
0|2021-11-28|1011.0|0|1011.0|0|9.0|0|0.0|100
0|2021-11-29|1013.0|0|1013.0|0|9.0|0|0.0|100
0|2021-11-30|1024.0|0|1024.0|0|9.0|0|0.0|100
0|2021-12-01|1029.0|0|1029.0|0|9.0|0|0.0|100
0|2021-12-02|1029.0|0|1031.0|0|9.0|0|0.0|100
0|2021-12-03|1031.0|0|1031.0|0|13.0|0|0.0|100
0|2021-12-04|1041.0|0|1041.0|0|13.0|0|0.0|100
0|2021-12-05|1043.0|0|1043.0|0|13.0|0|0.0|100
0|2021-12-06|1048.0|0|1048.0|0|13.0|0|0.0|100
0|2021-12-07|1050.0|0|1050.0|0|13.0|0|0.0|100
0|2021-12-08|1056.0|0|1056.0|0|13.0|0|0.0|100
0|2021-12-09|1061.0|0|1061.0|0|13.0|0|0.0|100
0|2021-12-10|1065.0|0|1065.0|0|13.0|0|0.0|100
0|2021-12-11|1067.0|0|1067.0|0|13.0|0|0.0|100
0|2021-12-12|1069.0|0|1069.0|0|13.0|0|0.0|100
0|2021-12-13|1069.0|0|1069.0|0|13.0|0|0.0|100
0|2021-12-14|1069.0|0|1075.0|0|13.0|0|0.0|100
0|2021-12-15|1080.0|0|1080.0|0|13.0|0|0.0|100
0|2021-12-16|1086.0|0|1086.0|0|13.0|0|0.0|100
0|2021-12-17|1088.0|0|1088.0|0|13.0|0|0.0|100
0|2021-12-18|1091.0|0|1091.0|0|13.0|0|0.0|100
0|2021-12-19|1091.0|0|1091.0|0|13.0|0|0.0|100
0|2021-12-20|1092.0|0|1092.0|0|13.0|0|0.0|100
0|2021-12-21|1095.0|0|1095.0|0|13.0|0|0.0|100
0|2021-12-22|1105.0|0|1105.0|0|13.0|0|0.0|100
0|2021-12-23|1119.0|0|1119.0|0|13.0|0|0.0|100
0|2021-12-24|1119.0|0|1119.0|0|13.0|0|0.0|100
0|2021-12-25|1119.0|0|1119.0|0|13.0|0|0.0|100
0|2021-12-26|1119.0|0|1119.0|0|13.0|0|0.0|100
0|2021-12-27|1127.0|0|1127.0|0|13.0|0|0.0|100
0|2021-12-28|1130.0|0|1130.0|0|13.0|0|0.0|100
0|2021-12-29|1131.0|0|1131.0|0|13.0|0|0.0|100
0|2021-12-30|1136.0|0|1136.0|0|13.0|0|0.0|100
0|2021-12-31|1136.0|0|1136.0|0|13.0|0|0.0|100
0|2022-01-01|1136.0|0|1136.0|0|13.0|0|0.0|100
0|2022-01-02|1136.0|0|1136.0|0|13.0|0|0.0|100
0|2022-01-03|1136.0|0|1148.0|0|13.0|0|0.0|100
0|2022-01-04|1154.0|0|1154.0|0|13.0|0|0.0|100
0|2022-01-05|1164.0|0|1164.0|0|13.0|0|0.0|100
0|2022-01-06|1170.0|0|1170.0|0|13.0|0|0.0|100
0|2022-01-07|1182.0|0|1182.0|0|13.0|0|0.0|100
0|2022-01-08|1194.0|0|1194.0|0|13.0|0|0.0|100
0|2022-01-09|1195.0|0|1195.0|0|13.0|0|0.0|100
0|2022-01-10|1197.0|0|1197.0|0|13.0|0|0.0|100
0|2022-01-11|1208.0|0|1208.0|0|13.0|0|0.0|100
0|2022-01-12|1219.0|0|1219.0|0|13.0|0|0.0|100
0|2022-01-13|1219.0|0|1232.0|0|13.0|0|0.0|100
0|2022-01-14|1242.0|0|1242.0|0|13.0|0|0.0|100
0|2022-01-15|1259.0|0|1259.0|0|13.0|0|0.0|100
0|2022-01-16|1262.0|0|1262.0|0|13.0|0|0.0|100
0|2022-01-17|1262.0|0|0.0|100|13.0|0|0.0|100
