|dates|Caribou_Idaho_UnitedStates.JHU_ConfirmedCases.data|Caribou_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Caribou_Idaho_UnitedStates.NYT_ConfirmedCases.data|Caribou_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Caribou_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Caribou_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Caribou_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Caribou_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|956.0|0|956.0|0|17.0|0|0.0|100
0|2021-10-18|959.0|0|959.0|0|17.0|0|0.0|100
0|2021-10-19|970.0|0|970.0|0|17.0|0|0.0|100
0|2021-10-20|977.0|0|977.0|0|17.0|0|0.0|100
0|2021-10-21|979.0|0|979.0|0|19.0|0|0.0|100
0|2021-10-22|981.0|0|981.0|0|19.0|0|0.0|100
0|2021-10-23|981.0|0|981.0|0|19.0|0|0.0|100
0|2021-10-24|981.0|0|981.0|0|19.0|0|0.0|100
0|2021-10-25|986.0|0|986.0|0|19.0|0|0.0|100
0|2021-10-26|991.0|0|991.0|0|19.0|0|0.0|100
0|2021-10-27|992.0|0|992.0|0|19.0|0|0.0|100
0|2021-10-28|999.0|0|999.0|0|19.0|0|0.0|100
0|2021-10-29|1001.0|0|1001.0|0|19.0|0|0.0|100
0|2021-10-30|1001.0|0|1001.0|0|19.0|0|0.0|100
0|2021-10-31|1001.0|0|1001.0|0|19.0|0|0.0|100
0|2021-11-01|1007.0|0|1007.0|0|19.0|0|0.0|100
0|2021-11-02|1012.0|0|1012.0|0|19.0|0|0.0|100
0|2021-11-03|1013.0|0|1013.0|0|19.0|0|0.0|100
0|2021-11-04|1016.0|0|1016.0|0|19.0|0|0.0|100
0|2021-11-05|1018.0|0|1018.0|0|19.0|0|0.0|100
0|2021-11-06|1018.0|0|1018.0|0|19.0|0|0.0|100
0|2021-11-07|1018.0|0|1018.0|0|19.0|0|0.0|100
0|2021-11-08|1020.0|0|1020.0|0|20.0|0|0.0|100
0|2021-11-09|1021.0|0|1021.0|0|20.0|0|0.0|100
0|2021-11-10|1021.0|0|1022.0|0|20.0|0|0.0|100
0|2021-11-11|1022.0|0|1022.0|0|21.0|0|0.0|100
0|2021-11-12|1025.0|0|1022.0|0|21.0|0|0.0|100
0|2021-11-13|1025.0|0|1025.0|0|21.0|0|0.0|100
0|2021-11-14|1025.0|0|1025.0|0|21.0|0|0.0|100
0|2021-11-15|1027.0|0|1027.0|0|21.0|0|0.0|100
0|2021-11-16|1031.0|0|1031.0|0|21.0|0|0.0|100
0|2021-11-17|1035.0|0|1035.0|0|21.0|0|0.0|100
0|2021-11-18|1037.0|0|1037.0|0|21.0|0|0.0|100
0|2021-11-19|1040.0|0|1037.0|0|21.0|0|0.0|100
0|2021-11-20|1040.0|0|1040.0|0|21.0|0|0.0|100
0|2021-11-21|1040.0|0|1040.0|0|21.0|0|0.0|100
0|2021-11-22|1042.0|0|1042.0|0|21.0|0|0.0|100
0|2021-11-23|1042.0|0|1042.0|0|21.0|0|0.0|100
0|2021-11-24|1046.0|0|1046.0|0|21.0|0|0.0|100
0|2021-11-25|1046.0|0|1046.0|0|21.0|0|0.0|100
0|2021-11-26|1049.0|0|1049.0|0|21.0|0|0.0|100
0|2021-11-27|1049.0|0|1049.0|0|21.0|0|0.0|100
0|2021-11-28|1049.0|0|1049.0|0|21.0|0|0.0|100
0|2021-11-29|1051.0|0|1051.0|0|22.0|0|0.0|100
0|2021-11-30|1054.0|0|1054.0|0|22.0|0|0.0|100
0|2021-12-01|1058.0|0|1058.0|0|23.0|0|0.0|100
0|2021-12-02|1058.0|0|1061.0|0|23.0|0|0.0|100
0|2021-12-03|1062.0|0|1061.0|0|23.0|0|0.0|100
0|2021-12-04|1062.0|0|1062.0|0|23.0|0|0.0|100
0|2021-12-05|1062.0|0|1062.0|0|23.0|0|0.0|100
0|2021-12-06|1065.0|0|1065.0|0|23.0|0|0.0|100
0|2021-12-07|1068.0|0|1068.0|0|23.0|0|0.0|100
0|2021-12-08|1069.0|0|1069.0|0|23.0|0|0.0|100
0|2021-12-09|1072.0|0|1072.0|0|23.0|0|0.0|100
0|2021-12-10|1072.0|0|1072.0|0|23.0|0|0.0|100
0|2021-12-11|1072.0|0|1072.0|0|23.0|0|0.0|100
0|2021-12-12|1072.0|0|1072.0|0|23.0|0|0.0|100
0|2021-12-13|1072.0|0|1072.0|0|23.0|0|0.0|100
0|2021-12-14|1072.0|0|1073.0|0|23.0|0|0.0|100
0|2021-12-15|1077.0|0|1077.0|0|23.0|0|0.0|100
0|2021-12-16|1078.0|0|1078.0|0|23.0|0|0.0|100
0|2021-12-17|1078.0|0|1078.0|0|23.0|0|0.0|100
0|2021-12-18|1078.0|0|1078.0|0|23.0|0|0.0|100
0|2021-12-19|1078.0|0|1078.0|0|23.0|0|0.0|100
0|2021-12-20|1078.0|0|1078.0|0|23.0|0|0.0|100
0|2021-12-21|1079.0|0|1079.0|0|23.0|0|0.0|100
0|2021-12-22|1080.0|0|1080.0|0|23.0|0|0.0|100
0|2021-12-23|1081.0|0|1081.0|0|23.0|0|0.0|100
0|2021-12-24|1081.0|0|1081.0|0|23.0|0|0.0|100
0|2021-12-25|1081.0|0|1081.0|0|23.0|0|0.0|100
0|2021-12-26|1081.0|0|1081.0|0|23.0|0|0.0|100
0|2021-12-27|1084.0|0|1084.0|0|23.0|0|0.0|100
0|2021-12-28|1087.0|0|1087.0|0|23.0|0|0.0|100
0|2021-12-29|1091.0|0|1091.0|0|23.0|0|0.0|100
0|2021-12-30|1091.0|0|1091.0|0|23.0|0|0.0|100
0|2021-12-31|1091.0|0|1091.0|0|23.0|0|0.0|100
0|2022-01-01|1091.0|0|1091.0|0|23.0|0|0.0|100
0|2022-01-02|1091.0|0|1091.0|0|23.0|0|0.0|100
0|2022-01-03|1095.0|0|1095.0|0|23.0|0|0.0|100
0|2022-01-04|1102.0|0|1102.0|0|23.0|0|0.0|100
0|2022-01-05|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2022-01-06|1108.0|0|1108.0|0|23.0|0|0.0|100
0|2022-01-07|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2022-01-08|1113.0|0|1113.0|0|23.0|0|0.0|100
