|dates|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Union_NewJersey_UnitedStates.NYT_ConfirmedDeaths.data|Union_NewJersey_UnitedStates.NYT_ConfirmedDeaths.missing|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Union_NewJersey_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-11-15|0.0|100|2051.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|2053.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|2053.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|2052.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|2054.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|2054.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|2055.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|2055.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|2055.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|2057.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|2058.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|2060.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|2060.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|2060.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|2060.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|2061.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|2061.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|2065.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|2066.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|2066.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|2066.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|2066.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|2069.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|2069.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|2069.0|0|0.0|100|0.0|100
0|2021-12-21|0.0|100|2070.0|0|0.0|100|0.0|100
0|2021-12-22|0.0|100|2072.0|0|0.0|100|0.0|100
0|2021-12-23|0.0|100|2075.0|0|0.0|100|0.0|100
0|2021-12-24|0.0|100|2077.0|0|0.0|100|0.0|100
0|2021-12-25|0.0|100|2077.0|0|0.0|100|0.0|100
0|2021-12-26|0.0|100|2077.0|0|0.0|100|0.0|100
0|2021-12-27|0.0|100|2076.0|0|0.0|100|0.0|100
0|2021-12-28|0.0|100|2077.0|0|0.0|100|0.0|100
0|2021-12-29|0.0|100|2080.0|0|0.0|100|0.0|100
0|2021-12-30|0.0|100|2081.0|0|0.0|100|0.0|100
0|2021-12-31|0.0|100|2082.0|0|0.0|100|0.0|100
0|2022-01-01|0.0|100|2082.0|0|0.0|100|0.0|100
0|2022-01-02|0.0|100|2082.0|0|0.0|100|0.0|100
0|2022-01-03|0.0|100|2082.0|0|0.0|100|0.0|100
0|2022-01-04|0.0|100|2086.0|0|0.0|100|0.0|100
0|2022-01-05|0.0|100|2092.0|0|0.0|100|0.0|100
0|2022-01-06|0.0|100|2099.0|0|0.0|100|0.0|100
0|2022-01-07|0.0|100|2105.0|0|0.0|100|0.0|100
0|2022-01-08|0.0|100|2111.0|0|0.0|100|0.0|100
0|2022-01-09|0.0|100|2111.0|0|0.0|100|0.0|100
0|2022-01-10|0.0|100|2113.0|0|0.0|100|0.0|100
0|2022-01-11|0.0|100|2119.0|0|0.0|100|0.0|100
0|2022-01-12|0.0|100|2126.0|0|0.0|100|0.0|100
0|2022-01-13|0.0|100|2131.0|0|0.0|100|0.0|100
0|2022-01-14|0.0|100|2132.0|0|0.0|100|0.0|100
0|2022-01-15|0.0|100|2145.0|0|0.0|100|0.0|100
0|2022-01-16|0.0|100|2147.0|0|0.0|100|0.0|100
0|2022-01-17|0.0|100|0.0|100|0.0|100|0.0|100
