|dates|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Yadkin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Yadkin_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Yadkin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5890.0|0|5890.0|0|70.0|0|0.0|100
0|2021-10-18|5909.0|0|5909.0|0|73.0|0|0.0|100
0|2021-10-19|5917.0|0|5917.0|0|73.0|0|0.0|100
0|2021-10-20|5924.0|0|5924.0|0|73.0|0|0.0|100
0|2021-10-21|5935.0|0|5935.0|0|73.0|0|0.0|100
0|2021-10-22|5944.0|0|5944.0|0|73.0|0|0.0|100
0|2021-10-23|5944.0|0|5944.0|0|73.0|0|0.0|100
0|2021-10-24|5944.0|0|5944.0|0|73.0|0|0.0|100
0|2021-10-25|5973.0|0|5973.0|0|73.0|0|0.0|100
0|2021-10-26|5974.0|0|5974.0|0|73.0|0|0.0|100
0|2021-10-27|5984.0|0|5984.0|0|73.0|0|0.0|100
0|2021-10-28|5995.0|0|5995.0|0|73.0|0|0.0|100
0|2021-10-29|6005.0|0|6005.0|0|73.0|0|0.0|100
0|2021-10-30|6005.0|0|6005.0|0|73.0|0|0.0|100
0|2021-10-31|6005.0|0|6005.0|0|73.0|0|0.0|100
0|2021-11-01|6019.0|0|6019.0|0|73.0|0|0.0|100
0|2021-11-02|6022.0|0|6022.0|0|73.0|0|0.0|100
0|2021-11-03|6031.0|0|6031.0|0|74.0|0|0.0|100
0|2021-11-04|6043.0|0|6043.0|0|74.0|0|0.0|100
0|2021-11-05|6052.0|0|6052.0|0|74.0|0|0.0|100
0|2021-11-06|6052.0|0|6052.0|0|74.0|0|0.0|100
0|2021-11-07|6052.0|0|6052.0|0|74.0|0|0.0|100
0|2021-11-08|6077.0|0|6077.0|0|75.0|0|0.0|100
0|2021-11-09|6084.0|0|6084.0|0|75.0|0|0.0|100
0|2021-11-10|6084.0|0|6098.0|0|75.0|0|0.0|100
0|2021-11-11|6098.0|0|6098.0|0|75.0|0|0.0|100
0|2021-11-12|6124.0|0|6124.0|0|75.0|0|0.0|100
0|2021-11-13|6124.0|0|6124.0|0|75.0|0|0.0|100
0|2021-11-14|6124.0|0|6124.0|0|75.0|0|0.0|100
0|2021-11-15|6156.0|0|6156.0|0|75.0|0|0.0|100
0|2021-11-16|6161.0|0|6161.0|0|75.0|0|0.0|100
0|2021-11-17|6165.0|0|6165.0|0|76.0|0|0.0|100
0|2021-11-18|6174.0|0|6174.0|0|76.0|0|0.0|100
0|2021-11-19|6193.0|0|6193.0|0|76.0|0|0.0|100
0|2021-11-20|6193.0|0|6193.0|0|76.0|0|0.0|100
0|2021-11-21|6193.0|0|6193.0|0|76.0|0|0.0|100
0|2021-11-22|6225.0|0|6225.0|0|76.0|0|0.0|100
0|2021-11-23|6231.0|0|6231.0|0|76.0|0|0.0|100
0|2021-11-24|6248.0|0|6248.0|0|76.0|0|0.0|100
0|2021-11-25|6248.0|0|6248.0|0|76.0|0|0.0|100
0|2021-11-26|6248.0|0|6248.0|0|76.0|0|0.0|100
0|2021-11-27|6248.0|0|6248.0|0|76.0|0|0.0|100
0|2021-11-28|6248.0|0|6248.0|0|76.0|0|0.0|100
0|2021-11-29|6322.0|0|6322.0|0|76.0|0|0.0|100
0|2021-11-30|6345.0|0|6345.0|0|76.0|0|0.0|100
0|2021-12-01|6375.0|0|6375.0|0|76.0|0|0.0|100
0|2021-12-02|6399.0|0|6399.0|0|76.0|0|0.0|100
0|2021-12-03|6399.0|0|6441.0|0|76.0|0|0.0|100
0|2021-12-04|6441.0|0|6441.0|0|76.0|0|0.0|100
0|2021-12-05|6441.0|0|6441.0|0|76.0|0|0.0|100
0|2021-12-06|6530.0|0|6530.0|0|76.0|0|0.0|100
0|2021-12-07|6548.0|0|6548.0|0|76.0|0|0.0|100
0|2021-12-08|6569.0|0|6569.0|0|76.0|0|0.0|100
0|2021-12-09|6601.0|0|6601.0|0|76.0|0|0.0|100
0|2021-12-10|6622.0|0|6622.0|0|76.0|0|0.0|100
0|2021-12-11|6622.0|0|6622.0|0|76.0|0|0.0|100
0|2021-12-12|6622.0|0|6622.0|0|76.0|0|0.0|100
0|2021-12-13|6709.0|0|6709.0|0|76.0|0|0.0|100
0|2021-12-14|6709.0|0|6728.0|0|76.0|0|0.0|100
0|2021-12-15|6763.0|0|6763.0|0|76.0|0|0.0|100
0|2021-12-16|6788.0|0|6788.0|0|82.0|0|0.0|100
0|2021-12-17|6822.0|0|6822.0|0|82.0|0|0.0|100
0|2021-12-18|6822.0|0|6822.0|0|82.0|0|0.0|100
0|2021-12-19|6822.0|0|6822.0|0|82.0|0|0.0|100
0|2021-12-20|6900.0|0|6900.0|0|82.0|0|0.0|100
0|2021-12-21|6920.0|0|6920.0|0|82.0|0|0.0|100
0|2021-12-22|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-23|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-24|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-25|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-26|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-27|6957.0|0|6957.0|0|82.0|0|0.0|100
0|2021-12-28|7145.0|0|7145.0|0|82.0|0|0.0|100
0|2021-12-29|7187.0|0|7187.0|0|82.0|0|0.0|100
0|2021-12-30|7299.0|0|7299.0|0|88.0|0|0.0|100
0|2021-12-31|7299.0|0|7376.0|0|88.0|0|0.0|100
0|2022-01-01|7299.0|0|7376.0|0|88.0|0|0.0|100
0|2022-01-02|7299.0|0|7376.0|0|88.0|0|0.0|100
0|2022-01-03|7558.0|0|7558.0|0|92.0|0|0.0|100
0|2022-01-04|7640.0|0|7640.0|0|92.0|0|0.0|100
0|2022-01-05|7691.0|0|7691.0|0|92.0|0|0.0|100
0|2022-01-06|7778.0|0|7778.0|0|92.0|0|0.0|100
0|2022-01-07|7902.0|0|7902.0|0|92.0|0|0.0|100
0|2022-01-08|7902.0|0|7902.0|0|92.0|0|0.0|100
0|2022-01-09|7902.0|0|7902.0|0|92.0|0|0.0|100
0|2022-01-10|8070.0|0|8070.0|0|92.0|0|0.0|100
0|2022-01-11|8120.0|0|8120.0|0|92.0|0|0.0|100
0|2022-01-12|8192.0|0|8192.0|0|92.0|0|0.0|100
0|2022-01-13|8192.0|0|8370.0|0|92.0|0|0.0|100
0|2022-01-14|8467.0|0|8467.0|0|92.0|0|0.0|100
0|2022-01-15|8467.0|0|8467.0|0|92.0|0|0.0|100
0|2022-01-16|8467.0|0|8467.0|0|92.0|0|0.0|100
0|2022-01-17|8467.0|0|0.0|100|92.0|0|0.0|100
