|dates|Rooks_Kansas_UnitedStates.JHU_ConfirmedCases.data|Rooks_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Rooks_Kansas_UnitedStates.NYT_ConfirmedCases.data|Rooks_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Rooks_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Rooks_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Rooks_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Rooks_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|772.0|0|772.0|0|11.0|0|0.0|100
0|2021-10-18|773.0|0|773.0|0|11.0|0|0.0|100
0|2021-10-19|773.0|0|773.0|0|11.0|0|0.0|100
0|2021-10-20|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-21|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-22|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-23|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-24|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-25|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-26|774.0|0|774.0|0|11.0|0|0.0|100
0|2021-10-27|789.0|0|789.0|0|11.0|0|0.0|100
0|2021-10-28|789.0|0|789.0|0|11.0|0|0.0|100
0|2021-10-29|795.0|0|795.0|0|11.0|0|0.0|100
0|2021-10-30|795.0|0|795.0|0|11.0|0|0.0|100
0|2021-10-31|795.0|0|795.0|0|11.0|0|0.0|100
0|2021-11-01|800.0|0|800.0|0|11.0|0|0.0|100
0|2021-11-02|800.0|0|800.0|0|11.0|0|0.0|100
0|2021-11-03|802.0|0|802.0|0|11.0|0|0.0|100
0|2021-11-04|802.0|0|802.0|0|11.0|0|0.0|100
0|2021-11-05|806.0|0|806.0|0|12.0|0|0.0|100
0|2021-11-06|806.0|0|806.0|0|12.0|0|0.0|100
0|2021-11-07|806.0|0|806.0|0|12.0|0|0.0|100
0|2021-11-08|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-11-09|809.0|0|809.0|0|12.0|0|0.0|100
0|2021-11-10|809.0|0|811.0|0|12.0|0|0.0|100
0|2021-11-11|811.0|0|811.0|0|13.0|0|0.0|100
0|2021-11-12|814.0|0|814.0|0|13.0|0|0.0|100
0|2021-11-13|814.0|0|814.0|0|13.0|0|0.0|100
0|2021-11-14|814.0|0|814.0|0|13.0|0|0.0|100
0|2021-11-15|815.0|0|815.0|0|13.0|0|0.0|100
0|2021-11-16|815.0|0|815.0|0|13.0|0|0.0|100
0|2021-11-17|817.0|0|817.0|0|13.0|0|0.0|100
0|2021-11-18|817.0|0|817.0|0|13.0|0|0.0|100
0|2021-11-19|830.0|0|830.0|0|13.0|0|0.0|100
0|2021-11-20|830.0|0|830.0|0|13.0|0|0.0|100
0|2021-11-21|830.0|0|830.0|0|13.0|0|0.0|100
0|2021-11-22|838.0|0|838.0|0|13.0|0|0.0|100
0|2021-11-23|838.0|0|838.0|0|13.0|0|0.0|100
0|2021-11-24|838.0|0|852.0|0|13.0|0|0.0|100
0|2021-11-25|852.0|0|852.0|0|13.0|0|0.0|100
0|2021-11-26|852.0|0|852.0|0|13.0|0|0.0|100
0|2021-11-27|852.0|0|852.0|0|13.0|0|0.0|100
0|2021-11-28|852.0|0|852.0|0|13.0|0|0.0|100
0|2021-11-29|861.0|0|861.0|0|13.0|0|0.0|100
0|2021-11-30|861.0|0|861.0|0|13.0|0|0.0|100
0|2021-12-01|875.0|0|875.0|0|13.0|0|0.0|100
0|2021-12-02|875.0|0|875.0|0|13.0|0|0.0|100
0|2021-12-03|875.0|0|888.0|0|13.0|0|0.0|100
0|2021-12-04|888.0|0|888.0|0|13.0|0|0.0|100
0|2021-12-05|888.0|0|888.0|0|13.0|0|0.0|100
0|2021-12-06|897.0|0|897.0|0|13.0|0|0.0|100
0|2021-12-07|897.0|0|897.0|0|13.0|0|0.0|100
0|2021-12-08|918.0|0|918.0|0|13.0|0|0.0|100
0|2021-12-09|918.0|0|918.0|0|13.0|0|0.0|100
0|2021-12-10|925.0|0|925.0|0|13.0|0|0.0|100
0|2021-12-11|925.0|0|925.0|0|13.0|0|0.0|100
0|2021-12-12|925.0|0|925.0|0|13.0|0|0.0|100
0|2021-12-13|935.0|0|935.0|0|13.0|0|0.0|100
0|2021-12-14|935.0|0|935.0|0|13.0|0|0.0|100
0|2021-12-15|946.0|0|946.0|0|13.0|0|0.0|100
0|2021-12-16|946.0|0|946.0|0|13.0|0|0.0|100
0|2021-12-17|956.0|0|956.0|0|13.0|0|0.0|100
0|2021-12-18|956.0|0|956.0|0|13.0|0|0.0|100
0|2021-12-19|956.0|0|956.0|0|13.0|0|0.0|100
0|2021-12-20|962.0|0|962.0|0|13.0|0|0.0|100
0|2021-12-21|962.0|0|962.0|0|13.0|0|0.0|100
0|2021-12-22|978.0|0|978.0|0|13.0|0|0.0|100
0|2021-12-23|978.0|0|978.0|0|13.0|0|0.0|100
0|2021-12-24|978.0|0|978.0|0|13.0|0|0.0|100
0|2021-12-25|978.0|0|978.0|0|13.0|0|0.0|100
0|2021-12-26|978.0|0|978.0|0|13.0|0|0.0|100
0|2021-12-27|992.0|0|992.0|0|13.0|0|0.0|100
0|2021-12-28|992.0|0|992.0|0|13.0|0|0.0|100
0|2021-12-29|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2021-12-30|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2021-12-31|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2022-01-01|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2022-01-02|1015.0|0|1015.0|0|13.0|0|0.0|100
0|2022-01-03|1024.0|0|1024.0|0|13.0|0|0.0|100
0|2022-01-04|1024.0|0|1024.0|0|13.0|0|0.0|100
0|2022-01-05|1037.0|0|1037.0|0|13.0|0|0.0|100
0|2022-01-06|1037.0|0|1037.0|0|13.0|0|0.0|100
0|2022-01-07|1049.0|0|1049.0|0|17.0|0|0.0|100
0|2022-01-08|1049.0|0|1049.0|0|17.0|0|0.0|100
0|2022-01-09|1049.0|0|1049.0|0|17.0|0|0.0|100
0|2022-01-10|1061.0|0|1061.0|0|17.0|0|0.0|100
0|2022-01-11|1061.0|0|1061.0|0|17.0|0|0.0|100
0|2022-01-12|1061.0|0|1070.0|0|17.0|0|0.0|100
0|2022-01-13|1061.0|0|1078.0|0|17.0|0|0.0|100
0|2022-01-14|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2022-01-15|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2022-01-16|1094.0|0|1094.0|0|17.0|0|0.0|100
0|2022-01-17|1094.0|0|0.0|100|17.0|0|0.0|100
