|dates|Ottawa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ottawa_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ottawa_Michigan_UnitedStates.Male_Total_Population.data|Ottawa_Michigan_UnitedStates.Male_Total_Population.missing|Ottawa_Michigan_UnitedStates.Female_Total_Population.data|Ottawa_Michigan_UnitedStates.Female_Total_Population.missing|Ottawa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ottawa_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-25|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-11-26|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-11-27|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-11-28|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-11-29|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-11-30|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-01|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-02|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-03|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-04|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-05|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-06|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-07|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-08|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-09|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-10|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-11|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-12|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-13|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-14|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-15|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-16|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-17|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-18|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-19|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-20|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-21|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-22|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-23|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-24|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-25|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-26|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-27|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-28|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-29|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-30|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2021-12-31|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-01|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-02|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-03|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-04|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-05|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-06|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-07|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-08|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-09|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-10|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-11|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-12|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-13|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-14|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-15|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-16|43492.0|0|143564.0|0|146930.0|0|69797.0|0
0|2022-01-17|43492.0|0|143564.0|0|146930.0|0|69797.0|0
