|dates|Stafford_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stafford_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stafford_Kansas_UnitedStates.NYT_ConfirmedCases.data|Stafford_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Stafford_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stafford_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stafford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stafford_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|723.0|0|723.0|0|19.0|0|0.0|100
0|2021-11-27|723.0|0|723.0|0|19.0|0|0.0|100
0|2021-11-28|723.0|0|723.0|0|19.0|0|0.0|100
0|2021-11-29|737.0|0|737.0|0|19.0|0|0.0|100
0|2021-11-30|737.0|0|737.0|0|19.0|0|0.0|100
0|2021-12-01|756.0|0|756.0|0|19.0|0|0.0|100
0|2021-12-02|756.0|0|756.0|0|19.0|0|0.0|100
0|2021-12-03|756.0|0|764.0|0|19.0|0|0.0|100
0|2021-12-04|764.0|0|764.0|0|19.0|0|0.0|100
0|2021-12-05|764.0|0|764.0|0|19.0|0|0.0|100
0|2021-12-06|774.0|0|774.0|0|19.0|0|0.0|100
0|2021-12-07|774.0|0|774.0|0|19.0|0|0.0|100
0|2021-12-08|791.0|0|791.0|0|19.0|0|0.0|100
0|2021-12-09|791.0|0|791.0|0|19.0|0|0.0|100
0|2021-12-10|800.0|0|800.0|0|19.0|0|0.0|100
0|2021-12-11|800.0|0|800.0|0|19.0|0|0.0|100
0|2021-12-12|800.0|0|800.0|0|19.0|0|0.0|100
0|2021-12-13|813.0|0|813.0|0|19.0|0|0.0|100
0|2021-12-14|813.0|0|813.0|0|19.0|0|0.0|100
0|2021-12-15|824.0|0|824.0|0|19.0|0|0.0|100
0|2021-12-16|824.0|0|824.0|0|19.0|0|0.0|100
0|2021-12-17|832.0|0|832.0|0|19.0|0|0.0|100
0|2021-12-18|832.0|0|832.0|0|19.0|0|0.0|100
0|2021-12-19|832.0|0|832.0|0|19.0|0|0.0|100
0|2021-12-20|836.0|0|836.0|0|19.0|0|0.0|100
0|2021-12-21|836.0|0|836.0|0|19.0|0|0.0|100
0|2021-12-22|839.0|0|839.0|0|19.0|0|0.0|100
0|2021-12-23|839.0|0|839.0|0|19.0|0|0.0|100
0|2021-12-24|839.0|0|839.0|0|19.0|0|0.0|100
0|2021-12-25|839.0|0|839.0|0|19.0|0|0.0|100
0|2021-12-26|839.0|0|839.0|0|19.0|0|0.0|100
0|2021-12-27|845.0|0|845.0|0|19.0|0|0.0|100
0|2021-12-28|845.0|0|845.0|0|19.0|0|0.0|100
0|2021-12-29|852.0|0|852.0|0|19.0|0|0.0|100
0|2021-12-30|852.0|0|852.0|0|19.0|0|0.0|100
0|2021-12-31|852.0|0|852.0|0|19.0|0|0.0|100
0|2022-01-01|852.0|0|852.0|0|19.0|0|0.0|100
0|2022-01-02|852.0|0|852.0|0|19.0|0|0.0|100
0|2022-01-03|861.0|0|861.0|0|19.0|0|0.0|100
0|2022-01-04|861.0|0|861.0|0|19.0|0|0.0|100
0|2022-01-05|872.0|0|872.0|0|19.0|0|0.0|100
0|2022-01-06|872.0|0|872.0|0|19.0|0|0.0|100
0|2022-01-07|880.0|0|880.0|0|24.0|0|0.0|100
0|2022-01-08|880.0|0|880.0|0|24.0|0|0.0|100
0|2022-01-09|880.0|0|880.0|0|24.0|0|0.0|100
0|2022-01-10|891.0|0|891.0|0|24.0|0|0.0|100
0|2022-01-11|891.0|0|891.0|0|24.0|0|0.0|100
0|2022-01-12|891.0|0|906.0|0|24.0|0|0.0|100
0|2022-01-13|891.0|0|920.0|0|24.0|0|0.0|100
0|2022-01-14|940.0|0|940.0|0|24.0|0|0.0|100
0|2022-01-15|940.0|0|940.0|0|24.0|0|0.0|100
0|2022-01-16|940.0|0|940.0|0|24.0|0|0.0|100
0|2022-01-17|940.0|0|0.0|100|24.0|0|0.0|100
