|dates|Roscommon_Michigan_UnitedStates.JHU_ConfirmedCases.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Roscommon_Michigan_UnitedStates.NYT_ConfirmedCases.data|Roscommon_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Roscommon_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Roscommon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Roscommon_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|2799.0|0|2799.0|0|71.0|0|0.0|100
0|2021-11-12|2882.0|0|2882.0|0|71.0|0|0.0|100
0|2021-11-13|2882.0|0|2882.0|0|71.0|0|0.0|100
0|2021-11-14|2882.0|0|2882.0|0|71.0|0|0.0|100
0|2021-11-15|2951.0|0|2951.0|0|72.0|0|0.0|100
0|2021-11-16|2951.0|0|2951.0|0|72.0|0|0.0|100
0|2021-11-17|2997.0|0|2997.0|0|72.0|0|0.0|100
0|2021-11-18|2997.0|0|2997.0|0|72.0|0|0.0|100
0|2021-11-19|3050.0|0|3050.0|0|75.0|0|0.0|100
0|2021-11-20|3050.0|0|3050.0|0|75.0|0|0.0|100
0|2021-11-21|3050.0|0|3050.0|0|75.0|0|0.0|100
0|2021-11-22|3095.0|0|3095.0|0|75.0|0|0.0|100
0|2021-11-23|3095.0|0|3095.0|0|75.0|0|0.0|100
0|2021-11-24|3163.0|0|3163.0|0|79.0|0|0.0|100
0|2021-11-25|3163.0|0|3163.0|0|79.0|0|0.0|100
0|2021-11-26|3163.0|0|3163.0|0|79.0|0|0.0|100
0|2021-11-27|3163.0|0|3163.0|0|79.0|0|0.0|100
0|2021-11-28|3163.0|0|3163.0|0|79.0|0|0.0|100
0|2021-11-29|3250.0|0|3250.0|0|80.0|0|0.0|100
0|2021-11-30|3250.0|0|3250.0|0|80.0|0|0.0|100
0|2021-12-01|3302.0|0|3302.0|0|83.0|0|0.0|100
0|2021-12-02|3302.0|0|3302.0|0|83.0|0|0.0|100
0|2021-12-03|3368.0|0|3368.0|0|88.0|0|0.0|100
0|2021-12-04|3368.0|0|3368.0|0|88.0|0|0.0|100
0|2021-12-05|3368.0|0|3368.0|0|88.0|0|0.0|100
0|2021-12-06|3401.0|0|3401.0|0|89.0|0|0.0|100
0|2021-12-07|3401.0|0|3401.0|0|89.0|0|0.0|100
0|2021-12-08|3429.0|0|3429.0|0|90.0|0|0.0|100
0|2021-12-09|3429.0|0|3429.0|0|90.0|0|0.0|100
0|2021-12-10|3466.0|0|3466.0|0|92.0|0|0.0|100
0|2021-12-11|3466.0|0|3466.0|0|92.0|0|0.0|100
0|2021-12-12|3466.0|0|3466.0|0|92.0|0|0.0|100
0|2021-12-13|3507.0|0|3507.0|0|94.0|0|0.0|100
0|2021-12-14|3507.0|0|3507.0|0|94.0|0|0.0|100
0|2021-12-15|3526.0|0|3526.0|0|95.0|0|0.0|100
0|2021-12-16|3526.0|0|3526.0|0|95.0|0|0.0|100
0|2021-12-17|3545.0|0|3545.0|0|95.0|0|0.0|100
0|2021-12-18|3545.0|0|3545.0|0|95.0|0|0.0|100
0|2021-12-19|3545.0|0|3545.0|0|95.0|0|0.0|100
0|2021-12-20|3567.0|0|3567.0|0|98.0|0|0.0|100
0|2021-12-21|3567.0|0|3567.0|0|98.0|0|0.0|100
0|2021-12-22|3589.0|0|3589.0|0|99.0|0|0.0|100
0|2021-12-23|3589.0|0|3589.0|0|99.0|0|0.0|100
0|2021-12-24|3589.0|0|3589.0|0|99.0|0|0.0|100
0|2021-12-25|3589.0|0|3589.0|0|99.0|0|0.0|100
0|2021-12-26|3589.0|0|3589.0|0|99.0|0|0.0|100
0|2021-12-27|3632.0|0|3632.0|0|99.0|0|0.0|100
0|2021-12-28|3632.0|0|3632.0|0|99.0|0|0.0|100
0|2021-12-29|3646.0|0|3646.0|0|101.0|0|0.0|100
0|2021-12-30|3646.0|0|3646.0|0|101.0|0|0.0|100
0|2021-12-31|3646.0|0|3646.0|0|101.0|0|0.0|100
0|2022-01-01|3646.0|0|3646.0|0|101.0|0|0.0|100
0|2022-01-02|3646.0|0|3646.0|0|101.0|0|0.0|100
0|2022-01-03|3681.0|0|3681.0|0|103.0|0|0.0|100
0|2022-01-04|3681.0|0|3681.0|0|103.0|0|0.0|100
0|2022-01-05|3709.0|0|3709.0|0|106.0|0|0.0|100
0|2022-01-06|3709.0|0|3709.0|0|106.0|0|0.0|100
0|2022-01-07|3766.0|0|3766.0|0|106.0|0|0.0|100
0|2022-01-08|3766.0|0|3766.0|0|106.0|0|0.0|100
0|2022-01-09|3766.0|0|3766.0|0|106.0|0|0.0|100
0|2022-01-10|3804.0|0|3804.0|0|106.0|0|0.0|100
0|2022-01-11|3804.0|0|3804.0|0|106.0|0|0.0|100
0|2022-01-12|3861.0|0|3861.0|0|107.0|0|0.0|100
0|2022-01-13|3861.0|0|3861.0|0|107.0|0|0.0|100
0|2022-01-14|3896.0|0|3896.0|0|108.0|0|0.0|100
0|2022-01-15|3896.0|0|3896.0|0|108.0|0|0.0|100
0|2022-01-16|3896.0|0|3896.0|0|108.0|0|0.0|100
0|2022-01-17|3896.0|0|0.0|100|108.0|0|0.0|100
