|dates|VegaBaja_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|VegaBaja_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|VegaBaja_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|VegaBaja_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|VegaBaja_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|VegaBaja_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|VegaBaja_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|VegaBaja_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-02|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-03|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-04|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-05|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-06|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-07|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-08|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-09|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-10|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-11|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-12|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-13|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-14|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-15|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-16|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-17|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-18|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-19|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-20|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-21|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-22|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-23|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-24|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-25|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-26|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-27|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-28|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-29|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-30|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-01-31|11190.0|0|1344.0|0|10.722833891814265|0|12534.0|0
0|2020-02-01|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-02|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-03|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-04|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-05|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-06|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-07|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-08|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-09|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-10|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-11|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-12|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-13|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-14|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-15|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-16|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-17|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-18|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-19|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-20|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-21|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
0|2020-02-22|11516.0|0|1081.0|0|8.581408271810748|0|12597.0|0
