|dates|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Wake_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wake_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|132152.0|0|134024.0|0|899.0|0|0.0|100
0|2021-11-18|132355.0|0|134249.0|0|899.0|0|0.0|100
0|2021-11-19|132562.0|0|134471.0|0|900.0|0|0.0|100
0|2021-11-20|132562.0|0|134471.0|0|900.0|0|0.0|100
0|2021-11-21|132562.0|0|134471.0|0|900.0|0|0.0|100
0|2021-11-22|133122.0|0|134883.0|0|902.0|0|0.0|100
0|2021-11-23|133215.0|0|135008.0|0|902.0|0|0.0|100
0|2021-11-24|133518.0|0|135008.0|0|902.0|0|0.0|100
0|2021-11-25|133518.0|0|135430.0|0|902.0|0|0.0|100
0|2021-11-26|133518.0|0|135430.0|0|902.0|0|0.0|100
0|2021-11-27|133518.0|0|135430.0|0|902.0|0|0.0|100
0|2021-11-28|133518.0|0|135430.0|0|902.0|0|0.0|100
0|2021-11-29|134332.0|0|136106.0|0|905.0|0|0.0|100
0|2021-11-30|134437.0|0|136515.0|0|905.0|0|0.0|100
0|2021-12-01|134830.0|0|135818.0|0|905.0|0|0.0|100
0|2021-12-02|135166.0|0|135166.0|0|907.0|0|0.0|100
0|2021-12-03|135484.0|0|135484.0|0|910.0|0|0.0|100
0|2021-12-04|135484.0|0|135484.0|0|910.0|0|0.0|100
0|2021-12-05|135484.0|0|135484.0|0|910.0|0|0.0|100
0|2021-12-06|136320.0|0|136320.0|0|911.0|0|0.0|100
0|2021-12-07|136441.0|0|136441.0|0|911.0|0|0.0|100
0|2021-12-08|136639.0|0|136639.0|0|911.0|0|0.0|100
0|2021-12-09|137145.0|0|137145.0|0|911.0|0|0.0|100
0|2021-12-10|137498.0|0|137498.0|0|911.0|0|0.0|100
0|2021-12-11|137498.0|0|137498.0|0|911.0|0|0.0|100
0|2021-12-12|137498.0|0|137498.0|0|911.0|0|0.0|100
0|2021-12-13|138315.0|0|138315.0|0|912.0|0|0.0|100
0|2021-12-14|138315.0|0|138481.0|0|912.0|0|0.0|100
0|2021-12-15|138937.0|0|138937.0|0|912.0|0|0.0|100
0|2021-12-16|139340.0|0|139340.0|0|913.0|0|0.0|100
0|2021-12-17|139737.0|0|139737.0|0|913.0|0|0.0|100
0|2021-12-18|139737.0|0|139737.0|0|913.0|0|0.0|100
0|2021-12-19|139737.0|0|139737.0|0|913.0|0|0.0|100
0|2021-12-20|140995.0|0|140995.0|0|916.0|0|0.0|100
0|2021-12-21|141232.0|0|141232.0|0|916.0|0|0.0|100
0|2021-12-22|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-23|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-24|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-25|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-26|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-27|141967.0|0|141967.0|0|916.0|0|0.0|100
0|2021-12-28|146668.0|0|146668.0|0|920.0|0|0.0|100
0|2021-12-29|149365.0|0|149365.0|0|920.0|0|0.0|100
0|2021-12-30|152847.0|0|152847.0|0|920.0|0|0.0|100
0|2021-12-31|152847.0|0|156133.0|0|920.0|0|0.0|100
0|2022-01-01|152847.0|0|156133.0|0|920.0|0|0.0|100
0|2022-01-02|152847.0|0|156133.0|0|920.0|0|0.0|100
0|2022-01-03|164130.0|0|164130.0|0|920.0|0|0.0|100
0|2022-01-04|166012.0|0|166012.0|0|920.0|0|0.0|100
0|2022-01-05|169666.0|0|169666.0|0|920.0|0|0.0|100
0|2022-01-06|174143.0|0|174143.0|0|920.0|0|0.0|100
0|2022-01-07|178731.0|0|178731.0|0|920.0|0|0.0|100
0|2022-01-08|178731.0|0|178731.0|0|920.0|0|0.0|100
0|2022-01-09|178731.0|0|178731.0|0|920.0|0|0.0|100
0|2022-01-10|193652.0|0|193652.0|0|927.0|0|0.0|100
0|2022-01-11|196523.0|0|196523.0|0|936.0|0|0.0|100
0|2022-01-12|199642.0|0|199642.0|0|936.0|0|0.0|100
0|2022-01-13|199642.0|0|205366.0|0|936.0|0|0.0|100
0|2022-01-14|211060.0|0|211060.0|0|939.0|0|0.0|100
0|2022-01-15|211060.0|0|211060.0|0|939.0|0|0.0|100
0|2022-01-16|211060.0|0|211060.0|0|939.0|0|0.0|100
0|2022-01-17|211060.0|0|0.0|100|939.0|0|0.0|100
