|dates|Unassigned_Florida_UnitedStates.JHU_ConfirmedCases.data|Unassigned_Florida_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_Florida_UnitedStates.NYT_ConfirmedCases.data|Unassigned_Florida_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2961.0|0|2485.0|0|20886.0|0|0.0|100
0|2021-10-18|2961.0|0|5581.0|0|21169.0|0|0.0|100
0|2021-10-19|2961.0|0|7703.0|0|21170.0|0|0.0|100
0|2021-10-20|2961.0|0|10274.0|0|21170.0|0|0.0|100
0|2021-10-21|2961.0|0|12536.0|0|21635.0|0|0.0|100
0|2021-10-22|2961.0|0|1.0|0|21830.0|0|0.0|100
0|2021-10-23|2961.0|0|1.0|0|21830.0|0|0.0|100
0|2021-10-24|2961.0|0|1.0|0|21830.0|0|0.0|100
0|2021-10-25|2961.0|0|4155.0|0|21960.0|0|0.0|100
0|2021-10-26|2961.0|0|6179.0|0|21960.0|0|0.0|100
0|2021-10-27|2961.0|0|8066.0|0|21960.0|0|0.0|100
0|2021-10-28|2961.0|0|10087.0|0|22522.0|0|0.0|100
0|2021-10-29|2962.0|0|2.0|0|22697.0|0|0.0|100
0|2021-10-30|2962.0|0|1668.0|0|22697.0|0|0.0|100
0|2021-10-31|2962.0|0|1668.0|0|22697.0|0|0.0|100
0|2021-11-01|2962.0|0|3362.0|0|22697.0|0|0.0|100
0|2021-11-02|2962.0|0|5362.0|0|22697.0|0|0.0|100
0|2021-11-03|2962.0|0|7166.0|0|22697.0|0|0.0|100
0|2021-11-04|2962.0|0|8735.0|0|22697.0|0|0.0|100
0|2021-11-05|2961.0|0|1.0|0|23361.0|0|0.0|100
0|2021-11-06|2961.0|0|1481.0|0|23361.0|0|0.0|100
0|2021-11-07|2961.0|0|1481.0|0|23361.0|0|0.0|100
0|2021-11-08|2961.0|0|3408.0|0|23445.0|0|0.0|100
0|2021-11-09|2961.0|0|5183.0|0|23445.0|0|0.0|100
0|2021-11-10|2961.0|0|6629.0|0|23445.0|0|0.0|100
0|2021-11-11|2961.0|0|6629.0|0|23445.0|0|0.0|100
0|2021-11-12|2961.0|0|1.0|0|23724.0|0|0.0|100
0|2021-11-13|2961.0|0|1413.0|0|23725.0|0|0.0|100
0|2021-11-14|2961.0|0|1413.0|0|23725.0|0|0.0|100
0|2021-11-15|2961.0|0|3405.0|0|23872.0|0|0.0|100
0|2021-11-16|2961.0|0|4957.0|0|23873.0|0|0.0|100
0|2021-11-17|2961.0|0|6505.0|0|23873.0|0|0.0|100
0|2021-11-18|2961.0|0|8558.0|0|23873.0|0|0.0|100
0|2021-11-19|2961.0|0|1.0|0|24108.0|0|0.0|100
0|2021-11-20|2961.0|0|1581.0|0|24108.0|0|0.0|100
0|2021-11-21|2961.0|0|1581.0|0|24108.0|0|0.0|100
0|2021-11-22|2961.0|0|3237.0|0|24174.0|0|0.0|100
