|dates|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Mineral_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Mineral_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Mineral_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|5035.0|0|5044.0|0|125.0|0|0.0|100
0|2021-12-06|5059.0|0|5059.0|0|127.0|0|0.0|100
0|2021-12-07|5065.0|0|5065.0|0|127.0|0|0.0|100
0|2021-12-08|5079.0|0|5079.0|0|128.0|0|0.0|100
0|2021-12-09|5096.0|0|5096.0|0|128.0|0|0.0|100
0|2021-12-10|5108.0|0|5108.0|0|129.0|0|0.0|100
0|2021-12-11|5124.0|0|5124.0|0|129.0|0|0.0|100
0|2021-12-12|5134.0|0|5134.0|0|129.0|0|0.0|100
0|2021-12-13|5142.0|0|5142.0|0|129.0|0|0.0|100
0|2021-12-14|5142.0|0|5160.0|0|129.0|0|0.0|100
0|2021-12-15|5172.0|0|5172.0|0|132.0|0|0.0|100
0|2021-12-16|5188.0|0|5188.0|0|131.0|0|0.0|100
0|2021-12-17|5196.0|0|5196.0|0|131.0|0|0.0|100
0|2021-12-18|5223.0|0|5223.0|0|132.0|0|0.0|100
0|2021-12-19|5231.0|0|5231.0|0|132.0|0|0.0|100
0|2021-12-20|5236.0|0|5236.0|0|132.0|0|0.0|100
0|2021-12-21|5244.0|0|5244.0|0|133.0|0|0.0|100
0|2021-12-22|5252.0|0|5252.0|0|134.0|0|0.0|100
0|2021-12-23|5252.0|0|5268.0|0|134.0|0|0.0|100
0|2021-12-24|5268.0|0|5268.0|0|134.0|0|0.0|100
0|2021-12-25|5268.0|0|5268.0|0|134.0|0|0.0|100
0|2021-12-26|5268.0|0|5268.0|0|134.0|0|0.0|100
0|2021-12-27|5311.0|0|5311.0|0|134.0|0|0.0|100
0|2021-12-28|5328.0|0|5328.0|0|135.0|0|0.0|100
0|2021-12-29|5356.0|0|5356.0|0|135.0|0|0.0|100
0|2021-12-30|5418.0|0|5418.0|0|137.0|0|0.0|100
0|2021-12-31|5418.0|0|5418.0|0|137.0|0|0.0|100
0|2022-01-01|5418.0|0|5418.0|0|137.0|0|0.0|100
0|2022-01-02|5418.0|0|5418.0|0|137.0|0|0.0|100
0|2022-01-03|5633.0|0|5633.0|0|137.0|0|0.0|100
0|2022-01-04|5652.0|0|5652.0|0|137.0|0|0.0|100
0|2022-01-05|5687.0|0|5687.0|0|137.0|0|0.0|100
0|2022-01-06|5786.0|0|5786.0|0|137.0|0|0.0|100
0|2022-01-07|5826.0|0|5826.0|0|137.0|0|0.0|100
0|2022-01-08|5978.0|0|5978.0|0|137.0|0|0.0|100
0|2022-01-09|6012.0|0|6012.0|0|137.0|0|0.0|100
0|2022-01-10|6043.0|0|6043.0|0|138.0|0|0.0|100
0|2022-01-11|6103.0|0|6103.0|0|138.0|0|0.0|100
0|2022-01-12|6144.0|0|6144.0|0|138.0|0|0.0|100
0|2022-01-13|6144.0|0|6222.0|0|138.0|0|0.0|100
0|2022-01-14|6332.0|0|6332.0|0|139.0|0|0.0|100
0|2022-01-15|6387.0|0|6387.0|0|139.0|0|0.0|100
0|2022-01-16|6489.0|0|6489.0|0|139.0|0|0.0|100
0|2022-01-17|6520.0|0|0.0|100|139.0|0|0.0|100
