|dates|Barranquitas_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Barranquitas_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Barranquitas_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Barranquitas_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Barranquitas_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Barranquitas_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Barranquitas_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Barranquitas_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-02|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-03|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-04|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-05|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-06|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-07|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-08|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-09|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-10|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-11|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-12|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-13|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-14|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-15|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-16|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-17|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-18|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-19|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-20|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-21|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-22|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-23|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-24|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-25|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-26|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-27|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-28|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-29|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-30|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-01-31|6304.0|0|748.0|0|10.606920022688598|0|7052.0|0
0|2020-02-01|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-02|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-03|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-04|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-05|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-06|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-07|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-08|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-09|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-10|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-11|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-12|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-13|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-14|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-15|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-16|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-17|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-18|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-19|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-20|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-21|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-22|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-23|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-24|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-25|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-26|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-27|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-28|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-02-29|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-01|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-02|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-03|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-04|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-05|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-06|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-07|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-08|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
0|2020-03-09|6438.5|0|545.0|0|7.804109687119639|0|6983.5|0
