|dates|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.data|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Taney_Missouri_UnitedStates.NYT_ConfirmedCases.data|Taney_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|9269.0|0|9269.0|0|154.0|0|0.0|100
0|2021-11-29|9305.0|0|9305.0|0|154.0|0|0.0|100
0|2021-11-30|9311.0|0|9311.0|0|155.0|0|0.0|100
0|2021-12-01|9329.0|0|9329.0|0|156.0|0|0.0|100
0|2021-12-02|9347.0|0|9347.0|0|172.0|0|0.0|100
0|2021-12-03|9347.0|0|9347.0|0|172.0|0|0.0|100
0|2021-12-04|9389.0|0|9389.0|0|172.0|0|0.0|100
0|2021-12-05|9400.0|0|9400.0|0|172.0|0|0.0|100
0|2021-12-06|9424.0|0|9424.0|0|172.0|0|0.0|100
0|2021-12-07|9445.0|0|9445.0|0|173.0|0|0.0|100
0|2021-12-08|9472.0|0|9472.0|0|173.0|0|0.0|100
0|2021-12-09|9500.0|0|9500.0|0|173.0|0|0.0|100
0|2021-12-10|9544.0|0|9544.0|0|173.0|0|0.0|100
0|2021-12-11|9566.0|0|9566.0|0|173.0|0|0.0|100
0|2021-12-12|9576.0|0|9576.0|0|173.0|0|0.0|100
0|2021-12-13|9588.0|0|9588.0|0|173.0|0|0.0|100
0|2021-12-14|9588.0|0|9603.0|0|173.0|0|0.0|100
0|2021-12-15|9622.0|0|9622.0|0|173.0|0|0.0|100
0|2021-12-16|9655.0|0|9655.0|0|173.0|0|0.0|100
0|2021-12-17|9679.0|0|9679.0|0|173.0|0|0.0|100
0|2021-12-18|9721.0|0|9721.0|0|173.0|0|0.0|100
0|2021-12-19|9746.0|0|9746.0|0|173.0|0|0.0|100
0|2021-12-20|9770.0|0|9770.0|0|173.0|0|0.0|100
0|2021-12-21|9781.0|0|9781.0|0|175.0|0|0.0|100
0|2021-12-22|9795.0|0|9795.0|0|175.0|0|0.0|100
0|2021-12-23|9852.0|0|9852.0|0|175.0|0|0.0|100
0|2021-12-24|9852.0|0|9852.0|0|175.0|0|0.0|100
0|2021-12-25|9852.0|0|9852.0|0|175.0|0|0.0|100
0|2021-12-26|9852.0|0|9852.0|0|175.0|0|0.0|100
0|2021-12-27|9926.0|0|9926.0|0|175.0|0|0.0|100
0|2021-12-28|9934.0|0|9934.0|0|178.0|0|0.0|100
0|2021-12-29|9960.0|0|9960.0|0|178.0|0|0.0|100
0|2021-12-30|10027.0|0|10027.0|0|178.0|0|0.0|100
0|2021-12-31|10027.0|0|10027.0|0|178.0|0|0.0|100
0|2022-01-01|10027.0|0|10027.0|0|178.0|0|0.0|100
0|2022-01-02|10027.0|0|10027.0|0|178.0|0|0.0|100
0|2022-01-03|10027.0|0|10196.0|0|178.0|0|0.0|100
0|2022-01-04|10224.0|0|10224.0|0|180.0|0|0.0|100
0|2022-01-05|10298.0|0|10298.0|0|180.0|0|0.0|100
0|2022-01-06|10339.0|0|10339.0|0|180.0|0|0.0|100
0|2022-01-07|10416.0|0|10416.0|0|180.0|0|0.0|100
0|2022-01-08|10518.0|0|10518.0|0|180.0|0|0.0|100
0|2022-01-09|10586.0|0|10586.0|0|180.0|0|0.0|100
0|2022-01-10|10644.0|0|10644.0|0|180.0|0|0.0|100
0|2022-01-11|10683.0|0|10683.0|0|184.0|0|0.0|100
0|2022-01-12|10757.0|0|10757.0|0|184.0|0|0.0|100
0|2022-01-13|10757.0|0|10846.0|0|184.0|0|0.0|100
0|2022-01-14|10955.0|0|10955.0|0|184.0|0|0.0|100
0|2022-01-15|11090.0|0|11090.0|0|184.0|0|0.0|100
0|2022-01-16|11090.0|0|11090.0|0|184.0|0|0.0|100
0|2022-01-17|11090.0|0|0.0|100|184.0|0|0.0|100
