|dates|Lane_Oregon_UnitedStates.BLS_EmployedPopulation.data|Lane_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Lane_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Lane_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Lane_Oregon_UnitedStates.BLS_UnemploymentRate.data|Lane_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Lane_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Lane_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-18|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-19|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-20|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-21|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-22|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-23|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-24|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-25|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-26|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-27|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-28|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-29|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-30|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-10-31|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-01|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-02|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-03|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-04|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-05|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-06|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-07|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-08|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-09|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-10|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-11|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-12|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-13|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-14|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-15|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-16|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-17|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-18|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-19|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-20|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-21|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-22|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-23|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-24|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-25|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-26|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-27|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-28|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-29|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-11-30|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-01|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-02|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-03|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-04|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-05|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
