|dates|Lane_Oregon_UnitedStates.BLS_EmployedPopulation.data|Lane_Oregon_UnitedStates.BLS_EmployedPopulation.missing|Lane_Oregon_UnitedStates.BLS_UnemployedPopulation.data|Lane_Oregon_UnitedStates.BLS_UnemployedPopulation.missing|Lane_Oregon_UnitedStates.BLS_UnemploymentRate.data|Lane_Oregon_UnitedStates.BLS_UnemploymentRate.missing|Lane_Oregon_UnitedStates.BLS_LaborForcePopulation.data|Lane_Oregon_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-06|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-07|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-08|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-09|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-10|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-11|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-12|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-13|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-14|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-15|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-16|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-17|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-18|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-19|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-20|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-21|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-22|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-23|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-24|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-25|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-26|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-27|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-28|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-29|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-30|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2021-12-31|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-01|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-02|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-03|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-04|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-05|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-06|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-07|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-08|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-09|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-10|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-11|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-12|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-13|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-14|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-15|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-16|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
0|2022-01-17|171665.0|0|10604.0|0|5.817774827315671|0|182269.0|0
