|dates|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedCases.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Hinsdale_Colorado_UnitedStates.NYT_ConfirmedCases.data|Hinsdale_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Hinsdale_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|54.0|0|54.0|0|0.0|0|0.0|100
0|2021-10-18|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-10-19|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-10-20|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-10-21|55.0|0|55.0|0|0.0|0|0.0|100
0|2021-10-22|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-10-23|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-10-24|56.0|0|56.0|0|0.0|0|0.0|100
0|2021-10-25|57.0|0|57.0|0|0.0|0|0.0|100
0|2021-10-26|58.0|0|58.0|0|0.0|0|0.0|100
0|2021-10-27|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-10-28|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-10-29|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-10-30|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-10-31|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-11-01|59.0|0|59.0|0|0.0|0|0.0|100
0|2021-11-02|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-03|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-04|60.0|0|60.0|0|0.0|0|0.0|100
0|2021-11-05|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-11-06|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-11-07|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-11-08|61.0|0|61.0|0|0.0|0|0.0|100
0|2021-11-09|62.0|0|62.0|0|0.0|0|0.0|100
0|2021-11-10|63.0|0|63.0|0|0.0|0|0.0|100
0|2021-11-11|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-12|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-13|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-14|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-15|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-16|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-17|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-11-18|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-19|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-20|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-21|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-22|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-23|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-24|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-25|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-26|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-27|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-28|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-29|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-11-30|64.0|0|64.0|0|0.0|0|0.0|100
0|2021-12-01|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-02|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-03|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-04|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-05|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-06|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-07|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-08|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-09|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-10|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-11|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-12|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-13|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-14|65.0|0|65.0|0|0.0|0|0.0|100
0|2021-12-15|67.0|0|67.0|0|0.0|0|0.0|100
0|2021-12-16|68.0|0|68.0|0|0.0|0|0.0|100
0|2021-12-17|68.0|0|68.0|0|0.0|0|0.0|100
0|2021-12-18|68.0|0|68.0|0|0.0|0|0.0|100
0|2021-12-19|68.0|0|68.0|0|0.0|0|0.0|100
0|2021-12-20|68.0|0|68.0|0|0.0|0|0.0|100
0|2021-12-21|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-22|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-23|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-24|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-25|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-26|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-27|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-28|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-29|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-30|69.0|0|69.0|0|0.0|0|0.0|100
0|2021-12-31|70.0|0|70.0|0|0.0|0|0.0|100
0|2022-01-01|70.0|0|70.0|0|0.0|0|0.0|100
0|2022-01-02|70.0|0|70.0|0|0.0|0|0.0|100
0|2022-01-03|70.0|0|70.0|0|0.0|0|0.0|100
0|2022-01-04|71.0|0|71.0|0|0.0|0|0.0|100
0|2022-01-05|72.0|0|72.0|0|0.0|0|0.0|100
0|2022-01-06|73.0|0|73.0|0|0.0|0|0.0|100
0|2022-01-07|73.0|0|73.0|0|0.0|0|0.0|100
0|2022-01-08|73.0|0|73.0|0|0.0|0|0.0|100
0|2022-01-09|73.0|0|73.0|0|0.0|0|0.0|100
0|2022-01-10|78.0|0|78.0|0|0.0|0|0.0|100
0|2022-01-11|81.0|0|81.0|0|0.0|0|0.0|100
0|2022-01-12|94.0|0|94.0|0|0.0|0|0.0|100
0|2022-01-13|94.0|0|94.0|0|0.0|0|0.0|100
0|2022-01-14|98.0|0|96.0|0|0.0|0|0.0|100
0|2022-01-15|98.0|0|98.0|0|0.0|0|0.0|100
0|2022-01-16|98.0|0|98.0|0|0.0|0|0.0|100
0|2022-01-17|104.0|0|0.0|100|0.0|0|0.0|100
