|dates|Wayne_Indiana_UnitedStates.AveragePrecipitationTotal.data|Wayne_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Wayne_Indiana_UnitedStates.AveragePrecipitation.data|Wayne_Indiana_UnitedStates.AveragePrecipitation.missing|Wayne_Indiana_UnitedStates.AverageWindDirection.data|Wayne_Indiana_UnitedStates.AverageWindDirection.missing|Wayne_Indiana_UnitedStates.AverageWindSpeed.data|Wayne_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|270.0|0|8.583333333333334|0
0|2021-10-18|0.0|0|0.0|0|180.83333333333334|0|4.416666666666667|0
0|2021-10-19|0.0|0|0.0|0|209.58333333333334|0|5.583333333333333|0
0|2021-10-20|0.0|0|0.0|0|190.0|0|7.083333333333333|0
0|2021-10-21|0.0|0|0.0|0|245.03472222222226|0|12.548611111111112|0
0|2021-10-22|0.0|0|0.0011111111111111111|0|112.11805555555556|0|5.0625|0
0|2021-10-23|0.002916666666666667|0|0.0020138888888888893|0|174.625|0|5.019444444444445|0
0|2021-10-24|0.0008333333333333334|0|0.03175000000000001|0|104.00000000000001|0|6.1930555555555555|0
0|2021-10-25|0.10333333333333333|0|0.03844444444444445|0|227.1527777777778|0|12.054861111111114|0
0|2021-10-26|0.005416666666666667|0|0.0|0|254.58333333333334|0|9.944444444444445|0
0|2021-10-27|0.0|0|0.0|0|58.333333333333336|0|4.875|0
0|2021-10-28|0.0|0|0.010694444444444444|0|121.00694444444444|0|11.114583333333334|0
0|2021-10-29|0.004583333333333333|0|0.021500000000000002|0|158.78472222222223|0|7.070833333333333|0
0|2021-10-30|0.034166666666666665|0|0.003888888888888888|0|189.2013888888889|0|11.013888888888891|0
0|2021-10-31|0.0008333333333333334|0|0.0|0|282.36111111111114|0|10.277777777777777|0
0|2021-11-01|0.0|0|0.0|0|276.25|0|7.083333333333333|0
0|2021-11-02|0.0|0|0.0|0|274.5833333333333|0|7.25|0
0|2021-11-03|0.0|0|0.0|0|94.58333333333333|0|1.7083333333333333|0
0|2021-11-04|0.0|0|0.0|0|69.58333333333333|0|1.9583333333333333|0
0|2021-11-05|0.0|0|0.0|0|81.66666666666667|0|3.75|0
0|2021-11-06|0.0|0|0.0|0|135.0|0|3.9166666666666665|0
0|2021-11-07|0.0|0|0.0|0|178.33333333333334|0|5.479166666666667|0
0|2021-11-08|0.0|0|0.0|0|207.08333333333334|0|7.75|0
0|2021-11-09|0.0|0|0.0|0|187.08333333333334|0|5.041666666666667|0
0|2021-11-10|0.0|0|0.0|0|128.65277777777777|0|7.0055555555555555|0
