|dates|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.data|St.JohntheBaptist_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|St.JohntheBaptist_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6270.0|0|6270.0|0|168.0|0|0.0|100
0|2021-10-18|6278.0|0|6278.0|0|168.0|0|0.0|100
0|2021-10-19|6279.0|0|6279.0|0|170.0|0|0.0|100
0|2021-10-20|6279.0|0|6279.0|0|170.0|0|0.0|100
0|2021-10-21|6285.0|0|6285.0|0|170.0|0|0.0|100
0|2021-10-22|6288.0|0|6288.0|0|170.0|0|0.0|100
0|2021-10-23|6288.0|0|6288.0|0|170.0|0|0.0|100
0|2021-10-24|6288.0|0|6288.0|0|170.0|0|0.0|100
0|2021-10-25|6293.0|0|6293.0|0|170.0|0|0.0|100
0|2021-10-26|6296.0|0|6296.0|0|170.0|0|0.0|100
0|2021-10-27|6298.0|0|6298.0|0|170.0|0|0.0|100
0|2021-10-28|6305.0|0|6305.0|0|171.0|0|0.0|100
0|2021-10-29|6306.0|0|6306.0|0|171.0|0|0.0|100
0|2021-10-30|6306.0|0|6306.0|0|171.0|0|0.0|100
0|2021-10-31|6306.0|0|6306.0|0|171.0|0|0.0|100
0|2021-11-01|6313.0|0|6313.0|0|171.0|0|0.0|100
0|2021-11-02|6314.0|0|6314.0|0|171.0|0|0.0|100
0|2021-11-03|6321.0|0|6321.0|0|171.0|0|0.0|100
0|2021-11-04|6324.0|0|6324.0|0|171.0|0|0.0|100
0|2021-11-05|6329.0|0|6329.0|0|171.0|0|0.0|100
0|2021-11-06|6329.0|0|6329.0|0|171.0|0|0.0|100
0|2021-11-07|6329.0|0|6329.0|0|171.0|0|0.0|100
0|2021-11-08|6330.0|0|6330.0|0|171.0|0|0.0|100
0|2021-11-09|6332.0|0|6332.0|0|171.0|0|0.0|100
0|2021-11-10|6332.0|0|6332.0|0|171.0|0|0.0|100
0|2021-11-11|6332.0|0|6332.0|0|171.0|0|0.0|100
0|2021-11-12|6338.0|0|6338.0|0|171.0|0|0.0|100
0|2021-11-13|6338.0|0|6338.0|0|171.0|0|0.0|100
0|2021-11-14|6338.0|0|6338.0|0|171.0|0|0.0|100
0|2021-11-15|6344.0|0|6344.0|0|172.0|0|0.0|100
0|2021-11-16|6348.0|0|6348.0|0|172.0|0|0.0|100
0|2021-11-17|6355.0|0|6355.0|0|173.0|0|0.0|100
0|2021-11-18|6359.0|0|6359.0|0|173.0|0|0.0|100
0|2021-11-19|6360.0|0|6360.0|0|173.0|0|0.0|100
0|2021-11-20|6360.0|0|6360.0|0|173.0|0|0.0|100
0|2021-11-21|6360.0|0|6360.0|0|173.0|0|0.0|100
0|2021-11-22|6364.0|0|6364.0|0|173.0|0|0.0|100
0|2021-11-23|6365.0|0|6365.0|0|173.0|0|0.0|100
0|2021-11-24|6368.0|0|6368.0|0|173.0|0|0.0|100
0|2021-11-25|6368.0|0|6368.0|0|173.0|0|0.0|100
0|2021-11-26|6368.0|0|6368.0|0|173.0|0|0.0|100
0|2021-11-27|6368.0|0|6368.0|0|173.0|0|0.0|100
0|2021-11-28|6368.0|0|6368.0|0|173.0|0|0.0|100
0|2021-11-29|6373.0|0|6373.0|0|173.0|0|0.0|100
0|2021-11-30|6398.0|0|6398.0|0|173.0|0|0.0|100
0|2021-12-01|6399.0|0|6399.0|0|173.0|0|0.0|100
0|2021-12-02|6399.0|0|6401.0|0|173.0|0|0.0|100
0|2021-12-03|6408.0|0|6408.0|0|173.0|0|0.0|100
0|2021-12-04|6408.0|0|6408.0|0|173.0|0|0.0|100
0|2021-12-05|6408.0|0|6408.0|0|173.0|0|0.0|100
0|2021-12-06|6410.0|0|6410.0|0|173.0|0|0.0|100
0|2021-12-07|6412.0|0|6412.0|0|173.0|0|0.0|100
0|2021-12-08|6415.0|0|6415.0|0|173.0|0|0.0|100
0|2021-12-09|6415.0|0|6415.0|0|173.0|0|0.0|100
0|2021-12-10|6418.0|0|6418.0|0|173.0|0|0.0|100
0|2021-12-11|6418.0|0|6418.0|0|173.0|0|0.0|100
0|2021-12-12|6418.0|0|6418.0|0|173.0|0|0.0|100
0|2021-12-13|6428.0|0|6428.0|0|173.0|0|0.0|100
0|2021-12-14|6428.0|0|6435.0|0|173.0|0|0.0|100
0|2021-12-15|6439.0|0|6439.0|0|173.0|0|0.0|100
0|2021-12-16|6443.0|0|6443.0|0|173.0|0|0.0|100
0|2021-12-17|6454.0|0|6454.0|0|173.0|0|0.0|100
0|2021-12-18|6454.0|0|6454.0|0|173.0|0|0.0|100
0|2021-12-19|6454.0|0|6454.0|0|173.0|0|0.0|100
0|2021-12-20|6490.0|0|6490.0|0|173.0|0|0.0|100
0|2021-12-21|6502.0|0|6502.0|0|173.0|0|0.0|100
0|2021-12-22|6527.0|0|6527.0|0|173.0|0|0.0|100
0|2021-12-23|6564.0|0|6564.0|0|173.0|0|0.0|100
0|2021-12-24|6564.0|0|6564.0|0|173.0|0|0.0|100
0|2021-12-25|6564.0|0|6564.0|0|173.0|0|0.0|100
0|2021-12-26|6564.0|0|6564.0|0|173.0|0|0.0|100
0|2021-12-27|6727.0|0|6727.0|0|173.0|0|0.0|100
0|2021-12-28|6752.0|0|6752.0|0|173.0|0|0.0|100
0|2021-12-29|6900.0|0|6900.0|0|173.0|0|0.0|100
0|2021-12-30|7060.0|0|7060.0|0|173.0|0|0.0|100
0|2021-12-31|7060.0|0|7060.0|0|173.0|0|0.0|100
0|2022-01-01|7060.0|0|7060.0|0|173.0|0|0.0|100
0|2022-01-02|7060.0|0|7060.0|0|173.0|0|0.0|100
0|2022-01-03|7413.0|0|7413.0|0|173.0|0|0.0|100
0|2022-01-04|7486.0|0|7486.0|0|173.0|0|0.0|100
0|2022-01-05|7661.0|0|7661.0|0|173.0|0|0.0|100
0|2022-01-06|7805.0|0|7805.0|0|173.0|0|0.0|100
0|2022-01-07|7947.0|0|7947.0|0|173.0|0|0.0|100
0|2022-01-08|7947.0|0|7947.0|0|173.0|0|0.0|100
0|2022-01-09|7947.0|0|7947.0|0|173.0|0|0.0|100
0|2022-01-10|8204.0|0|8204.0|0|173.0|0|0.0|100
0|2022-01-11|8329.0|0|8329.0|0|173.0|0|0.0|100
0|2022-01-12|8329.0|0|8329.0|0|173.0|0|0.0|100
0|2022-01-13|8329.0|0|8329.0|0|173.0|0|0.0|100
0|2022-01-14|8801.0|0|8801.0|0|173.0|0|0.0|100
0|2022-01-15|8801.0|0|8801.0|0|173.0|0|0.0|100
0|2022-01-16|8801.0|0|8801.0|0|173.0|0|0.0|100
0|2022-01-17|8801.0|0|0.0|100|173.0|0|0.0|100
