|dates|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Benton_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Benton_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|7363.0|0|7363.0|0|108.0|0|0.0|100
0|2021-10-18|7393.0|0|7393.0|0|109.0|0|0.0|100
0|2021-10-19|7454.0|0|7454.0|0|109.0|0|0.0|100
0|2021-10-20|7467.0|0|7467.0|0|110.0|0|0.0|100
0|2021-10-21|7472.0|0|7472.0|0|111.0|0|0.0|100
0|2021-10-22|7477.0|0|7477.0|0|111.0|0|0.0|100
0|2021-10-23|7477.0|0|7477.0|0|111.0|0|0.0|100
0|2021-10-24|7477.0|0|7477.0|0|111.0|0|0.0|100
0|2021-10-25|7538.0|0|7538.0|0|112.0|0|0.0|100
0|2021-10-26|7604.0|0|7604.0|0|112.0|0|0.0|100
0|2021-10-27|7627.0|0|7627.0|0|113.0|0|0.0|100
0|2021-10-28|7660.0|0|7660.0|0|114.0|0|0.0|100
0|2021-10-29|7706.0|0|7706.0|0|114.0|0|0.0|100
0|2021-10-30|7706.0|0|7706.0|0|114.0|0|0.0|100
0|2021-10-31|7706.0|0|7706.0|0|114.0|0|0.0|100
0|2021-11-01|7782.0|0|7782.0|0|114.0|0|0.0|100
0|2021-11-02|7861.0|0|7861.0|0|115.0|0|0.0|100
0|2021-11-03|7895.0|0|7895.0|0|115.0|0|0.0|100
0|2021-11-04|7934.0|0|7934.0|0|115.0|0|0.0|100
0|2021-11-05|7972.0|0|7972.0|0|115.0|0|0.0|100
0|2021-11-06|7972.0|0|7972.0|0|115.0|0|0.0|100
0|2021-11-07|7972.0|0|7972.0|0|115.0|0|0.0|100
0|2021-11-08|8006.0|0|8006.0|0|115.0|0|0.0|100
0|2021-11-09|8074.0|0|8074.0|0|116.0|0|0.0|100
0|2021-11-10|8074.0|0|8141.0|0|116.0|0|0.0|100
0|2021-11-11|8202.0|0|8202.0|0|117.0|0|0.0|100
0|2021-11-12|8243.0|0|8243.0|0|120.0|0|0.0|100
0|2021-11-13|8243.0|0|8243.0|0|120.0|0|0.0|100
0|2021-11-14|8243.0|0|8243.0|0|120.0|0|0.0|100
0|2021-11-15|8295.0|0|8295.0|0|120.0|0|0.0|100
0|2021-11-16|8405.0|0|8405.0|0|122.0|0|0.0|100
0|2021-11-17|8429.0|0|8429.0|0|122.0|0|0.0|100
0|2021-11-18|8491.0|0|8491.0|0|122.0|0|0.0|100
0|2021-11-19|8560.0|0|8560.0|0|122.0|0|0.0|100
0|2021-11-20|8560.0|0|8560.0|0|122.0|0|0.0|100
0|2021-11-21|8560.0|0|8560.0|0|122.0|0|0.0|100
0|2021-11-22|8608.0|0|8608.0|0|122.0|0|0.0|100
0|2021-11-23|8728.0|0|8728.0|0|122.0|0|0.0|100
0|2021-11-24|8767.0|0|8767.0|0|123.0|0|0.0|100
0|2021-11-25|8767.0|0|8767.0|0|123.0|0|0.0|100
0|2021-11-26|8815.0|0|8815.0|0|124.0|0|0.0|100
0|2021-11-27|8815.0|0|8815.0|0|124.0|0|0.0|100
0|2021-11-28|8815.0|0|8815.0|0|124.0|0|0.0|100
0|2021-11-29|8864.0|0|8864.0|0|125.0|0|0.0|100
0|2021-11-30|9018.0|0|9018.0|0|125.0|0|0.0|100
0|2021-12-01|9033.0|0|9033.0|0|125.0|0|0.0|100
0|2021-12-02|9033.0|0|9098.0|0|125.0|0|0.0|100
0|2021-12-03|9174.0|0|9174.0|0|128.0|0|0.0|100
0|2021-12-04|9174.0|0|9174.0|0|128.0|0|0.0|100
0|2021-12-05|9174.0|0|9174.0|0|128.0|0|0.0|100
0|2021-12-06|9233.0|0|9233.0|0|128.0|0|0.0|100
0|2021-12-07|9386.0|0|9386.0|0|128.0|0|0.0|100
0|2021-12-08|9422.0|0|9422.0|0|132.0|0|0.0|100
0|2021-12-09|9475.0|0|9475.0|0|132.0|0|0.0|100
0|2021-12-10|9523.0|0|9523.0|0|132.0|0|0.0|100
0|2021-12-11|9523.0|0|9523.0|0|132.0|0|0.0|100
0|2021-12-12|9523.0|0|9523.0|0|132.0|0|0.0|100
0|2021-12-13|9553.0|0|9553.0|0|133.0|0|0.0|100
0|2021-12-14|9553.0|0|9666.0|0|133.0|0|0.0|100
0|2021-12-15|9685.0|0|9685.0|0|133.0|0|0.0|100
0|2021-12-16|9724.0|0|9724.0|0|135.0|0|0.0|100
0|2021-12-17|9754.0|0|9754.0|0|135.0|0|0.0|100
0|2021-12-18|9754.0|0|9754.0|0|135.0|0|0.0|100
0|2021-12-19|9754.0|0|9754.0|0|135.0|0|0.0|100
0|2021-12-20|9781.0|0|9781.0|0|136.0|0|0.0|100
0|2021-12-21|9843.0|0|9843.0|0|136.0|0|0.0|100
0|2021-12-22|9862.0|0|9862.0|0|137.0|0|0.0|100
0|2021-12-23|9896.0|0|9896.0|0|137.0|0|0.0|100
0|2021-12-24|9896.0|0|9896.0|0|137.0|0|0.0|100
0|2021-12-25|9896.0|0|9896.0|0|137.0|0|0.0|100
0|2021-12-26|9896.0|0|9896.0|0|137.0|0|0.0|100
0|2021-12-27|9928.0|0|9928.0|0|138.0|0|0.0|100
0|2021-12-28|9993.0|0|9993.0|0|139.0|0|0.0|100
0|2021-12-29|10018.0|0|10018.0|0|139.0|0|0.0|100
0|2021-12-30|10048.0|0|10048.0|0|140.0|0|0.0|100
0|2021-12-31|10048.0|0|10048.0|0|140.0|0|0.0|100
0|2022-01-01|10048.0|0|10048.0|0|140.0|0|0.0|100
0|2022-01-02|10048.0|0|10048.0|0|140.0|0|0.0|100
0|2022-01-03|10066.0|0|10066.0|0|141.0|0|0.0|100
0|2022-01-04|10128.0|0|10128.0|0|141.0|0|0.0|100
0|2022-01-05|10154.0|0|10154.0|0|141.0|0|0.0|100
