|dates|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Rogers_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Rogers_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Rogers_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-17|17044.0|0|17044.0|0|293.0|0|0.0|100
0|2021-12-18|17044.0|0|17044.0|0|293.0|0|0.0|100
0|2021-12-19|17044.0|0|17044.0|0|293.0|0|0.0|100
0|2021-12-20|17044.0|0|17044.0|0|293.0|0|0.0|100
0|2021-12-21|17044.0|0|17044.0|0|293.0|0|0.0|100
0|2021-12-22|17217.0|0|17217.0|0|293.0|0|0.0|100
0|2021-12-23|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-24|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-25|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-26|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-27|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-28|17217.0|0|17217.0|0|309.0|0|0.0|100
0|2021-12-29|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2021-12-30|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2021-12-31|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2022-01-01|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2022-01-02|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2022-01-03|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2022-01-04|17331.0|0|17331.0|0|312.0|0|0.0|100
0|2022-01-05|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-06|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-07|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-08|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-09|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-10|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-11|18111.0|0|18111.0|0|316.0|0|0.0|100
0|2022-01-12|18858.0|0|18858.0|0|319.0|0|0.0|100
0|2022-01-13|18858.0|0|18858.0|0|319.0|0|0.0|100
0|2022-01-14|18858.0|0|18858.0|0|319.0|0|0.0|100
0|2022-01-15|18858.0|0|18858.0|0|319.0|0|0.0|100
0|2022-01-16|18858.0|0|18858.0|0|319.0|0|0.0|100
0|2022-01-17|18858.0|0|0.0|100|319.0|0|0.0|100
