|dates|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Harrisonburg_Virginia_UnitedStates.NYT_ConfirmedCases.data|Harrisonburg_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Harrisonburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|8128.0|0|8128.0|0|103.0|0|0.0|100
0|2021-10-18|8143.0|0|8143.0|0|103.0|0|0.0|100
0|2021-10-19|8156.0|0|8156.0|0|103.0|0|0.0|100
0|2021-10-20|8172.0|0|8172.0|0|103.0|0|0.0|100
0|2021-10-21|8185.0|0|8185.0|0|103.0|0|0.0|100
0|2021-10-22|8192.0|0|8192.0|0|103.0|0|0.0|100
0|2021-10-23|8192.0|0|8192.0|0|103.0|0|0.0|100
0|2021-10-24|8192.0|0|8192.0|0|103.0|0|0.0|100
0|2021-10-25|8220.0|0|8220.0|0|104.0|0|0.0|100
0|2021-10-26|8230.0|0|8230.0|0|104.0|0|0.0|100
0|2021-10-27|8244.0|0|8244.0|0|104.0|0|0.0|100
0|2021-10-28|8251.0|0|8251.0|0|104.0|0|0.0|100
0|2021-10-29|8253.0|0|8253.0|0|104.0|0|0.0|100
0|2021-10-30|8253.0|0|8253.0|0|104.0|0|0.0|100
0|2021-10-31|8253.0|0|8253.0|0|104.0|0|0.0|100
0|2021-11-01|8273.0|0|8273.0|0|107.0|0|0.0|100
0|2021-11-02|8271.0|0|8271.0|0|107.0|0|0.0|100
0|2021-11-03|8284.0|0|8284.0|0|107.0|0|0.0|100
0|2021-11-04|8292.0|0|8292.0|0|107.0|0|0.0|100
0|2021-11-05|8296.0|0|8296.0|0|107.0|0|0.0|100
0|2021-11-06|8296.0|0|8296.0|0|107.0|0|0.0|100
0|2021-11-07|8296.0|0|8296.0|0|107.0|0|0.0|100
0|2021-11-08|8313.0|0|8313.0|0|108.0|0|0.0|100
0|2021-11-09|8314.0|0|8314.0|0|108.0|0|0.0|100
0|2021-11-10|8318.0|0|8318.0|0|108.0|0|0.0|100
0|2021-11-11|8332.0|0|8332.0|0|110.0|0|0.0|100
0|2021-11-12|8345.0|0|8345.0|0|111.0|0|0.0|100
0|2021-11-13|8345.0|0|8345.0|0|111.0|0|0.0|100
0|2021-11-14|8345.0|0|8345.0|0|111.0|0|0.0|100
0|2021-11-15|8352.0|0|8352.0|0|111.0|0|0.0|100
0|2021-11-16|8366.0|0|8366.0|0|111.0|0|0.0|100
0|2021-11-17|8390.0|0|8390.0|0|111.0|0|0.0|100
0|2021-11-18|8401.0|0|8401.0|0|112.0|0|0.0|100
0|2021-11-19|8408.0|0|8408.0|0|112.0|0|0.0|100
0|2021-11-20|8408.0|0|8408.0|0|112.0|0|0.0|100
0|2021-11-21|8408.0|0|8408.0|0|112.0|0|0.0|100
0|2021-11-22|8426.0|0|8426.0|0|114.0|0|0.0|100
0|2021-11-23|8433.0|0|8433.0|0|114.0|0|0.0|100
0|2021-11-24|8437.0|0|8437.0|0|114.0|0|0.0|100
0|2021-11-25|8442.0|0|8442.0|0|114.0|0|0.0|100
0|2021-11-26|8450.0|0|8450.0|0|114.0|0|0.0|100
0|2021-11-27|8450.0|0|8450.0|0|114.0|0|0.0|100
0|2021-11-28|8450.0|0|8450.0|0|114.0|0|0.0|100
