|dates|Colfax_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Colfax_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Colfax_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Colfax_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Colfax_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Colfax_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Colfax_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Colfax_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|1626.0|0|1869.0|0|52.0|0|0.0|100
0|2021-12-03|1626.0|0|1870.0|0|52.0|0|0.0|100
0|2021-12-04|1627.0|0|1870.0|0|52.0|0|0.0|100
0|2021-12-05|1627.0|0|1870.0|0|52.0|0|0.0|100
0|2021-12-06|1629.0|0|1872.0|0|52.0|0|0.0|100
0|2021-12-07|1636.0|0|1879.0|0|52.0|0|0.0|100
0|2021-12-08|1643.0|0|1886.0|0|52.0|0|0.0|100
0|2021-12-09|1646.0|0|1890.0|0|52.0|0|0.0|100
0|2021-12-10|1646.0|0|1890.0|0|52.0|0|0.0|100
0|2021-12-11|1646.0|0|1890.0|0|52.0|0|0.0|100
0|2021-12-12|1646.0|0|1890.0|0|52.0|0|0.0|100
0|2021-12-13|1651.0|0|1895.0|0|52.0|0|0.0|100
0|2021-12-14|1651.0|0|1901.0|0|52.0|0|0.0|100
0|2021-12-15|1664.0|0|1908.0|0|52.0|0|0.0|100
0|2021-12-16|1664.0|0|1909.0|0|52.0|0|0.0|100
0|2021-12-17|1680.0|0|1910.0|0|53.0|0|0.0|100
0|2021-12-18|1680.0|0|1924.0|0|53.0|0|0.0|100
0|2021-12-19|1680.0|0|1924.0|0|53.0|0|0.0|100
0|2021-12-20|1687.0|0|1931.0|0|53.0|0|0.0|100
0|2021-12-21|1692.0|0|1937.0|0|54.0|0|0.0|100
0|2021-12-22|1694.0|0|1939.0|0|54.0|0|0.0|100
0|2021-12-23|1697.0|0|1942.0|0|55.0|0|0.0|100
0|2021-12-24|1697.0|0|1942.0|0|55.0|0|0.0|100
0|2021-12-25|1697.0|0|1942.0|0|55.0|0|0.0|100
0|2021-12-26|1697.0|0|1942.0|0|55.0|0|0.0|100
0|2021-12-27|1705.0|0|1950.0|0|55.0|0|0.0|100
0|2021-12-28|1710.0|0|1955.0|0|55.0|0|0.0|100
0|2021-12-29|1714.0|0|1959.0|0|55.0|0|0.0|100
0|2021-12-30|1731.0|0|1976.0|0|55.0|0|0.0|100
0|2021-12-31|1731.0|0|1976.0|0|55.0|0|0.0|100
0|2022-01-01|1731.0|0|1976.0|0|55.0|0|0.0|100
0|2022-01-02|1731.0|0|1976.0|0|55.0|0|0.0|100
0|2022-01-03|1763.0|0|2008.0|0|55.0|0|0.0|100
0|2022-01-04|1770.0|0|2015.0|0|55.0|0|0.0|100
0|2022-01-05|1778.0|0|2023.0|0|55.0|0|0.0|100
0|2022-01-06|1802.0|0|2047.0|0|55.0|0|0.0|100
0|2022-01-07|1813.0|0|2062.0|0|55.0|0|0.0|100
0|2022-01-08|1813.0|0|2062.0|0|55.0|0|0.0|100
0|2022-01-09|1813.0|0|2062.0|0|55.0|0|0.0|100
0|2022-01-10|1847.0|0|2097.0|0|55.0|0|0.0|100
0|2022-01-11|1854.0|0|2107.0|0|55.0|0|0.0|100
0|2022-01-12|1898.0|0|2151.0|0|55.0|0|0.0|100
0|2022-01-13|1898.0|0|2180.0|0|55.0|0|0.0|100
0|2022-01-14|1953.0|0|2208.0|0|55.0|0|0.0|100
0|2022-01-15|1953.0|0|2208.0|0|55.0|0|0.0|100
0|2022-01-16|1953.0|0|2208.0|0|55.0|0|0.0|100
0|2022-01-17|1953.0|0|0.0|100|55.0|0|0.0|100
