|dates|Marion_Illinois_UnitedStates.JHU_ConfirmedCases.data|Marion_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Marion_Illinois_UnitedStates.NYT_ConfirmedCases.data|Marion_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Marion_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6871.0|0|6871.0|0|143.0|0|0.0|100
0|2021-10-18|6907.0|0|6907.0|0|143.0|0|0.0|100
0|2021-10-19|6914.0|0|6914.0|0|143.0|0|0.0|100
0|2021-10-20|6918.0|0|6918.0|0|143.0|0|0.0|100
0|2021-10-21|6929.0|0|6929.0|0|144.0|0|0.0|100
0|2021-10-22|6935.0|0|6935.0|0|144.0|0|0.0|100
0|2021-10-23|6935.0|0|6935.0|0|144.0|0|0.0|100
0|2021-10-24|6935.0|0|6935.0|0|144.0|0|0.0|100
0|2021-10-25|6960.0|0|6960.0|0|144.0|0|0.0|100
0|2021-10-26|6966.0|0|6966.0|0|144.0|0|0.0|100
0|2021-10-27|6973.0|0|6973.0|0|144.0|0|0.0|100
0|2021-10-28|6985.0|0|6985.0|0|145.0|0|0.0|100
0|2021-10-29|6993.0|0|6993.0|0|146.0|0|0.0|100
0|2021-10-30|6993.0|0|6993.0|0|146.0|0|0.0|100
0|2021-10-31|6993.0|0|6993.0|0|146.0|0|0.0|100
0|2021-11-01|7013.0|0|7013.0|0|146.0|0|0.0|100
0|2021-11-02|7025.0|0|7025.0|0|148.0|0|0.0|100
0|2021-11-03|7035.0|0|7035.0|0|148.0|0|0.0|100
0|2021-11-04|7057.0|0|7057.0|0|148.0|0|0.0|100
0|2021-11-05|7075.0|0|7075.0|0|148.0|0|0.0|100
0|2021-11-06|7075.0|0|7075.0|0|148.0|0|0.0|100
0|2021-11-07|7075.0|0|7075.0|0|148.0|0|0.0|100
0|2021-11-08|7122.0|0|7122.0|0|148.0|0|0.0|100
0|2021-11-09|7133.0|0|7133.0|0|148.0|0|0.0|100
0|2021-11-10|7133.0|0|7170.0|0|148.0|0|0.0|100
0|2021-11-11|7170.0|0|7170.0|0|148.0|0|0.0|100
0|2021-11-12|7192.0|0|7192.0|0|148.0|0|0.0|100
0|2021-11-13|7192.0|0|7192.0|0|148.0|0|0.0|100
0|2021-11-14|7192.0|0|7192.0|0|148.0|0|0.0|100
0|2021-11-15|7246.0|0|7246.0|0|148.0|0|0.0|100
0|2021-11-16|7267.0|0|7267.0|0|148.0|0|0.0|100
0|2021-11-17|7297.0|0|7297.0|0|149.0|0|0.0|100
0|2021-11-18|7324.0|0|7324.0|0|149.0|0|0.0|100
0|2021-11-19|7348.0|0|7348.0|0|149.0|0|0.0|100
0|2021-11-20|7348.0|0|7348.0|0|149.0|0|0.0|100
0|2021-11-21|7348.0|0|7348.0|0|149.0|0|0.0|100
0|2021-11-22|7376.0|0|7376.0|0|149.0|0|0.0|100
0|2021-11-23|7390.0|0|7390.0|0|151.0|0|0.0|100
0|2021-11-24|7408.0|0|7408.0|0|151.0|0|0.0|100
0|2021-11-25|7408.0|0|7408.0|0|151.0|0|0.0|100
0|2021-11-26|7408.0|0|7408.0|0|151.0|0|0.0|100
0|2021-11-27|7408.0|0|7408.0|0|151.0|0|0.0|100
0|2021-11-28|7408.0|0|7408.0|0|151.0|0|0.0|100
0|2021-11-29|7470.0|0|7470.0|0|151.0|0|0.0|100
0|2021-11-30|7489.0|0|7489.0|0|151.0|0|0.0|100
0|2021-12-01|7505.0|0|7505.0|0|153.0|0|0.0|100
0|2021-12-02|7505.0|0|7531.0|0|153.0|0|0.0|100
0|2021-12-03|7552.0|0|7552.0|0|154.0|0|0.0|100
0|2021-12-04|7552.0|0|7552.0|0|154.0|0|0.0|100
0|2021-12-05|7552.0|0|7552.0|0|154.0|0|0.0|100
0|2021-12-06|7597.0|0|7597.0|0|155.0|0|0.0|100
0|2021-12-07|7626.0|0|7626.0|0|155.0|0|0.0|100
0|2021-12-08|7658.0|0|7658.0|0|155.0|0|0.0|100
0|2021-12-09|7675.0|0|7675.0|0|155.0|0|0.0|100
0|2021-12-10|7703.0|0|7703.0|0|155.0|0|0.0|100
0|2021-12-11|7703.0|0|7703.0|0|155.0|0|0.0|100
0|2021-12-12|7703.0|0|7703.0|0|155.0|0|0.0|100
0|2021-12-13|7791.0|0|7791.0|0|156.0|0|0.0|100
0|2021-12-14|7791.0|0|7831.0|0|156.0|0|0.0|100
0|2021-12-15|7868.0|0|7868.0|0|156.0|0|0.0|100
0|2021-12-16|7880.0|0|7880.0|0|157.0|0|0.0|100
0|2021-12-17|7917.0|0|7917.0|0|157.0|0|0.0|100
0|2021-12-18|7917.0|0|7917.0|0|157.0|0|0.0|100
0|2021-12-19|7917.0|0|7917.0|0|157.0|0|0.0|100
0|2021-12-20|8008.0|0|8008.0|0|157.0|0|0.0|100
0|2021-12-21|8041.0|0|8041.0|0|157.0|0|0.0|100
0|2021-12-22|8085.0|0|8085.0|0|158.0|0|0.0|100
0|2021-12-23|8107.0|0|8107.0|0|159.0|0|0.0|100
0|2021-12-24|8107.0|0|8107.0|0|159.0|0|0.0|100
0|2021-12-25|8107.0|0|8107.0|0|159.0|0|0.0|100
0|2021-12-26|8107.0|0|8107.0|0|159.0|0|0.0|100
0|2021-12-27|8204.0|0|8204.0|0|163.0|0|0.0|100
0|2021-12-28|8283.0|0|8283.0|0|163.0|0|0.0|100
0|2021-12-29|8326.0|0|8326.0|0|163.0|0|0.0|100
0|2021-12-30|8394.0|0|8394.0|0|165.0|0|0.0|100
0|2021-12-31|8394.0|0|8394.0|0|165.0|0|0.0|100
0|2022-01-01|8394.0|0|8394.0|0|165.0|0|0.0|100
0|2022-01-02|8394.0|0|8394.0|0|165.0|0|0.0|100
0|2022-01-03|8619.0|0|8619.0|0|167.0|0|0.0|100
0|2022-01-04|8709.0|0|8709.0|0|167.0|0|0.0|100
0|2022-01-05|8799.0|0|8799.0|0|167.0|0|0.0|100
0|2022-01-06|8923.0|0|8923.0|0|167.0|0|0.0|100
0|2022-01-07|9015.0|0|9015.0|0|168.0|0|0.0|100
0|2022-01-08|9015.0|0|9015.0|0|168.0|0|0.0|100
0|2022-01-09|9015.0|0|9015.0|0|168.0|0|0.0|100
0|2022-01-10|9248.0|0|9248.0|0|169.0|0|0.0|100
0|2022-01-11|9366.0|0|9366.0|0|169.0|0|0.0|100
0|2022-01-12|9499.0|0|9499.0|0|173.0|0|0.0|100
0|2022-01-13|9499.0|0|9657.0|0|173.0|0|0.0|100
0|2022-01-14|9766.0|0|9766.0|0|175.0|0|0.0|100
0|2022-01-15|9766.0|0|9766.0|0|175.0|0|0.0|100
0|2022-01-16|9766.0|0|9766.0|0|175.0|0|0.0|100
0|2022-01-17|9766.0|0|0.0|100|175.0|0|0.0|100
