|dates|Johnson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Johnson_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Johnson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|4020.0|0|4020.0|0|74.0|0|0.0|100
0|2021-12-13|4040.0|0|4040.0|0|75.0|0|0.0|100
0|2021-12-14|4040.0|0|4053.0|0|75.0|0|0.0|100
0|2021-12-15|4063.0|0|4063.0|0|75.0|0|0.0|100
0|2021-12-16|4070.0|0|4070.0|0|75.0|0|0.0|100
0|2021-12-17|4075.0|0|4075.0|0|75.0|0|0.0|100
0|2021-12-18|4075.0|0|4075.0|0|75.0|0|0.0|100
0|2021-12-19|4075.0|0|4075.0|0|75.0|0|0.0|100
0|2021-12-20|4092.0|0|4092.0|0|75.0|0|0.0|100
0|2021-12-21|4101.0|0|4101.0|0|75.0|0|0.0|100
0|2021-12-22|4107.0|0|4107.0|0|75.0|0|0.0|100
0|2021-12-23|4107.0|0|4107.0|0|75.0|0|0.0|100
0|2021-12-24|4107.0|0|4107.0|0|75.0|0|0.0|100
0|2021-12-25|4107.0|0|4107.0|0|75.0|0|0.0|100
0|2021-12-26|4107.0|0|4107.0|0|75.0|0|0.0|100
0|2021-12-27|4134.0|0|4134.0|0|78.0|0|0.0|100
0|2021-12-28|4141.0|0|4141.0|0|78.0|0|0.0|100
0|2021-12-29|4158.0|0|4158.0|0|78.0|0|0.0|100
0|2021-12-30|4158.0|0|4158.0|0|78.0|0|0.0|100
0|2021-12-31|4158.0|0|4158.0|0|78.0|0|0.0|100
0|2022-01-01|4158.0|0|4158.0|0|78.0|0|0.0|100
0|2022-01-02|4158.0|0|4158.0|0|78.0|0|0.0|100
0|2022-01-03|4198.0|0|4198.0|0|79.0|0|0.0|100
0|2022-01-04|4220.0|0|4220.0|0|80.0|0|0.0|100
0|2022-01-05|4241.0|0|4241.0|0|80.0|0|0.0|100
0|2022-01-06|4263.0|0|4263.0|0|80.0|0|0.0|100
0|2022-01-07|4280.0|0|4280.0|0|80.0|0|0.0|100
0|2022-01-08|4280.0|0|4280.0|0|80.0|0|0.0|100
0|2022-01-09|4280.0|0|4280.0|0|80.0|0|0.0|100
0|2022-01-10|4301.0|0|4301.0|0|82.0|0|0.0|100
0|2022-01-11|4332.0|0|4332.0|0|82.0|0|0.0|100
0|2022-01-12|4372.0|0|4372.0|0|82.0|0|0.0|100
0|2022-01-13|4372.0|0|4416.0|0|82.0|0|0.0|100
0|2022-01-14|4466.0|0|4466.0|0|82.0|0|0.0|100
0|2022-01-15|4466.0|0|4466.0|0|82.0|0|0.0|100
0|2022-01-16|4466.0|0|4466.0|0|82.0|0|0.0|100
0|2022-01-17|4466.0|0|0.0|100|82.0|0|0.0|100
