|dates|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.NYT_ConfirmedCases.data|Delaware_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23941.0|0|23941.0|0|169.0|0|0.0|100
0|2021-10-18|23960.0|0|23960.0|0|169.0|0|0.0|100
0|2021-10-19|24005.0|0|24005.0|0|169.0|0|0.0|100
0|2021-10-20|24061.0|0|24061.0|0|171.0|0|0.0|100
0|2021-10-21|24114.0|0|24114.0|0|172.0|0|0.0|100
0|2021-10-22|24159.0|0|24159.0|0|173.0|0|0.0|100
0|2021-10-23|24208.0|0|24208.0|0|174.0|0|0.0|100
0|2021-10-24|24240.0|0|24240.0|0|174.0|0|0.0|100
0|2021-10-25|24263.0|0|24263.0|0|175.0|0|0.0|100
0|2021-10-26|24336.0|0|24336.0|0|175.0|0|0.0|100
0|2021-10-27|24394.0|0|24394.0|0|176.0|0|0.0|100
0|2021-10-28|24438.0|0|24438.0|0|176.0|0|0.0|100
0|2021-10-29|24474.0|0|24474.0|0|176.0|0|0.0|100
0|2021-10-30|24514.0|0|24514.0|0|176.0|0|0.0|100
0|2021-10-31|24542.0|0|24542.0|0|176.0|0|0.0|100
0|2021-11-01|24580.0|0|24580.0|0|176.0|0|0.0|100
0|2021-11-02|24655.0|0|24655.0|0|176.0|0|0.0|100
0|2021-11-03|24725.0|0|24725.0|0|176.0|0|0.0|100
0|2021-11-04|24798.0|0|24798.0|0|176.0|0|0.0|100
0|2021-11-05|24873.0|0|24873.0|0|176.0|0|0.0|100
0|2021-11-06|24926.0|0|24926.0|0|176.0|0|0.0|100
0|2021-11-07|24991.0|0|24991.0|0|176.0|0|0.0|100
0|2021-11-08|25043.0|0|25043.0|0|176.0|0|0.0|100
0|2021-11-09|25146.0|0|25146.0|0|177.0|0|0.0|100
0|2021-11-10|25146.0|0|25255.0|0|177.0|0|0.0|100
0|2021-11-11|25341.0|0|25341.0|0|177.0|0|0.0|100
0|2021-11-12|25401.0|0|25401.0|0|178.0|0|0.0|100
0|2021-11-13|25478.0|0|25478.0|0|178.0|0|0.0|100
0|2021-11-14|25528.0|0|25528.0|0|178.0|0|0.0|100
0|2021-11-15|25596.0|0|25596.0|0|178.0|0|0.0|100
0|2021-11-16|25699.0|0|25699.0|0|179.0|0|0.0|100
0|2021-11-17|25795.0|0|25795.0|0|179.0|0|0.0|100
0|2021-11-18|25886.0|0|25886.0|0|179.0|0|0.0|100
0|2021-11-19|25977.0|0|25977.0|0|179.0|0|0.0|100
0|2021-11-20|26048.0|0|26048.0|0|179.0|0|0.0|100
0|2021-11-21|26107.0|0|26107.0|0|179.0|0|0.0|100
0|2021-11-22|26183.0|0|26183.0|0|179.0|0|0.0|100
0|2021-11-23|26270.0|0|26270.0|0|182.0|0|0.0|100
0|2021-11-24|26372.0|0|26372.0|0|182.0|0|0.0|100
0|2021-11-25|26372.0|0|26372.0|0|182.0|0|0.0|100
0|2021-11-26|26486.0|0|26486.0|0|182.0|0|0.0|100
0|2021-11-27|26553.0|0|26553.0|0|182.0|0|0.0|100
0|2021-11-28|26606.0|0|26606.0|0|182.0|0|0.0|100
0|2021-11-29|26682.0|0|26682.0|0|182.0|0|0.0|100
0|2021-11-30|26791.0|0|26791.0|0|182.0|0|0.0|100
0|2021-12-01|26914.0|0|26914.0|0|182.0|0|0.0|100
0|2021-12-02|27046.0|0|27046.0|0|182.0|0|0.0|100
0|2021-12-03|27046.0|0|27206.0|0|182.0|0|0.0|100
0|2021-12-04|27340.0|0|27340.0|0|185.0|0|0.0|100
0|2021-12-05|27394.0|0|27394.0|0|185.0|0|0.0|100
0|2021-12-06|27462.0|0|27462.0|0|185.0|0|0.0|100
0|2021-12-07|27590.0|0|27590.0|0|187.0|0|0.0|100
0|2021-12-08|27715.0|0|27715.0|0|187.0|0|0.0|100
0|2021-12-09|27832.0|0|27832.0|0|187.0|0|0.0|100
0|2021-12-10|27933.0|0|27933.0|0|189.0|0|0.0|100
0|2021-12-11|28037.0|0|28037.0|0|189.0|0|0.0|100
0|2021-12-12|28093.0|0|28093.0|0|189.0|0|0.0|100
0|2021-12-13|28155.0|0|28155.0|0|189.0|0|0.0|100
0|2021-12-14|28155.0|0|28275.0|0|189.0|0|0.0|100
0|2021-12-15|28410.0|0|28410.0|0|189.0|0|0.0|100
0|2021-12-16|28580.0|0|28580.0|0|189.0|0|0.0|100
0|2021-12-17|28703.0|0|28703.0|0|189.0|0|0.0|100
0|2021-12-18|28788.0|0|28788.0|0|189.0|0|0.0|100
0|2021-12-19|28872.0|0|28872.0|0|189.0|0|0.0|100
0|2021-12-20|28939.0|0|28939.0|0|189.0|0|0.0|100
0|2021-12-21|29099.0|0|29099.0|0|191.0|0|0.0|100
0|2021-12-22|29296.0|0|29296.0|0|191.0|0|0.0|100
0|2021-12-23|29520.0|0|29520.0|0|191.0|0|0.0|100
0|2021-12-24|29730.0|0|29730.0|0|197.0|0|0.0|100
0|2021-12-25|29730.0|0|29730.0|0|197.0|0|0.0|100
0|2021-12-26|29995.0|0|29995.0|0|197.0|0|0.0|100
0|2021-12-27|30139.0|0|30139.0|0|197.0|0|0.0|100
0|2021-12-28|30377.0|0|30377.0|0|197.0|0|0.0|100
0|2021-12-29|30673.0|0|30673.0|0|197.0|0|0.0|100
0|2021-12-30|31075.0|0|31075.0|0|197.0|0|0.0|100
0|2021-12-31|31370.0|0|31370.0|0|198.0|0|0.0|100
0|2022-01-01|31370.0|0|31370.0|0|198.0|0|0.0|100
0|2022-01-02|31984.0|0|31984.0|0|198.0|0|0.0|100
0|2022-01-03|32270.0|0|32270.0|0|198.0|0|0.0|100
0|2022-01-04|32667.0|0|32667.0|0|198.0|0|0.0|100
0|2022-01-05|33042.0|0|33042.0|0|198.0|0|0.0|100
0|2022-01-06|33413.0|0|33413.0|0|198.0|0|0.0|100
0|2022-01-07|33967.0|0|33967.0|0|200.0|0|0.0|100
0|2022-01-08|34241.0|0|34241.0|0|200.0|0|0.0|100
0|2022-01-09|34550.0|0|34550.0|0|200.0|0|0.0|100
0|2022-01-10|35019.0|0|35019.0|0|200.0|0|0.0|100
0|2022-01-11|35378.0|0|35378.0|0|206.0|0|0.0|100
0|2022-01-12|35787.0|0|35787.0|0|206.0|0|0.0|100
0|2022-01-13|35787.0|0|36160.0|0|206.0|0|0.0|100
0|2022-01-14|37006.0|0|37006.0|0|210.0|0|0.0|100
0|2022-01-15|38020.0|0|38020.0|0|210.0|0|0.0|100
0|2022-01-16|38537.0|0|38537.0|0|210.0|0|0.0|100
0|2022-01-17|38876.0|0|0.0|100|210.0|0|0.0|100
