|dates|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bleckley_Georgia_UnitedStates.NYT_ConfirmedCases.data|Bleckley_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bleckley_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|2325.0|0|2350.0|0|81.0|0|0.0|100
0|2021-11-23|2328.0|0|2353.0|0|81.0|0|0.0|100
0|2021-11-24|2329.0|0|2354.0|0|81.0|0|0.0|100
0|2021-11-25|2329.0|0|2354.0|0|81.0|0|0.0|100
0|2021-11-26|2329.0|0|2354.0|0|81.0|0|0.0|100
0|2021-11-27|2329.0|0|2354.0|0|81.0|0|0.0|100
0|2021-11-28|2329.0|0|2354.0|0|81.0|0|0.0|100
0|2021-11-29|2332.0|0|2357.0|0|85.0|0|0.0|100
0|2021-11-30|2332.0|0|2357.0|0|85.0|0|0.0|100
0|2021-12-01|2333.0|0|2358.0|0|84.0|0|0.0|100
0|2021-12-02|2333.0|0|2358.0|0|84.0|0|0.0|100
0|2021-12-03|2336.0|0|2361.0|0|84.0|0|0.0|100
0|2021-12-04|2336.0|0|2361.0|0|84.0|0|0.0|100
0|2021-12-05|2336.0|0|2361.0|0|84.0|0|0.0|100
0|2021-12-06|2337.0|0|2362.0|0|84.0|0|0.0|100
0|2021-12-07|2338.0|0|2363.0|0|85.0|0|0.0|100
0|2021-12-08|2338.0|0|2363.0|0|85.0|0|0.0|100
0|2021-12-09|2339.0|0|2364.0|0|85.0|0|0.0|100
0|2021-12-10|2340.0|0|2365.0|0|85.0|0|0.0|100
0|2021-12-11|2340.0|0|2365.0|0|85.0|0|0.0|100
0|2021-12-12|2340.0|0|2365.0|0|85.0|0|0.0|100
0|2021-12-13|2341.0|0|2366.0|0|85.0|0|0.0|100
0|2021-12-14|2341.0|0|2366.0|0|85.0|0|0.0|100
0|2021-12-15|2342.0|0|2367.0|0|84.0|0|0.0|100
0|2021-12-16|2342.0|0|2367.0|0|84.0|0|0.0|100
0|2021-12-17|2341.0|0|2366.0|0|84.0|0|0.0|100
0|2021-12-18|2341.0|0|2366.0|0|84.0|0|0.0|100
0|2021-12-19|2341.0|0|2366.0|0|84.0|0|0.0|100
0|2021-12-20|2344.0|0|2369.0|0|84.0|0|0.0|100
0|2021-12-21|2344.0|0|2369.0|0|84.0|0|0.0|100
0|2021-12-22|2345.0|0|2370.0|0|84.0|0|0.0|100
0|2021-12-23|2347.0|0|2372.0|0|84.0|0|0.0|100
0|2021-12-24|2350.0|0|2375.0|0|84.0|0|0.0|100
0|2021-12-25|2350.0|0|2375.0|0|84.0|0|0.0|100
0|2021-12-26|2350.0|0|2375.0|0|84.0|0|0.0|100
0|2021-12-27|2357.0|0|2381.0|0|84.0|0|0.0|100
0|2021-12-28|2369.0|0|2393.0|0|85.0|0|0.0|100
0|2021-12-29|2391.0|0|2415.0|0|86.0|0|0.0|100
0|2021-12-30|2415.0|0|2439.0|0|86.0|0|0.0|100
0|2021-12-31|2440.0|0|2464.0|0|86.0|0|0.0|100
0|2022-01-01|2440.0|0|2464.0|0|86.0|0|0.0|100
0|2022-01-02|2440.0|0|2464.0|0|86.0|0|0.0|100
0|2022-01-03|2440.0|0|2464.0|0|86.0|0|0.0|100
0|2022-01-04|2505.0|0|2529.0|0|86.0|0|0.0|100
0|2022-01-05|2534.0|0|2558.0|0|86.0|0|0.0|100
0|2022-01-06|2534.0|0|2558.0|0|86.0|0|0.0|100
0|2022-01-07|2534.0|0|2558.0|0|86.0|0|0.0|100
0|2022-01-08|2534.0|0|2558.0|0|86.0|0|0.0|100
0|2022-01-09|2534.0|0|2558.0|0|86.0|0|0.0|100
0|2022-01-10|2658.0|0|2683.0|0|86.0|0|0.0|100
0|2022-01-11|2697.0|0|2722.0|0|86.0|0|0.0|100
0|2022-01-12|2723.0|0|2748.0|0|86.0|0|0.0|100
0|2022-01-13|2723.0|0|2791.0|0|86.0|0|0.0|100
0|2022-01-14|2806.0|0|2831.0|0|86.0|0|0.0|100
0|2022-01-15|2806.0|0|2831.0|0|86.0|0|0.0|100
0|2022-01-16|2806.0|0|2831.0|0|86.0|0|0.0|100
0|2022-01-17|2866.0|0|0.0|100|86.0|0|0.0|100
