|dates|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Alabama_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|116061.0|0|116061.0|0|2006.0|0|0.0|100
0|2021-11-27|116100.0|0|116100.0|0|2006.0|0|0.0|100
0|2021-11-28|116124.0|0|116124.0|0|2006.0|0|0.0|100
0|2021-11-29|116155.0|0|116155.0|0|2006.0|0|0.0|100
0|2021-11-30|116155.0|0|116186.0|0|2006.0|0|0.0|100
0|2021-12-01|116268.0|0|116268.0|0|2006.0|0|0.0|100
0|2021-12-02|116370.0|0|116370.0|0|2006.0|0|0.0|100
0|2021-12-03|116375.0|0|116375.0|0|2005.0|0|0.0|100
0|2021-12-04|116405.0|0|116405.0|0|2005.0|0|0.0|100
0|2021-12-05|116429.0|0|116429.0|0|2005.0|0|0.0|100
0|2021-12-06|116458.0|0|116458.0|0|2005.0|0|0.0|100
0|2021-12-07|116504.0|0|116504.0|0|2004.0|0|0.0|100
0|2021-12-08|116541.0|0|116541.0|0|2005.0|0|0.0|100
0|2021-12-09|116530.0|0|116530.0|0|2004.0|0|0.0|100
0|2021-12-10|116555.0|0|116555.0|0|2004.0|0|0.0|100
0|2021-12-11|116616.0|0|116616.0|0|2004.0|0|0.0|100
0|2021-12-12|116659.0|0|116659.0|0|2004.0|0|0.0|100
0|2021-12-13|116718.0|0|116718.0|0|2004.0|0|0.0|100
0|2021-12-14|116718.0|0|116986.0|0|2004.0|0|0.0|100
0|2021-12-15|117065.0|0|117065.0|0|2012.0|0|0.0|100
0|2021-12-16|117170.0|0|117170.0|0|2012.0|0|0.0|100
0|2021-12-17|117304.0|0|117304.0|0|2022.0|0|0.0|100
0|2021-12-18|117421.0|0|117421.0|0|2021.0|0|0.0|100
0|2021-12-19|117532.0|0|117532.0|0|2021.0|0|0.0|100
0|2021-12-20|117647.0|0|117647.0|0|2021.0|0|0.0|100
0|2021-12-21|117886.0|0|117886.0|0|2021.0|0|0.0|100
0|2021-12-22|118230.0|0|118230.0|0|2021.0|0|0.0|100
0|2021-12-23|118779.0|0|118779.0|0|2024.0|0|0.0|100
0|2021-12-24|119371.0|0|119371.0|0|2024.0|0|0.0|100
0|2021-12-25|119973.0|0|119973.0|0|2024.0|0|0.0|100
0|2021-12-26|120143.0|0|120143.0|0|2024.0|0|0.0|100
0|2021-12-27|120618.0|0|120618.0|0|2024.0|0|0.0|100
0|2021-12-28|121516.0|0|121516.0|0|2024.0|0|0.0|100
0|2021-12-29|122863.0|0|122863.0|0|2024.0|0|0.0|100
0|2021-12-30|124773.0|0|124773.0|0|2024.0|0|0.0|100
0|2021-12-31|126583.0|0|126583.0|0|2024.0|0|0.0|100
0|2022-01-01|126583.0|0|126583.0|0|2024.0|0|0.0|100
0|2022-01-02|129265.0|0|129265.0|0|2024.0|0|0.0|100
0|2022-01-03|130048.0|0|130048.0|0|2024.0|0|0.0|100
0|2022-01-04|131549.0|0|131549.0|0|2029.0|0|0.0|100
0|2022-01-05|133216.0|0|133216.0|0|2029.0|0|0.0|100
0|2022-01-06|135392.0|0|135392.0|0|2029.0|0|0.0|100
0|2022-01-07|137434.0|0|137434.0|0|2030.0|0|0.0|100
0|2022-01-08|138918.0|0|138918.0|0|2033.0|0|0.0|100
0|2022-01-09|141189.0|0|141189.0|0|2033.0|0|0.0|100
0|2022-01-10|142396.0|0|142396.0|0|2033.0|0|0.0|100
0|2022-01-11|143747.0|0|143747.0|0|2034.0|0|0.0|100
0|2022-01-12|145464.0|0|145464.0|0|2034.0|0|0.0|100
0|2022-01-13|145464.0|0|145464.0|0|2034.0|0|0.0|100
0|2022-01-14|145464.0|0|145464.0|0|2034.0|0|0.0|100
0|2022-01-15|145464.0|0|145464.0|0|2034.0|0|0.0|100
0|2022-01-16|153340.0|0|153340.0|0|2037.0|0|0.0|100
0|2022-01-17|154647.0|0|0.0|100|2037.0|0|0.0|100
