|dates|Kings_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kings_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kings_NewYork_UnitedStates.Male_Total_Population.data|Kings_NewYork_UnitedStates.Male_Total_Population.missing|Kings_NewYork_UnitedStates.Female_Total_Population.data|Kings_NewYork_UnitedStates.Female_Total_Population.missing|Kings_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Kings_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-18|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-19|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-20|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-21|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-22|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-23|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-24|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-25|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-26|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-27|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-28|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-29|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-30|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2021-12-31|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-01|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-02|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-03|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-04|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-05|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-06|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-07|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-08|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-09|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-10|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-11|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-12|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-13|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-14|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-15|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-16|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
0|2022-01-17|359246.0|0|1223764.0|0|1359066.0|0|588975.0|0
