|dates|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Indiana_UnitedStates.NYT_ConfirmedCases.data|Wayne_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|10840.0|0|11214.0|0|248.0|0|0.0|100
0|2021-10-18|10897.0|0|11271.0|0|250.0|0|0.0|100
0|2021-10-19|10918.0|0|11292.0|0|252.0|0|0.0|100
0|2021-10-20|10946.0|0|11320.0|0|253.0|0|0.0|100
0|2021-10-21|10965.0|0|11338.0|0|253.0|0|0.0|100
0|2021-10-22|10986.0|0|11359.0|0|253.0|0|0.0|100
0|2021-10-23|10986.0|0|11359.0|0|253.0|0|0.0|100
0|2021-10-24|10986.0|0|11359.0|0|253.0|0|0.0|100
0|2021-10-25|11023.0|0|11396.0|0|253.0|0|0.0|100
0|2021-10-26|11036.0|0|11409.0|0|254.0|0|0.0|100
0|2021-10-27|11057.0|0|11430.0|0|255.0|0|0.0|100
0|2021-10-28|11072.0|0|11445.0|0|255.0|0|0.0|100
0|2021-10-29|11107.0|0|11480.0|0|255.0|0|0.0|100
0|2021-10-30|11107.0|0|11480.0|0|255.0|0|0.0|100
0|2021-10-31|11107.0|0|11480.0|0|255.0|0|0.0|100
0|2021-11-01|11147.0|0|11520.0|0|255.0|0|0.0|100
0|2021-11-02|11174.0|0|11547.0|0|256.0|0|0.0|100
0|2021-11-03|11195.0|0|11568.0|0|258.0|0|0.0|100
0|2021-11-04|11214.0|0|11587.0|0|258.0|0|0.0|100
0|2021-11-05|11241.0|0|11613.0|0|258.0|0|0.0|100
0|2021-11-06|11241.0|0|11613.0|0|258.0|0|0.0|100
0|2021-11-07|11241.0|0|11613.0|0|258.0|0|0.0|100
0|2021-11-08|11292.0|0|11664.0|0|258.0|0|0.0|100
0|2021-11-09|11321.0|0|11693.0|0|258.0|0|0.0|100
0|2021-11-10|11321.0|0|11712.0|0|258.0|0|0.0|100
0|2021-11-11|11445.0|0|11817.0|0|258.0|0|0.0|100
0|2021-11-12|11471.0|0|11843.0|0|259.0|0|0.0|100
0|2021-11-13|11471.0|0|11843.0|0|259.0|0|0.0|100
0|2021-11-14|11471.0|0|11843.0|0|259.0|0|0.0|100
0|2021-11-15|11526.0|0|11898.0|0|260.0|0|0.0|100
0|2021-11-16|11573.0|0|11945.0|0|260.0|0|0.0|100
0|2021-11-17|11612.0|0|11986.0|0|260.0|0|0.0|100
0|2021-11-18|11636.0|0|12010.0|0|260.0|0|0.0|100
0|2021-11-19|11668.0|0|12042.0|0|260.0|0|0.0|100
0|2021-11-20|11668.0|0|12042.0|0|260.0|0|0.0|100
0|2021-11-21|11668.0|0|12042.0|0|260.0|0|0.0|100
0|2021-11-22|11719.0|0|12093.0|0|261.0|0|0.0|100
0|2021-11-23|11765.0|0|12139.0|0|263.0|0|0.0|100
0|2021-11-24|11794.0|0|12168.0|0|264.0|0|0.0|100
0|2021-11-25|11794.0|0|12168.0|0|264.0|0|0.0|100
0|2021-11-26|11794.0|0|12168.0|0|264.0|0|0.0|100
0|2021-11-27|11794.0|0|12168.0|0|264.0|0|0.0|100
0|2021-11-28|11794.0|0|12168.0|0|264.0|0|0.0|100
0|2021-11-29|11879.0|0|12253.0|0|265.0|0|0.0|100
0|2021-11-30|11921.0|0|12295.0|0|267.0|0|0.0|100
0|2021-12-01|11987.0|0|12361.0|0|268.0|0|0.0|100
0|2021-12-02|11987.0|0|12410.0|0|268.0|0|0.0|100
0|2021-12-03|12090.0|0|12464.0|0|269.0|0|0.0|100
0|2021-12-04|12090.0|0|12464.0|0|269.0|0|0.0|100
0|2021-12-05|12090.0|0|12464.0|0|269.0|0|0.0|100
0|2021-12-06|12200.0|0|12574.0|0|269.0|0|0.0|100
0|2021-12-07|12243.0|0|12617.0|0|271.0|0|0.0|100
0|2021-12-08|12307.0|0|12681.0|0|272.0|0|0.0|100
0|2021-12-09|12343.0|0|12717.0|0|272.0|0|0.0|100
0|2021-12-10|12396.0|0|12770.0|0|272.0|0|0.0|100
0|2021-12-11|12396.0|0|12770.0|0|272.0|0|0.0|100
0|2021-12-12|12396.0|0|12770.0|0|272.0|0|0.0|100
0|2021-12-13|12502.0|0|12876.0|0|273.0|0|0.0|100
0|2021-12-14|12502.0|0|12907.0|0|273.0|0|0.0|100
0|2021-12-15|12580.0|0|12954.0|0|274.0|0|0.0|100
0|2021-12-16|12626.0|0|13001.0|0|274.0|0|0.0|100
0|2021-12-17|12704.0|0|13079.0|0|274.0|0|0.0|100
0|2021-12-18|12704.0|0|13079.0|0|274.0|0|0.0|100
0|2021-12-19|12704.0|0|13079.0|0|274.0|0|0.0|100
0|2021-12-20|12798.0|0|13173.0|0|275.0|0|0.0|100
0|2021-12-21|12852.0|0|13228.0|0|276.0|0|0.0|100
0|2021-12-22|12889.0|0|13265.0|0|277.0|0|0.0|100
0|2021-12-23|12889.0|0|13265.0|0|277.0|0|0.0|100
0|2021-12-24|12889.0|0|13265.0|0|277.0|0|0.0|100
0|2021-12-25|12889.0|0|13265.0|0|277.0|0|0.0|100
0|2021-12-26|12889.0|0|13265.0|0|277.0|0|0.0|100
0|2021-12-27|13065.0|0|13441.0|0|279.0|0|0.0|100
0|2021-12-28|13115.0|0|13491.0|0|280.0|0|0.0|100
0|2021-12-29|13222.0|0|13598.0|0|282.0|0|0.0|100
0|2021-12-30|13351.0|0|13727.0|0|283.0|0|0.0|100
0|2021-12-31|13351.0|0|13727.0|0|283.0|0|0.0|100
0|2022-01-01|13351.0|0|13727.0|0|283.0|0|0.0|100
0|2022-01-02|13351.0|0|13727.0|0|283.0|0|0.0|100
0|2022-01-03|13641.0|0|14017.0|0|283.0|0|0.0|100
0|2022-01-04|13748.0|0|14124.0|0|287.0|0|0.0|100
0|2022-01-05|13855.0|0|14231.0|0|287.0|0|0.0|100
0|2022-01-06|13977.0|0|14353.0|0|288.0|0|0.0|100
0|2022-01-07|14152.0|0|14528.0|0|292.0|0|0.0|100
0|2022-01-08|14152.0|0|14528.0|0|292.0|0|0.0|100
0|2022-01-09|14152.0|0|14528.0|0|292.0|0|0.0|100
0|2022-01-10|14695.0|0|15072.0|0|294.0|0|0.0|100
0|2022-01-11|14793.0|0|15170.0|0|294.0|0|0.0|100
0|2022-01-12|14956.0|0|15333.0|0|295.0|0|0.0|100
0|2022-01-13|14956.0|0|15491.0|0|295.0|0|0.0|100
0|2022-01-14|15279.0|0|15656.0|0|296.0|0|0.0|100
0|2022-01-15|15279.0|0|15656.0|0|296.0|0|0.0|100
0|2022-01-16|15279.0|0|15656.0|0|296.0|0|0.0|100
0|2022-01-17|15757.0|0|0.0|100|296.0|0|0.0|100
