|dates|KeyaPaha_Nebraska_UnitedStates.BLS_EmployedPopulation.data|KeyaPaha_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|KeyaPaha_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|KeyaPaha_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|KeyaPaha_Nebraska_UnitedStates.BLS_UnemploymentRate.data|KeyaPaha_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|KeyaPaha_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|KeyaPaha_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-07|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-08|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-09|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-10|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-11|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-12|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-13|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-14|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-15|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-16|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-17|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-18|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-19|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-20|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-21|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-22|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-23|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-24|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-25|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-26|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-27|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-28|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-29|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-11-30|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-01|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-02|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-03|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-04|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-05|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-06|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-07|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-08|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-09|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-10|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-11|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-12|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-13|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-14|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-15|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-16|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-17|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-18|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-19|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-20|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-21|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-22|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-23|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-24|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-25|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-26|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-27|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-28|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-29|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-30|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2021-12-31|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-01|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-02|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-03|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-04|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-05|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-06|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-07|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-08|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-09|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-10|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-11|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-12|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-13|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-14|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-15|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-16|576.0|0|8.0|0|1.36986301369863|0|584.0|0
0|2022-01-17|576.0|0|8.0|0|1.36986301369863|0|584.0|0
