|dates|Brewster_Texas_UnitedStates.JHU_ConfirmedCases.data|Brewster_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brewster_Texas_UnitedStates.NYT_ConfirmedCases.data|Brewster_Texas_UnitedStates.NYT_ConfirmedCases.missing|Brewster_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brewster_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brewster_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brewster_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-13|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-14|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-15|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-16|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-17|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-18|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-19|1102.0|0|1102.0|0|22.0|0|0.0|100
0|2021-11-20|1103.0|0|1103.0|0|22.0|0|0.0|100
0|2021-11-21|1103.0|0|1103.0|0|22.0|0|0.0|100
0|2021-11-22|1103.0|0|1103.0|0|22.0|0|0.0|100
0|2021-11-23|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-24|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-25|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-26|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-27|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-28|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-29|1104.0|0|1104.0|0|22.0|0|0.0|100
0|2021-11-30|1105.0|0|1105.0|0|22.0|0|0.0|100
0|2021-12-01|1105.0|0|1105.0|0|22.0|0|0.0|100
0|2021-12-02|1105.0|0|1105.0|0|22.0|0|0.0|100
0|2021-12-03|1105.0|0|1105.0|0|22.0|0|0.0|100
0|2021-12-04|1105.0|0|1105.0|0|22.0|0|0.0|100
0|2021-12-05|1106.0|0|1106.0|0|23.0|0|0.0|100
0|2021-12-06|1106.0|0|1106.0|0|23.0|0|0.0|100
0|2021-12-07|1106.0|0|1106.0|0|23.0|0|0.0|100
0|2021-12-08|1106.0|0|1106.0|0|23.0|0|0.0|100
0|2021-12-09|1106.0|0|1106.0|0|23.0|0|0.0|100
0|2021-12-10|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2021-12-11|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2021-12-12|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2021-12-13|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2021-12-14|1107.0|0|1107.0|0|23.0|0|0.0|100
0|2021-12-15|1108.0|0|1108.0|0|23.0|0|0.0|100
0|2021-12-16|1108.0|0|1108.0|0|23.0|0|0.0|100
0|2021-12-17|1108.0|0|1108.0|0|23.0|0|0.0|100
0|2021-12-18|1111.0|0|1111.0|0|23.0|0|0.0|100
0|2021-12-19|1111.0|0|1111.0|0|23.0|0|0.0|100
0|2021-12-20|1112.0|0|1112.0|0|23.0|0|0.0|100
0|2021-12-21|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-22|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-23|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-24|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-25|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-26|1113.0|0|1113.0|0|23.0|0|0.0|100
0|2021-12-27|1114.0|0|1114.0|0|23.0|0|0.0|100
0|2021-12-28|1114.0|0|1114.0|0|24.0|0|0.0|100
0|2021-12-29|1115.0|0|1115.0|0|24.0|0|0.0|100
0|2021-12-30|1115.0|0|1115.0|0|24.0|0|0.0|100
0|2021-12-31|1115.0|0|1115.0|0|24.0|0|0.0|100
0|2022-01-01|1115.0|0|1115.0|0|24.0|0|0.0|100
0|2022-01-02|1115.0|0|1115.0|0|24.0|0|0.0|100
0|2022-01-03|1119.0|0|1119.0|0|24.0|0|0.0|100
0|2022-01-04|1119.0|0|1119.0|0|24.0|0|0.0|100
0|2022-01-05|1122.0|0|1122.0|0|24.0|0|0.0|100
0|2022-01-06|1124.0|0|1124.0|0|24.0|0|0.0|100
0|2022-01-07|1126.0|0|1126.0|0|24.0|0|0.0|100
0|2022-01-08|1129.0|0|1129.0|0|24.0|0|0.0|100
0|2022-01-09|1129.0|0|1129.0|0|24.0|0|0.0|100
0|2022-01-10|1132.0|0|1132.0|0|24.0|0|0.0|100
0|2022-01-11|1134.0|0|1134.0|0|24.0|0|0.0|100
0|2022-01-12|1138.0|0|1138.0|0|24.0|0|0.0|100
0|2022-01-13|1138.0|0|1142.0|0|24.0|0|0.0|100
0|2022-01-14|1142.0|0|963.0|0|24.0|0|0.0|100
0|2022-01-15|966.0|0|966.0|0|24.0|0|0.0|100
0|2022-01-16|968.0|0|968.0|0|24.0|0|0.0|100
0|2022-01-17|970.0|0|0.0|100|24.0|0|0.0|100
