|dates|DeBaca_NewMexico_UnitedStates.BLS_EmployedPopulation.data|DeBaca_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|DeBaca_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|DeBaca_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|DeBaca_NewMexico_UnitedStates.BLS_UnemploymentRate.data|DeBaca_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|DeBaca_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|DeBaca_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-18|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-19|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-20|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-21|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-22|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-23|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-24|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-25|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-26|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-27|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-28|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-29|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-30|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-10-31|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-01|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-02|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-03|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-04|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-05|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-06|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-07|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-08|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-09|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-10|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-11|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-12|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-13|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-14|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-15|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-16|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-17|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-18|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-19|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-20|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-21|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-22|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-23|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-24|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-25|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-26|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-27|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-28|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-29|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-11-30|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-01|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-02|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-03|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-04|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-05|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-06|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-07|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-08|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-09|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-10|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-11|677.0|0|37.0|0|5.182072829131653|0|714.0|0
0|2021-12-12|677.0|0|37.0|0|5.182072829131653|0|714.0|0
