|dates|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Douglas_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Douglas_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|508.0|0|508.0|0|9.0|0|0.0|100
0|2021-10-18|508.0|0|509.0|0|9.0|0|0.0|100
0|2021-10-19|508.0|0|511.0|0|9.0|0|0.0|100
0|2021-10-20|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-21|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-22|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-23|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-24|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-25|512.0|0|512.0|0|9.0|0|0.0|100
0|2021-10-26|513.0|0|513.0|0|9.0|0|0.0|100
0|2021-10-27|513.0|0|513.0|0|9.0|0|0.0|100
0|2021-10-28|513.0|0|513.0|0|9.0|0|0.0|100
0|2021-10-29|514.0|0|514.0|0|9.0|0|0.0|100
0|2021-10-30|514.0|0|514.0|0|9.0|0|0.0|100
0|2021-10-31|514.0|0|514.0|0|9.0|0|0.0|100
0|2021-11-01|514.0|0|514.0|0|9.0|0|0.0|100
0|2021-11-02|515.0|0|515.0|0|9.0|0|0.0|100
0|2021-11-03|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-04|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-05|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-06|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-07|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-08|517.0|0|517.0|0|9.0|0|0.0|100
0|2021-11-09|520.0|0|520.0|0|9.0|0|0.0|100
0|2021-11-10|520.0|0|520.0|0|9.0|0|0.0|100
0|2021-11-11|520.0|0|520.0|0|9.0|0|0.0|100
0|2021-11-12|521.0|0|521.0|0|9.0|0|0.0|100
0|2021-11-13|521.0|0|521.0|0|9.0|0|0.0|100
0|2021-11-14|521.0|0|521.0|0|9.0|0|0.0|100
0|2021-11-15|521.0|0|521.0|0|9.0|0|0.0|100
0|2021-11-16|524.0|0|524.0|0|9.0|0|0.0|100
0|2021-11-17|524.0|0|524.0|0|9.0|0|0.0|100
0|2021-11-18|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-11-19|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-11-20|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-11-21|528.0|0|528.0|0|9.0|0|0.0|100
0|2021-11-22|530.0|0|530.0|0|9.0|0|0.0|100
0|2021-11-23|539.0|0|539.0|0|9.0|0|0.0|100
0|2021-11-24|542.0|0|542.0|0|9.0|0|0.0|100
0|2021-11-25|542.0|0|542.0|0|9.0|0|0.0|100
0|2021-11-26|542.0|0|542.0|0|9.0|0|0.0|100
0|2021-11-27|542.0|0|542.0|0|9.0|0|0.0|100
0|2021-11-28|542.0|0|542.0|0|9.0|0|0.0|100
0|2021-11-29|545.0|0|545.0|0|9.0|0|0.0|100
0|2021-11-30|555.0|0|555.0|0|9.0|0|0.0|100
0|2021-12-01|556.0|0|556.0|0|9.0|0|0.0|100
0|2021-12-02|558.0|0|558.0|0|9.0|0|0.0|100
0|2021-12-03|560.0|0|560.0|0|9.0|0|0.0|100
0|2021-12-04|560.0|0|560.0|0|9.0|0|0.0|100
0|2021-12-05|560.0|0|560.0|0|9.0|0|0.0|100
0|2021-12-06|562.0|0|562.0|0|9.0|0|0.0|100
0|2021-12-07|565.0|0|565.0|0|11.0|0|0.0|100
0|2021-12-08|567.0|0|567.0|0|11.0|0|0.0|100
0|2021-12-09|568.0|0|568.0|0|12.0|0|0.0|100
0|2021-12-10|573.0|0|573.0|0|12.0|0|0.0|100
0|2021-12-11|573.0|0|573.0|0|12.0|0|0.0|100
0|2021-12-12|573.0|0|573.0|0|12.0|0|0.0|100
0|2021-12-13|575.0|0|575.0|0|13.0|0|0.0|100
0|2021-12-14|575.0|0|578.0|0|13.0|0|0.0|100
0|2021-12-15|578.0|0|578.0|0|14.0|0|0.0|100
0|2021-12-16|578.0|0|578.0|0|14.0|0|0.0|100
0|2021-12-17|579.0|0|579.0|0|14.0|0|0.0|100
0|2021-12-18|579.0|0|579.0|0|14.0|0|0.0|100
0|2021-12-19|579.0|0|579.0|0|14.0|0|0.0|100
0|2021-12-20|579.0|0|579.0|0|14.0|0|0.0|100
0|2021-12-21|580.0|0|580.0|0|14.0|0|0.0|100
0|2021-12-22|580.0|0|580.0|0|14.0|0|0.0|100
0|2021-12-23|581.0|0|581.0|0|14.0|0|0.0|100
0|2021-12-24|581.0|0|581.0|0|14.0|0|0.0|100
0|2021-12-25|581.0|0|581.0|0|14.0|0|0.0|100
0|2021-12-26|581.0|0|581.0|0|14.0|0|0.0|100
0|2021-12-27|582.0|0|582.0|0|14.0|0|0.0|100
0|2021-12-28|586.0|0|586.0|0|14.0|0|0.0|100
0|2021-12-29|588.0|0|588.0|0|14.0|0|0.0|100
0|2021-12-30|590.0|0|590.0|0|14.0|0|0.0|100
0|2021-12-31|590.0|0|590.0|0|14.0|0|0.0|100
0|2022-01-01|590.0|0|590.0|0|14.0|0|0.0|100
0|2022-01-02|590.0|0|590.0|0|14.0|0|0.0|100
0|2022-01-03|591.0|0|591.0|0|14.0|0|0.0|100
0|2022-01-04|592.0|0|592.0|0|14.0|0|0.0|100
0|2022-01-05|597.0|0|597.0|0|14.0|0|0.0|100
0|2022-01-06|602.0|0|602.0|0|15.0|0|0.0|100
0|2022-01-07|605.0|0|605.0|0|15.0|0|0.0|100
0|2022-01-08|605.0|0|605.0|0|15.0|0|0.0|100
0|2022-01-09|605.0|0|605.0|0|15.0|0|0.0|100
0|2022-01-10|612.0|0|612.0|0|15.0|0|0.0|100
0|2022-01-11|615.0|0|615.0|0|15.0|0|0.0|100
0|2022-01-12|623.0|0|623.0|0|15.0|0|0.0|100
0|2022-01-13|623.0|0|627.0|0|15.0|0|0.0|100
