|dates|Penuelas_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Penuelas_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Penuelas_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Penuelas_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Penuelas_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Penuelas_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Penuelas_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Penuelas_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-02|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-03|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-04|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-05|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-06|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-07|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-08|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-09|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-10|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-11|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-12|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-13|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-14|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-15|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-16|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-17|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-18|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-19|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-20|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-21|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-22|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-23|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-24|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-25|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-26|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-27|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-28|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-29|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-30|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-01-31|4718.0|0|885.0|0|15.795109762627163|0|5603.0|0
0|2020-02-01|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-02|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-03|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-04|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-05|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-06|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-07|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-08|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-09|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-10|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-11|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-12|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-13|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-14|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-15|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-16|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-17|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-18|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-19|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-20|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-21|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-22|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-23|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-24|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-25|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-26|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-27|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-28|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-02-29|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-03-01|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-03-02|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-03-03|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-03-04|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
0|2020-03-05|4847.5|0|706.5|0|12.720561757292042|0|5554.0|0
