|dates|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greene_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Greene_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greene_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3257.0|0|3257.0|0|56.0|0|0.0|100
0|2021-10-18|3265.0|0|3265.0|0|56.0|0|0.0|100
0|2021-10-19|3268.0|0|3268.0|0|56.0|0|0.0|100
0|2021-10-20|3269.0|0|3269.0|0|56.0|0|0.0|100
0|2021-10-21|3283.0|0|3283.0|0|56.0|0|0.0|100
0|2021-10-22|3283.0|0|3283.0|0|56.0|0|0.0|100
0|2021-10-23|3283.0|0|3283.0|0|56.0|0|0.0|100
0|2021-10-24|3283.0|0|3283.0|0|56.0|0|0.0|100
0|2021-10-25|3300.0|0|3300.0|0|56.0|0|0.0|100
0|2021-10-26|3300.0|0|3300.0|0|56.0|0|0.0|100
0|2021-10-27|3314.0|0|3314.0|0|56.0|0|0.0|100
0|2021-10-28|3318.0|0|3318.0|0|56.0|0|0.0|100
0|2021-10-29|3318.0|0|3318.0|0|56.0|0|0.0|100
0|2021-10-30|3318.0|0|3318.0|0|56.0|0|0.0|100
0|2021-10-31|3318.0|0|3318.0|0|56.0|0|0.0|100
0|2021-11-01|3332.0|0|3332.0|0|56.0|0|0.0|100
0|2021-11-02|3333.0|0|3333.0|0|56.0|0|0.0|100
0|2021-11-03|3339.0|0|3339.0|0|56.0|0|0.0|100
0|2021-11-04|3339.0|0|3339.0|0|56.0|0|0.0|100
0|2021-11-05|3340.0|0|3340.0|0|56.0|0|0.0|100
0|2021-11-06|3340.0|0|3340.0|0|56.0|0|0.0|100
0|2021-11-07|3340.0|0|3340.0|0|56.0|0|0.0|100
0|2021-11-08|3341.0|0|3341.0|0|56.0|0|0.0|100
0|2021-11-09|3341.0|0|3341.0|0|56.0|0|0.0|100
0|2021-11-10|3341.0|0|3346.0|0|56.0|0|0.0|100
0|2021-11-11|3346.0|0|3346.0|0|56.0|0|0.0|100
0|2021-11-12|3346.0|0|3346.0|0|55.0|0|0.0|100
0|2021-11-13|3346.0|0|3346.0|0|55.0|0|0.0|100
0|2021-11-14|3346.0|0|3346.0|0|55.0|0|0.0|100
0|2021-11-15|3355.0|0|3355.0|0|55.0|0|0.0|100
0|2021-11-16|3354.0|0|3354.0|0|55.0|0|0.0|100
0|2021-11-17|3356.0|0|3356.0|0|55.0|0|0.0|100
0|2021-11-18|3359.0|0|3359.0|0|55.0|0|0.0|100
0|2021-11-19|3364.0|0|3364.0|0|55.0|0|0.0|100
0|2021-11-20|3364.0|0|3364.0|0|55.0|0|0.0|100
0|2021-11-21|3364.0|0|3364.0|0|55.0|0|0.0|100
0|2021-11-22|3380.0|0|3380.0|0|56.0|0|0.0|100
0|2021-11-23|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-24|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-25|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-26|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-27|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-28|3381.0|0|3381.0|0|56.0|0|0.0|100
0|2021-11-29|3398.0|0|3398.0|0|56.0|0|0.0|100
0|2021-11-30|3388.0|0|3388.0|0|56.0|0|0.0|100
0|2021-12-01|3395.0|0|3395.0|0|56.0|0|0.0|100
0|2021-12-02|3403.0|0|3403.0|0|56.0|0|0.0|100
0|2021-12-03|3403.0|0|3408.0|0|56.0|0|0.0|100
0|2021-12-04|3408.0|0|3408.0|0|56.0|0|0.0|100
0|2021-12-05|3408.0|0|3408.0|0|56.0|0|0.0|100
0|2021-12-06|3418.0|0|3418.0|0|56.0|0|0.0|100
0|2021-12-07|3419.0|0|3419.0|0|56.0|0|0.0|100
0|2021-12-08|3426.0|0|3426.0|0|56.0|0|0.0|100
0|2021-12-09|3437.0|0|3437.0|0|56.0|0|0.0|100
0|2021-12-10|3446.0|0|3446.0|0|56.0|0|0.0|100
0|2021-12-11|3446.0|0|3446.0|0|56.0|0|0.0|100
0|2021-12-12|3446.0|0|3446.0|0|56.0|0|0.0|100
0|2021-12-13|3456.0|0|3456.0|0|56.0|0|0.0|100
0|2021-12-14|3456.0|0|3458.0|0|56.0|0|0.0|100
0|2021-12-15|3468.0|0|3468.0|0|56.0|0|0.0|100
0|2021-12-16|3478.0|0|3478.0|0|56.0|0|0.0|100
0|2021-12-17|3486.0|0|3486.0|0|56.0|0|0.0|100
0|2021-12-18|3486.0|0|3486.0|0|56.0|0|0.0|100
0|2021-12-19|3486.0|0|3486.0|0|56.0|0|0.0|100
0|2021-12-20|3539.0|0|3539.0|0|56.0|0|0.0|100
0|2021-12-21|3541.0|0|3541.0|0|56.0|0|0.0|100
0|2021-12-22|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-23|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-24|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-25|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-26|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-27|3546.0|0|3546.0|0|56.0|0|0.0|100
0|2021-12-28|3615.0|0|3615.0|0|56.0|0|0.0|100
0|2021-12-29|3618.0|0|3618.0|0|56.0|0|0.0|100
0|2021-12-30|3640.0|0|3640.0|0|56.0|0|0.0|100
0|2021-12-31|3640.0|0|3685.0|0|56.0|0|0.0|100
0|2022-01-01|3640.0|0|3685.0|0|56.0|0|0.0|100
0|2022-01-02|3640.0|0|3685.0|0|56.0|0|0.0|100
0|2022-01-03|3760.0|0|3760.0|0|56.0|0|0.0|100
0|2022-01-04|3770.0|0|3770.0|0|56.0|0|0.0|100
0|2022-01-05|3799.0|0|3799.0|0|56.0|0|0.0|100
0|2022-01-06|3837.0|0|3837.0|0|56.0|0|0.0|100
0|2022-01-07|3907.0|0|3907.0|0|56.0|0|0.0|100
0|2022-01-08|3907.0|0|3907.0|0|56.0|0|0.0|100
0|2022-01-09|3907.0|0|3907.0|0|56.0|0|0.0|100
0|2022-01-10|4050.0|0|4050.0|0|56.0|0|0.0|100
0|2022-01-11|4092.0|0|4092.0|0|56.0|0|0.0|100
0|2022-01-12|4133.0|0|4133.0|0|56.0|0|0.0|100
0|2022-01-13|4133.0|0|4225.0|0|56.0|0|0.0|100
0|2022-01-14|4286.0|0|4286.0|0|56.0|0|0.0|100
0|2022-01-15|4286.0|0|4286.0|0|56.0|0|0.0|100
0|2022-01-16|4286.0|0|4286.0|0|56.0|0|0.0|100
0|2022-01-17|4286.0|0|0.0|100|56.0|0|0.0|100
