|dates|Somerset_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Somerset_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|34546.0|0|34546.0|0|874.0|0|0.0|100
0|2021-10-18|34564.0|0|34564.0|0|874.0|0|0.0|100
0|2021-10-19|34602.0|0|34602.0|0|874.0|0|0.0|100
0|2021-10-20|34631.0|0|34631.0|0|876.0|0|0.0|100
0|2021-10-21|34666.0|0|34666.0|0|876.0|0|0.0|100
0|2021-10-22|34712.0|0|34712.0|0|876.0|0|0.0|100
0|2021-10-23|34740.0|0|34740.0|0|876.0|0|0.0|100
0|2021-10-24|34762.0|0|34762.0|0|876.0|0|0.0|100
0|2021-10-25|34783.0|0|34783.0|0|876.0|0|0.0|100
0|2021-10-26|34814.0|0|34814.0|0|876.0|0|0.0|100
0|2021-10-27|34837.0|0|34837.0|0|878.0|0|0.0|100
0|2021-10-28|34870.0|0|34870.0|0|878.0|0|0.0|100
0|2021-10-29|34890.0|0|34890.0|0|878.0|0|0.0|100
0|2021-10-30|34914.0|0|34914.0|0|878.0|0|0.0|100
0|2021-10-31|34946.0|0|34946.0|0|878.0|0|0.0|100
0|2021-11-01|34963.0|0|34963.0|0|878.0|0|0.0|100
0|2021-11-02|34986.0|0|34986.0|0|878.0|0|0.0|100
0|2021-11-03|35027.0|0|35027.0|0|878.0|0|0.0|100
0|2021-11-04|35066.0|0|35066.0|0|878.0|0|0.0|100
0|2021-11-05|35091.0|0|35091.0|0|881.0|0|0.0|100
0|2021-11-06|35138.0|0|35138.0|0|881.0|0|0.0|100
0|2021-11-07|35163.0|0|35163.0|0|881.0|0|0.0|100
0|2021-11-08|35195.0|0|35195.0|0|881.0|0|0.0|100
0|2021-11-09|35230.0|0|35230.0|0|881.0|0|0.0|100
0|2021-11-10|35230.0|0|35275.0|0|881.0|0|0.0|100
0|2021-11-11|35315.0|0|35315.0|0|881.0|0|0.0|100
0|2021-11-12|35355.0|0|35355.0|0|881.0|0|0.0|100
0|2021-11-13|35401.0|0|35401.0|0|883.0|0|0.0|100
0|2021-11-14|35452.0|0|35452.0|0|883.0|0|0.0|100
0|2021-11-15|35490.0|0|35490.0|0|884.0|0|0.0|100
0|2021-11-16|35547.0|0|35547.0|0|884.0|0|0.0|100
0|2021-11-17|35604.0|0|35604.0|0|884.0|0|0.0|100
0|2021-11-18|35676.0|0|35676.0|0|884.0|0|0.0|100
0|2021-11-19|35738.0|0|35738.0|0|885.0|0|0.0|100
0|2021-11-20|35801.0|0|35801.0|0|885.0|0|0.0|100
0|2021-11-21|35836.0|0|35836.0|0|885.0|0|0.0|100
0|2021-11-22|35867.0|0|35867.0|0|885.0|0|0.0|100
0|2021-11-23|35939.0|0|35939.0|0|886.0|0|0.0|100
0|2021-11-24|36006.0|0|36006.0|0|886.0|0|0.0|100
0|2021-11-25|36082.0|0|36082.0|0|887.0|0|0.0|100
0|2021-11-26|36134.0|0|36134.0|0|887.0|0|0.0|100
0|2021-11-27|36185.0|0|36185.0|0|887.0|0|0.0|100
0|2021-11-28|36249.0|0|36249.0|0|887.0|0|0.0|100
0|2021-11-29|36294.0|0|36294.0|0|888.0|0|0.0|100
0|2021-11-30|36441.0|0|36441.0|0|888.0|0|0.0|100
0|2021-12-01|36546.0|0|36546.0|0|888.0|0|0.0|100
0|2021-12-02|36651.0|0|36651.0|0|888.0|0|0.0|100
0|2021-12-03|36651.0|0|36756.0|0|888.0|0|0.0|100
0|2021-12-04|36885.0|0|36885.0|0|890.0|0|0.0|100
0|2021-12-05|36950.0|0|36950.0|0|890.0|0|0.0|100
0|2021-12-06|37032.0|0|37032.0|0|891.0|0|0.0|100
0|2021-12-07|37119.0|0|37119.0|0|892.0|0|0.0|100
0|2021-12-08|37223.0|0|37223.0|0|894.0|0|0.0|100
0|2021-12-09|37510.0|0|37510.0|0|895.0|0|0.0|100
0|2021-12-10|37672.0|0|37672.0|0|895.0|0|0.0|100
0|2021-12-11|37821.0|0|37821.0|0|896.0|0|0.0|100
0|2021-12-12|37911.0|0|37911.0|0|896.0|0|0.0|100
0|2021-12-13|37968.0|0|37968.0|0|897.0|0|0.0|100
0|2021-12-14|37968.0|0|38120.0|0|897.0|0|0.0|100
0|2021-12-15|38267.0|0|38267.0|0|899.0|0|0.0|100
0|2021-12-16|38449.0|0|38449.0|0|899.0|0|0.0|100
0|2021-12-17|38685.0|0|38685.0|0|899.0|0|0.0|100
0|2021-12-18|38978.0|0|38978.0|0|900.0|0|0.0|100
0|2021-12-19|39224.0|0|39224.0|0|901.0|0|0.0|100
0|2021-12-20|39442.0|0|39442.0|0|901.0|0|0.0|100
0|2021-12-21|39786.0|0|39786.0|0|901.0|0|0.0|100
0|2021-12-22|40094.0|0|40094.0|0|902.0|0|0.0|100
0|2021-12-23|40858.0|0|40858.0|0|902.0|0|0.0|100
0|2021-12-24|41559.0|0|41559.0|0|902.0|0|0.0|100
0|2021-12-25|42274.0|0|42274.0|0|902.0|0|0.0|100
0|2021-12-26|42720.0|0|42720.0|0|903.0|0|0.0|100
0|2021-12-27|43076.0|0|43076.0|0|904.0|0|0.0|100
0|2021-12-28|43783.0|0|43783.0|0|904.0|0|0.0|100
0|2021-12-29|44674.0|0|44674.0|0|904.0|0|0.0|100
0|2021-12-30|45926.0|0|45926.0|0|904.0|0|0.0|100
0|2021-12-31|47294.0|0|47294.0|0|905.0|0|0.0|100
0|2022-01-01|48514.0|0|48514.0|0|906.0|0|0.0|100
0|2022-01-02|49356.0|0|49356.0|0|906.0|0|0.0|100
0|2022-01-03|50009.0|0|50009.0|0|907.0|0|0.0|100
0|2022-01-04|50965.0|0|50965.0|0|909.0|0|0.0|100
