|dates|Somerset_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.data|Somerset_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|Somerset_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|52289.0|0|52289.0|0|909.0|0|0.0|100
0|2022-01-06|53355.0|0|53355.0|0|911.0|0|0.0|100
0|2022-01-07|54839.0|0|54839.0|0|911.0|0|0.0|100
0|2022-01-08|55732.0|0|55732.0|0|912.0|0|0.0|100
0|2022-01-09|56673.0|0|56673.0|0|912.0|0|0.0|100
0|2022-01-10|57457.0|0|57457.0|0|913.0|0|0.0|100
0|2022-01-11|58252.0|0|58252.0|0|915.0|0|0.0|100
0|2022-01-12|58902.0|0|58902.0|0|915.0|0|0.0|100
0|2022-01-13|58902.0|0|59548.0|0|915.0|0|0.0|100
0|2022-01-14|60458.0|0|60458.0|0|918.0|0|0.0|100
0|2022-01-15|60945.0|0|60945.0|0|919.0|0|0.0|100
0|2022-01-16|61410.0|0|61410.0|0|919.0|0|0.0|100
0|2022-01-17|61724.0|0|0.0|100|919.0|0|0.0|100
