|dates|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Perkins_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Perkins_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|478.0|0|478.0|0|16.0|0|0.0|100
0|2021-12-07|483.0|0|483.0|0|16.0|0|0.0|100
0|2021-12-08|487.0|0|487.0|0|16.0|0|0.0|100
0|2021-12-09|490.0|0|490.0|0|16.0|0|0.0|100
0|2021-12-10|494.0|0|494.0|0|16.0|0|0.0|100
0|2021-12-11|494.0|0|494.0|0|16.0|0|0.0|100
0|2021-12-12|494.0|0|494.0|0|16.0|0|0.0|100
0|2021-12-13|493.0|0|493.0|0|16.0|0|0.0|100
0|2021-12-14|493.0|0|511.0|0|16.0|0|0.0|100
0|2021-12-15|515.0|0|515.0|0|16.0|0|0.0|100
0|2021-12-16|516.0|0|516.0|0|16.0|0|0.0|100
0|2021-12-17|516.0|0|521.0|0|16.0|0|0.0|100
0|2021-12-18|521.0|0|521.0|0|16.0|0|0.0|100
0|2021-12-19|521.0|0|521.0|0|16.0|0|0.0|100
0|2021-12-20|528.0|0|528.0|0|16.0|0|0.0|100
0|2021-12-21|534.0|0|534.0|0|16.0|0|0.0|100
0|2021-12-22|535.0|0|535.0|0|16.0|0|0.0|100
0|2021-12-23|536.0|0|536.0|0|16.0|0|0.0|100
0|2021-12-24|536.0|0|536.0|0|16.0|0|0.0|100
0|2021-12-25|536.0|0|536.0|0|16.0|0|0.0|100
0|2021-12-26|536.0|0|536.0|0|16.0|0|0.0|100
0|2021-12-27|538.0|0|538.0|0|16.0|0|0.0|100
0|2021-12-28|538.0|0|545.0|0|16.0|0|0.0|100
0|2021-12-29|547.0|0|547.0|0|16.0|0|0.0|100
0|2021-12-30|548.0|0|548.0|0|16.0|0|0.0|100
0|2021-12-31|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-01|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-02|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-03|548.0|0|548.0|0|16.0|0|0.0|100
0|2022-01-04|553.0|0|553.0|0|16.0|0|0.0|100
0|2022-01-05|553.0|0|553.0|0|16.0|0|0.0|100
0|2022-01-06|555.0|0|555.0|0|16.0|0|0.0|100
0|2022-01-07|555.0|0|555.0|0|16.0|0|0.0|100
0|2022-01-08|555.0|0|555.0|0|16.0|0|0.0|100
0|2022-01-09|555.0|0|555.0|0|16.0|0|0.0|100
0|2022-01-10|555.0|0|555.0|0|16.0|0|0.0|100
0|2022-01-11|557.0|0|557.0|0|16.0|0|0.0|100
0|2022-01-12|561.0|0|561.0|0|16.0|0|0.0|100
0|2022-01-13|561.0|0|561.0|0|16.0|0|0.0|100
0|2022-01-14|561.0|0|564.0|0|16.0|0|0.0|100
0|2022-01-15|564.0|0|564.0|0|16.0|0|0.0|100
0|2022-01-16|564.0|0|564.0|0|16.0|0|0.0|100
0|2022-01-17|564.0|0|0.0|100|16.0|0|0.0|100
