|dates|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Perkins_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Perkins_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Perkins_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|408.0|0|408.0|0|14.0|0|0.0|100
0|2021-10-18|408.0|0|410.0|0|14.0|0|0.0|100
0|2021-10-19|408.0|0|412.0|0|14.0|0|0.0|100
0|2021-10-20|412.0|0|412.0|0|14.0|0|0.0|100
0|2021-10-21|415.0|0|415.0|0|14.0|0|0.0|100
0|2021-10-22|415.0|0|415.0|0|15.0|0|0.0|100
0|2021-10-23|415.0|0|415.0|0|15.0|0|0.0|100
0|2021-10-24|415.0|0|415.0|0|15.0|0|0.0|100
0|2021-10-25|416.0|0|416.0|0|15.0|0|0.0|100
0|2021-10-26|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-10-27|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-10-28|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-10-29|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-10-30|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-10-31|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-11-01|418.0|0|418.0|0|15.0|0|0.0|100
0|2021-11-02|419.0|0|419.0|0|15.0|0|0.0|100
0|2021-11-03|422.0|0|422.0|0|15.0|0|0.0|100
0|2021-11-04|424.0|0|424.0|0|15.0|0|0.0|100
0|2021-11-05|429.0|0|429.0|0|16.0|0|0.0|100
0|2021-11-06|429.0|0|429.0|0|16.0|0|0.0|100
0|2021-11-07|429.0|0|429.0|0|16.0|0|0.0|100
0|2021-11-08|432.0|0|432.0|0|16.0|0|0.0|100
0|2021-11-09|433.0|0|433.0|0|16.0|0|0.0|100
0|2021-11-10|436.0|0|436.0|0|16.0|0|0.0|100
0|2021-11-11|436.0|0|436.0|0|16.0|0|0.0|100
0|2021-11-12|436.0|0|436.0|0|16.0|0|0.0|100
0|2021-11-13|436.0|0|436.0|0|16.0|0|0.0|100
0|2021-11-14|436.0|0|436.0|0|16.0|0|0.0|100
0|2021-11-15|437.0|0|437.0|0|16.0|0|0.0|100
0|2021-11-16|439.0|0|439.0|0|16.0|0|0.0|100
0|2021-11-17|439.0|0|439.0|0|16.0|0|0.0|100
0|2021-11-18|443.0|0|443.0|0|16.0|0|0.0|100
0|2021-11-19|445.0|0|445.0|0|16.0|0|0.0|100
0|2021-11-20|445.0|0|445.0|0|16.0|0|0.0|100
0|2021-11-21|445.0|0|445.0|0|16.0|0|0.0|100
0|2021-11-22|449.0|0|449.0|0|16.0|0|0.0|100
0|2021-11-23|455.0|0|455.0|0|16.0|0|0.0|100
0|2021-11-24|460.0|0|460.0|0|16.0|0|0.0|100
0|2021-11-25|460.0|0|460.0|0|16.0|0|0.0|100
0|2021-11-26|460.0|0|460.0|0|16.0|0|0.0|100
0|2021-11-27|460.0|0|460.0|0|16.0|0|0.0|100
0|2021-11-28|460.0|0|460.0|0|16.0|0|0.0|100
0|2021-11-29|462.0|0|462.0|0|16.0|0|0.0|100
0|2021-11-30|463.0|0|463.0|0|16.0|0|0.0|100
0|2021-12-01|475.0|0|475.0|0|16.0|0|0.0|100
0|2021-12-02|478.0|0|478.0|0|16.0|0|0.0|100
0|2021-12-03|476.0|0|476.0|0|16.0|0|0.0|100
0|2021-12-04|476.0|0|476.0|0|16.0|0|0.0|100
0|2021-12-05|476.0|0|476.0|0|16.0|0|0.0|100
