|dates|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.NYT_ConfirmedCases.data|Vigo_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17274.0|0|17287.0|0|300.0|0|0.0|100
0|2021-10-18|17347.0|0|17360.0|0|301.0|0|0.0|100
0|2021-10-19|17379.0|0|17392.0|0|302.0|0|0.0|100
0|2021-10-20|17393.0|0|17406.0|0|303.0|0|0.0|100
0|2021-10-21|17449.0|0|17462.0|0|303.0|0|0.0|100
0|2021-10-22|17479.0|0|17492.0|0|303.0|0|0.0|100
0|2021-10-23|17479.0|0|17492.0|0|303.0|0|0.0|100
0|2021-10-24|17479.0|0|17492.0|0|303.0|0|0.0|100
0|2021-10-25|17530.0|0|17543.0|0|303.0|0|0.0|100
0|2021-10-26|17562.0|0|17575.0|0|304.0|0|0.0|100
0|2021-10-27|17578.0|0|17591.0|0|305.0|0|0.0|100
0|2021-10-28|17620.0|0|17633.0|0|305.0|0|0.0|100
0|2021-10-29|17645.0|0|17658.0|0|305.0|0|0.0|100
0|2021-10-30|17645.0|0|17658.0|0|305.0|0|0.0|100
0|2021-10-31|17645.0|0|17658.0|0|305.0|0|0.0|100
0|2021-11-01|17720.0|0|17733.0|0|305.0|0|0.0|100
0|2021-11-02|17753.0|0|17766.0|0|305.0|0|0.0|100
0|2021-11-03|17768.0|0|17781.0|0|307.0|0|0.0|100
0|2021-11-04|17814.0|0|17827.0|0|307.0|0|0.0|100
0|2021-11-05|17867.0|0|17880.0|0|307.0|0|0.0|100
0|2021-11-06|17867.0|0|17880.0|0|307.0|0|0.0|100
0|2021-11-07|17867.0|0|17880.0|0|307.0|0|0.0|100
0|2021-11-08|17932.0|0|17945.0|0|307.0|0|0.0|100
0|2021-11-09|17982.0|0|17995.0|0|307.0|0|0.0|100
0|2021-11-10|17982.0|0|18044.0|0|307.0|0|0.0|100
0|2021-11-11|18160.0|0|18173.0|0|307.0|0|0.0|100
0|2021-11-12|18178.0|0|18191.0|0|307.0|0|0.0|100
0|2021-11-13|18178.0|0|18191.0|0|307.0|0|0.0|100
0|2021-11-14|18178.0|0|18191.0|0|307.0|0|0.0|100
0|2021-11-15|18213.0|0|18226.0|0|307.0|0|0.0|100
0|2021-11-16|18252.0|0|18265.0|0|308.0|0|0.0|100
0|2021-11-17|18289.0|0|18302.0|0|308.0|0|0.0|100
0|2021-11-18|18326.0|0|18339.0|0|308.0|0|0.0|100
0|2021-11-19|18421.0|0|18434.0|0|308.0|0|0.0|100
0|2021-11-20|18421.0|0|18434.0|0|308.0|0|0.0|100
0|2021-11-21|18421.0|0|18434.0|0|308.0|0|0.0|100
0|2021-11-22|18524.0|0|18537.0|0|308.0|0|0.0|100
0|2021-11-23|18579.0|0|18592.0|0|308.0|0|0.0|100
0|2021-11-24|18609.0|0|18622.0|0|308.0|0|0.0|100
0|2021-11-25|18609.0|0|18622.0|0|308.0|0|0.0|100
0|2021-11-26|18609.0|0|18622.0|0|308.0|0|0.0|100
0|2021-11-27|18609.0|0|18622.0|0|308.0|0|0.0|100
0|2021-11-28|18609.0|0|18622.0|0|308.0|0|0.0|100
0|2021-11-29|18764.0|0|18777.0|0|308.0|0|0.0|100
0|2021-11-30|18838.0|0|18851.0|0|308.0|0|0.0|100
0|2021-12-01|18905.0|0|18918.0|0|309.0|0|0.0|100
0|2021-12-02|18905.0|0|18979.0|0|309.0|0|0.0|100
0|2021-12-03|19059.0|0|19072.0|0|309.0|0|0.0|100
0|2021-12-04|19059.0|0|19072.0|0|309.0|0|0.0|100
0|2021-12-05|19059.0|0|19072.0|0|309.0|0|0.0|100
0|2021-12-06|19244.0|0|19257.0|0|309.0|0|0.0|100
0|2021-12-07|19290.0|0|19303.0|0|312.0|0|0.0|100
0|2021-12-08|19372.0|0|19385.0|0|314.0|0|0.0|100
0|2021-12-09|19463.0|0|19476.0|0|315.0|0|0.0|100
0|2021-12-10|19510.0|0|19523.0|0|317.0|0|0.0|100
0|2021-12-11|19510.0|0|19523.0|0|317.0|0|0.0|100
0|2021-12-12|19510.0|0|19523.0|0|317.0|0|0.0|100
0|2021-12-13|19691.0|0|19704.0|0|318.0|0|0.0|100
0|2021-12-14|19691.0|0|19752.0|0|318.0|0|0.0|100
0|2021-12-15|19788.0|0|19801.0|0|319.0|0|0.0|100
