|dates|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.NYT_ConfirmedCases.data|Vigo_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Vigo_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|19899.0|0|19912.0|0|320.0|0|0.0|100
0|2021-12-17|19947.0|0|19960.0|0|320.0|0|0.0|100
0|2021-12-18|19947.0|0|19960.0|0|320.0|0|0.0|100
0|2021-12-19|19947.0|0|19960.0|0|320.0|0|0.0|100
0|2021-12-20|20152.0|0|20165.0|0|321.0|0|0.0|100
0|2021-12-21|20193.0|0|20206.0|0|321.0|0|0.0|100
0|2021-12-22|20232.0|0|20245.0|0|321.0|0|0.0|100
0|2021-12-23|20232.0|0|20245.0|0|321.0|0|0.0|100
0|2021-12-24|20232.0|0|20245.0|0|321.0|0|0.0|100
0|2021-12-25|20232.0|0|20245.0|0|321.0|0|0.0|100
0|2021-12-26|20232.0|0|20245.0|0|321.0|0|0.0|100
0|2021-12-27|20624.0|0|20637.0|0|321.0|0|0.0|100
0|2021-12-28|20667.0|0|20680.0|0|323.0|0|0.0|100
0|2021-12-29|20760.0|0|20773.0|0|325.0|0|0.0|100
0|2021-12-30|20946.0|0|20959.0|0|327.0|0|0.0|100
0|2021-12-31|20946.0|0|20959.0|0|327.0|0|0.0|100
0|2022-01-01|20946.0|0|20959.0|0|327.0|0|0.0|100
0|2022-01-02|20946.0|0|20959.0|0|327.0|0|0.0|100
0|2022-01-03|21552.0|0|21565.0|0|327.0|0|0.0|100
0|2022-01-04|21677.0|0|21690.0|0|328.0|0|0.0|100
0|2022-01-05|21963.0|0|21976.0|0|328.0|0|0.0|100
0|2022-01-06|22276.0|0|22289.0|0|331.0|0|0.0|100
0|2022-01-07|22512.0|0|22525.0|0|333.0|0|0.0|100
0|2022-01-08|22512.0|0|22525.0|0|333.0|0|0.0|100
0|2022-01-09|22512.0|0|22525.0|0|333.0|0|0.0|100
0|2022-01-10|23294.0|0|23307.0|0|336.0|0|0.0|100
0|2022-01-11|23541.0|0|23554.0|0|337.0|0|0.0|100
0|2022-01-12|23671.0|0|23685.0|0|338.0|0|0.0|100
0|2022-01-13|23671.0|0|24043.0|0|338.0|0|0.0|100
0|2022-01-14|24297.0|0|24311.0|0|340.0|0|0.0|100
0|2022-01-15|24297.0|0|24311.0|0|340.0|0|0.0|100
0|2022-01-16|24297.0|0|24311.0|0|340.0|0|0.0|100
0|2022-01-17|24768.0|0|0.0|100|341.0|0|0.0|100
