|dates|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.data|Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-23|709.0|0|709.0|0|9.0|0|0.0|100
0|2021-12-24|709.0|0|709.0|0|9.0|0|0.0|100
0|2021-12-25|709.0|0|709.0|0|9.0|0|0.0|100
0|2021-12-26|709.0|0|709.0|0|9.0|0|0.0|100
0|2021-12-27|713.0|0|713.0|0|9.0|0|0.0|100
0|2021-12-28|713.0|0|713.0|0|9.0|0|0.0|100
0|2021-12-29|715.0|0|715.0|0|9.0|0|0.0|100
0|2021-12-30|715.0|0|715.0|0|9.0|0|0.0|100
0|2021-12-31|715.0|0|715.0|0|9.0|0|0.0|100
0|2022-01-01|715.0|0|715.0|0|9.0|0|0.0|100
0|2022-01-02|715.0|0|715.0|0|9.0|0|0.0|100
0|2022-01-03|723.0|0|723.0|0|9.0|0|0.0|100
0|2022-01-04|723.0|0|723.0|0|9.0|0|0.0|100
0|2022-01-05|741.0|0|741.0|0|9.0|0|0.0|100
0|2022-01-06|741.0|0|741.0|0|9.0|0|0.0|100
0|2022-01-07|755.0|0|755.0|0|9.0|0|0.0|100
0|2022-01-08|755.0|0|755.0|0|9.0|0|0.0|100
0|2022-01-09|755.0|0|755.0|0|9.0|0|0.0|100
0|2022-01-10|761.0|0|761.0|0|9.0|0|0.0|100
0|2022-01-11|761.0|0|761.0|0|9.0|0|0.0|100
0|2022-01-12|761.0|0|774.0|0|9.0|0|0.0|100
0|2022-01-13|761.0|0|786.0|0|9.0|0|0.0|100
0|2022-01-14|796.0|0|796.0|0|9.0|0|0.0|100
0|2022-01-15|796.0|0|796.0|0|9.0|0|0.0|100
0|2022-01-16|796.0|0|796.0|0|9.0|0|0.0|100
0|2022-01-17|796.0|0|0.0|100|9.0|0|0.0|100
