|dates|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.data|Haskell_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Haskell_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|530.0|0|530.0|0|8.0|0|0.0|100
0|2021-10-18|532.0|0|532.0|0|8.0|0|0.0|100
0|2021-10-19|532.0|0|532.0|0|8.0|0|0.0|100
0|2021-10-20|541.0|0|541.0|0|8.0|0|0.0|100
0|2021-10-21|541.0|0|541.0|0|8.0|0|0.0|100
0|2021-10-22|552.0|0|552.0|0|8.0|0|0.0|100
0|2021-10-23|552.0|0|552.0|0|8.0|0|0.0|100
0|2021-10-24|552.0|0|552.0|0|8.0|0|0.0|100
0|2021-10-25|556.0|0|556.0|0|8.0|0|0.0|100
0|2021-10-26|556.0|0|556.0|0|8.0|0|0.0|100
0|2021-10-27|564.0|0|564.0|0|8.0|0|0.0|100
0|2021-10-28|564.0|0|564.0|0|8.0|0|0.0|100
0|2021-10-29|572.0|0|572.0|0|8.0|0|0.0|100
0|2021-10-30|572.0|0|572.0|0|8.0|0|0.0|100
0|2021-10-31|572.0|0|572.0|0|8.0|0|0.0|100
0|2021-11-01|575.0|0|575.0|0|8.0|0|0.0|100
0|2021-11-02|575.0|0|575.0|0|8.0|0|0.0|100
0|2021-11-03|581.0|0|581.0|0|9.0|0|0.0|100
0|2021-11-04|581.0|0|581.0|0|9.0|0|0.0|100
0|2021-11-05|586.0|0|586.0|0|9.0|0|0.0|100
0|2021-11-06|586.0|0|586.0|0|9.0|0|0.0|100
0|2021-11-07|586.0|0|586.0|0|9.0|0|0.0|100
0|2021-11-08|588.0|0|588.0|0|9.0|0|0.0|100
0|2021-11-09|588.0|0|588.0|0|9.0|0|0.0|100
0|2021-11-10|588.0|0|591.0|0|9.0|0|0.0|100
0|2021-11-11|591.0|0|591.0|0|9.0|0|0.0|100
0|2021-11-12|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-11-13|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-11-14|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-11-15|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-11-16|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-11-17|611.0|0|611.0|0|9.0|0|0.0|100
0|2021-11-18|611.0|0|611.0|0|9.0|0|0.0|100
0|2021-11-19|619.0|0|619.0|0|9.0|0|0.0|100
0|2021-11-20|619.0|0|619.0|0|9.0|0|0.0|100
0|2021-11-21|619.0|0|619.0|0|9.0|0|0.0|100
0|2021-11-22|621.0|0|621.0|0|9.0|0|0.0|100
0|2021-11-23|621.0|0|621.0|0|9.0|0|0.0|100
0|2021-11-24|621.0|0|628.0|0|9.0|0|0.0|100
0|2021-11-25|628.0|0|628.0|0|9.0|0|0.0|100
0|2021-11-26|628.0|0|628.0|0|9.0|0|0.0|100
0|2021-11-27|628.0|0|628.0|0|9.0|0|0.0|100
0|2021-11-28|628.0|0|628.0|0|9.0|0|0.0|100
0|2021-11-29|636.0|0|636.0|0|9.0|0|0.0|100
0|2021-11-30|636.0|0|636.0|0|9.0|0|0.0|100
0|2021-12-01|658.0|0|658.0|0|9.0|0|0.0|100
0|2021-12-02|658.0|0|658.0|0|9.0|0|0.0|100
0|2021-12-03|658.0|0|671.0|0|9.0|0|0.0|100
0|2021-12-04|671.0|0|671.0|0|9.0|0|0.0|100
0|2021-12-05|671.0|0|671.0|0|9.0|0|0.0|100
0|2021-12-06|675.0|0|675.0|0|9.0|0|0.0|100
0|2021-12-07|675.0|0|675.0|0|9.0|0|0.0|100
0|2021-12-08|682.0|0|682.0|0|9.0|0|0.0|100
0|2021-12-09|682.0|0|682.0|0|9.0|0|0.0|100
0|2021-12-10|689.0|0|689.0|0|9.0|0|0.0|100
0|2021-12-11|689.0|0|689.0|0|9.0|0|0.0|100
0|2021-12-12|689.0|0|689.0|0|9.0|0|0.0|100
0|2021-12-13|693.0|0|693.0|0|9.0|0|0.0|100
0|2021-12-14|693.0|0|693.0|0|9.0|0|0.0|100
0|2021-12-15|700.0|0|700.0|0|9.0|0|0.0|100
0|2021-12-16|700.0|0|700.0|0|9.0|0|0.0|100
0|2021-12-17|701.0|0|701.0|0|9.0|0|0.0|100
0|2021-12-18|701.0|0|701.0|0|9.0|0|0.0|100
0|2021-12-19|701.0|0|701.0|0|9.0|0|0.0|100
0|2021-12-20|703.0|0|703.0|0|9.0|0|0.0|100
0|2021-12-21|703.0|0|703.0|0|9.0|0|0.0|100
0|2021-12-22|709.0|0|709.0|0|9.0|0|0.0|100
