|dates|Naranjito_PuertoRico_UnitedStates.BLS_EmployedPopulation.data|Naranjito_PuertoRico_UnitedStates.BLS_EmployedPopulation.missing|Naranjito_PuertoRico_UnitedStates.BLS_UnemployedPopulation.data|Naranjito_PuertoRico_UnitedStates.BLS_UnemployedPopulation.missing|Naranjito_PuertoRico_UnitedStates.BLS_UnemploymentRate.data|Naranjito_PuertoRico_UnitedStates.BLS_UnemploymentRate.missing|Naranjito_PuertoRico_UnitedStates.BLS_LaborForcePopulation.data|Naranjito_PuertoRico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-02|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-03|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-04|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-05|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-06|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-07|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-08|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-09|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-10|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-11|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-12|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-13|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-14|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-15|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-16|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-17|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-18|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-19|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-20|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-21|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-22|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-23|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-24|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
0|2020-01-25|6051.5|0|682.5|0|10.135135135135135|0|6734.0|0
