|dates|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.NYT_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.NYT_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|90367.0|0|91147.0|0|1268.0|0|0.0|100
0|2021-10-18|90530.0|0|91323.0|0|1273.0|0|0.0|100
0|2021-10-19|90637.0|0|91430.0|0|1281.0|0|0.0|100
0|2021-10-20|90727.0|0|91520.0|0|1288.0|0|0.0|100
0|2021-10-21|90829.0|0|91622.0|0|1289.0|0|0.0|100
0|2021-10-22|90928.0|0|91721.0|0|1298.0|0|0.0|100
0|2021-10-23|90928.0|0|91721.0|0|1298.0|0|0.0|100
0|2021-10-24|90928.0|0|91721.0|0|1298.0|0|0.0|100
0|2021-10-25|91103.0|0|91902.0|0|1301.0|0|0.0|100
0|2021-10-26|91179.0|0|91978.0|0|1310.0|0|0.0|100
0|2021-10-27|91217.0|0|92016.0|0|1313.0|0|0.0|100
0|2021-10-28|91356.0|0|92155.0|0|1319.0|0|0.0|100
0|2021-10-29|91446.0|0|92245.0|0|1327.0|0|0.0|100
0|2021-10-30|91446.0|0|92245.0|0|1327.0|0|0.0|100
0|2021-10-31|91446.0|0|92245.0|0|1327.0|0|0.0|100
0|2021-11-01|91597.0|0|92408.0|0|1329.0|0|0.0|100
0|2021-11-02|91681.0|0|92492.0|0|1330.0|0|0.0|100
0|2021-11-03|91778.0|0|92589.0|0|1331.0|0|0.0|100
0|2021-11-04|91865.0|0|92676.0|0|1335.0|0|0.0|100
0|2021-11-05|91936.0|0|92747.0|0|1337.0|0|0.0|100
0|2021-11-06|91936.0|0|92747.0|0|1337.0|0|0.0|100
0|2021-11-07|91936.0|0|92747.0|0|1337.0|0|0.0|100
0|2021-11-08|91936.0|0|92754.0|0|1337.0|0|0.0|100
0|2021-11-09|92150.0|0|92968.0|0|1341.0|0|0.0|100
0|2021-11-10|92224.0|0|93042.0|0|1344.0|0|0.0|100
0|2021-11-11|92224.0|0|93042.0|0|1344.0|0|0.0|100
0|2021-11-12|92369.0|0|93187.0|0|1348.0|0|0.0|100
0|2021-11-13|92369.0|0|93187.0|0|1348.0|0|0.0|100
0|2021-11-14|92369.0|0|93187.0|0|1348.0|0|0.0|100
0|2021-11-15|92537.0|0|93368.0|0|1349.0|0|0.0|100
0|2021-11-16|92617.0|0|93448.0|0|1349.0|0|0.0|100
0|2021-11-17|92682.0|0|93513.0|0|1358.0|0|0.0|100
0|2021-11-18|92760.0|0|93591.0|0|1359.0|0|0.0|100
0|2021-11-19|92873.0|0|93704.0|0|1361.0|0|0.0|100
0|2021-11-20|92873.0|0|93704.0|0|1361.0|0|0.0|100
0|2021-11-21|92873.0|0|93704.0|0|1361.0|0|0.0|100
0|2021-11-22|93019.0|0|93849.0|0|1365.0|0|0.0|100
0|2021-11-23|93108.0|0|93938.0|0|1365.0|0|0.0|100
0|2021-11-24|93164.0|0|93994.0|0|1367.0|0|0.0|100
0|2021-11-25|93164.0|0|93994.0|0|1367.0|0|0.0|100
0|2021-11-26|93164.0|0|93994.0|0|1367.0|0|0.0|100
0|2021-11-27|93164.0|0|93994.0|0|1367.0|0|0.0|100
0|2021-11-28|93164.0|0|93994.0|0|1367.0|0|0.0|100
0|2021-11-29|93394.0|0|94224.0|0|1373.0|0|0.0|100
0|2021-11-30|93482.0|0|94312.0|0|1374.0|0|0.0|100
0|2021-12-01|93563.0|0|94393.0|0|1377.0|0|0.0|100
0|2021-12-02|93647.0|0|94477.0|0|1380.0|0|0.0|100
0|2021-12-03|93725.0|0|94555.0|0|1381.0|0|0.0|100
0|2021-12-04|93725.0|0|94555.0|0|1381.0|0|0.0|100
0|2021-12-05|93725.0|0|94555.0|0|1381.0|0|0.0|100
0|2021-12-06|93894.0|0|94737.0|0|1383.0|0|0.0|100
0|2021-12-07|93977.0|0|94820.0|0|1384.0|0|0.0|100
0|2021-12-08|94145.0|0|94988.0|0|1386.0|0|0.0|100
0|2021-12-09|94250.0|0|95093.0|0|1387.0|0|0.0|100
0|2021-12-10|94388.0|0|95231.0|0|1389.0|0|0.0|100
0|2021-12-11|94388.0|0|95231.0|0|1389.0|0|0.0|100
0|2021-12-12|94388.0|0|95231.0|0|1389.0|0|0.0|100
0|2021-12-13|94566.0|0|95407.0|0|1391.0|0|0.0|100
0|2021-12-14|94566.0|0|95529.0|0|1391.0|0|0.0|100
0|2021-12-15|94976.0|0|95817.0|0|1393.0|0|0.0|100
0|2021-12-16|95212.0|0|96053.0|0|1393.0|0|0.0|100
0|2021-12-17|95427.0|0|96268.0|0|1394.0|0|0.0|100
0|2021-12-18|95427.0|0|96268.0|0|1394.0|0|0.0|100
0|2021-12-19|95427.0|0|96268.0|0|1394.0|0|0.0|100
0|2021-12-20|96197.0|0|97048.0|0|1399.0|0|0.0|100
0|2021-12-21|96664.0|0|97515.0|0|1400.0|0|0.0|100
0|2021-12-22|97373.0|0|98224.0|0|1401.0|0|0.0|100
0|2021-12-23|98477.0|0|99328.0|0|1402.0|0|0.0|100
0|2021-12-24|99306.0|0|100157.0|0|1402.0|0|0.0|100
0|2021-12-25|99306.0|0|100157.0|0|1402.0|0|0.0|100
0|2021-12-26|99306.0|0|100157.0|0|1402.0|0|0.0|100
0|2021-12-27|101752.0|0|102606.0|0|1406.0|0|0.0|100
0|2021-12-28|102856.0|0|103710.0|0|1409.0|0|0.0|100
0|2021-12-29|104260.0|0|105114.0|0|1409.0|0|0.0|100
0|2021-12-30|105896.0|0|106750.0|0|1411.0|0|0.0|100
0|2021-12-31|107310.0|0|108164.0|0|1411.0|0|0.0|100
0|2022-01-01|107310.0|0|108164.0|0|1411.0|0|0.0|100
0|2022-01-02|107310.0|0|108164.0|0|1411.0|0|0.0|100
0|2022-01-03|107310.0|0|108164.0|0|1411.0|0|0.0|100
0|2022-01-04|111920.0|0|112774.0|0|1413.0|0|0.0|100
0|2022-01-05|113655.0|0|114509.0|0|1413.0|0|0.0|100
0|2022-01-06|113655.0|0|114509.0|0|1413.0|0|0.0|100
0|2022-01-07|113655.0|0|114509.0|0|1413.0|0|0.0|100
0|2022-01-08|113655.0|0|114509.0|0|1413.0|0|0.0|100
0|2022-01-09|113655.0|0|114509.0|0|1413.0|0|0.0|100
0|2022-01-10|119469.0|0|120352.0|0|1417.0|0|0.0|100
0|2022-01-11|120697.0|0|121580.0|0|1419.0|0|0.0|100
0|2022-01-12|121502.0|0|122385.0|0|1419.0|0|0.0|100
0|2022-01-13|121502.0|0|123653.0|0|1419.0|0|0.0|100
0|2022-01-14|123874.0|0|124757.0|0|1430.0|0|0.0|100
0|2022-01-15|123874.0|0|124757.0|0|1430.0|0|0.0|100
0|2022-01-16|123874.0|0|124757.0|0|1430.0|0|0.0|100
0|2022-01-17|125452.0|0|0.0|100|1433.0|0|0.0|100
