|dates|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|196.0|0|196.0|0|7.0|0|0.0|100
0|2021-10-18|199.0|0|199.0|0|7.0|0|0.0|100
0|2021-10-19|199.0|0|199.0|0|7.0|0|0.0|100
0|2021-10-20|200.0|0|200.0|0|7.0|0|0.0|100
0|2021-10-21|201.0|0|201.0|0|7.0|0|0.0|100
0|2021-10-22|201.0|0|201.0|0|7.0|0|0.0|100
0|2021-10-23|201.0|0|201.0|0|7.0|0|0.0|100
0|2021-10-24|201.0|0|201.0|0|7.0|0|0.0|100
0|2021-10-25|207.0|0|207.0|0|7.0|0|0.0|100
0|2021-10-26|209.0|0|209.0|0|7.0|0|0.0|100
0|2021-10-27|213.0|0|213.0|0|7.0|0|0.0|100
0|2021-10-28|216.0|0|216.0|0|7.0|0|0.0|100
0|2021-10-29|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-30|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-10-31|218.0|0|218.0|0|7.0|0|0.0|100
0|2021-11-01|223.0|0|223.0|0|7.0|0|0.0|100
0|2021-11-02|225.0|0|225.0|0|7.0|0|0.0|100
0|2021-11-03|230.0|0|230.0|0|7.0|0|0.0|100
0|2021-11-04|231.0|0|231.0|0|7.0|0|0.0|100
0|2021-11-05|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-06|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-07|232.0|0|232.0|0|7.0|0|0.0|100
0|2021-11-08|235.0|0|235.0|0|7.0|0|0.0|100
0|2021-11-09|238.0|0|238.0|0|7.0|0|0.0|100
0|2021-11-10|238.0|0|244.0|0|7.0|0|0.0|100
0|2021-11-11|244.0|0|244.0|0|7.0|0|0.0|100
0|2021-11-12|248.0|0|248.0|0|7.0|0|0.0|100
0|2021-11-13|248.0|0|248.0|0|7.0|0|0.0|100
0|2021-11-14|248.0|0|248.0|0|7.0|0|0.0|100
0|2021-11-15|251.0|0|251.0|0|7.0|0|0.0|100
0|2021-11-16|251.0|0|251.0|0|7.0|0|0.0|100
0|2021-11-17|251.0|0|251.0|0|8.0|0|0.0|100
0|2021-11-18|251.0|0|251.0|0|8.0|0|0.0|100
0|2021-11-19|252.0|0|252.0|0|8.0|0|0.0|100
0|2021-11-20|252.0|0|252.0|0|8.0|0|0.0|100
0|2021-11-21|252.0|0|252.0|0|8.0|0|0.0|100
0|2021-11-22|253.0|0|253.0|0|8.0|0|0.0|100
0|2021-11-23|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-24|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-25|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-26|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-27|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-28|254.0|0|254.0|0|8.0|0|0.0|100
0|2021-11-29|258.0|0|258.0|0|8.0|0|0.0|100
0|2021-11-30|259.0|0|259.0|0|8.0|0|0.0|100
0|2021-12-01|262.0|0|262.0|0|8.0|0|0.0|100
0|2021-12-02|264.0|0|264.0|0|8.0|0|0.0|100
0|2021-12-03|264.0|0|266.0|0|8.0|0|0.0|100
0|2021-12-04|267.0|0|267.0|0|8.0|0|0.0|100
0|2021-12-05|267.0|0|267.0|0|8.0|0|0.0|100
0|2021-12-06|267.0|0|267.0|0|8.0|0|0.0|100
0|2021-12-07|267.0|0|267.0|0|8.0|0|0.0|100
0|2021-12-08|267.0|0|267.0|0|8.0|0|0.0|100
