|dates|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Catron_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Catron_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-09|272.0|0|272.0|0|8.0|0|0.0|100
0|2021-12-10|273.0|0|273.0|0|8.0|0|0.0|100
0|2021-12-11|273.0|0|273.0|0|8.0|0|0.0|100
0|2021-12-12|273.0|0|273.0|0|8.0|0|0.0|100
0|2021-12-13|273.0|0|273.0|0|8.0|0|0.0|100
0|2021-12-14|273.0|0|273.0|0|8.0|0|0.0|100
0|2021-12-15|274.0|0|274.0|0|8.0|0|0.0|100
0|2021-12-16|274.0|0|276.0|0|8.0|0|0.0|100
0|2021-12-17|279.0|0|278.0|0|9.0|0|0.0|100
0|2021-12-18|279.0|0|279.0|0|9.0|0|0.0|100
0|2021-12-19|279.0|0|279.0|0|9.0|0|0.0|100
0|2021-12-20|281.0|0|281.0|0|9.0|0|0.0|100
0|2021-12-21|281.0|0|281.0|0|10.0|0|0.0|100
0|2021-12-22|281.0|0|281.0|0|10.0|0|0.0|100
0|2021-12-23|283.0|0|283.0|0|10.0|0|0.0|100
0|2021-12-24|283.0|0|283.0|0|10.0|0|0.0|100
0|2021-12-25|283.0|0|283.0|0|10.0|0|0.0|100
0|2021-12-26|283.0|0|283.0|0|10.0|0|0.0|100
0|2021-12-27|284.0|0|284.0|0|10.0|0|0.0|100
0|2021-12-28|285.0|0|285.0|0|10.0|0|0.0|100
0|2021-12-29|288.0|0|288.0|0|11.0|0|0.0|100
0|2021-12-30|289.0|0|289.0|0|11.0|0|0.0|100
0|2021-12-31|289.0|0|289.0|0|11.0|0|0.0|100
0|2022-01-01|289.0|0|289.0|0|11.0|0|0.0|100
0|2022-01-02|289.0|0|289.0|0|11.0|0|0.0|100
0|2022-01-03|299.0|0|299.0|0|11.0|0|0.0|100
0|2022-01-04|300.0|0|300.0|0|11.0|0|0.0|100
0|2022-01-05|301.0|0|301.0|0|11.0|0|0.0|100
0|2022-01-06|301.0|0|301.0|0|11.0|0|0.0|100
0|2022-01-07|301.0|0|301.0|0|11.0|0|0.0|100
0|2022-01-08|301.0|0|301.0|0|11.0|0|0.0|100
0|2022-01-09|301.0|0|301.0|0|11.0|0|0.0|100
0|2022-01-10|307.0|0|307.0|0|11.0|0|0.0|100
0|2022-01-11|309.0|0|309.0|0|11.0|0|0.0|100
0|2022-01-12|316.0|0|316.0|0|11.0|0|0.0|100
0|2022-01-13|316.0|0|321.0|0|11.0|0|0.0|100
0|2022-01-14|323.0|0|323.0|0|11.0|0|0.0|100
0|2022-01-15|323.0|0|323.0|0|11.0|0|0.0|100
0|2022-01-16|323.0|0|323.0|0|11.0|0|0.0|100
0|2022-01-17|323.0|0|0.0|100|11.0|0|0.0|100
