|dates|Grant_Oregon_UnitedStates.JHU_ConfirmedCases.data|Grant_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Grant_Oregon_UnitedStates.NYT_ConfirmedCases.data|Grant_Oregon_UnitedStates.NYT_ConfirmedCases.missing|Grant_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Grant_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Grant_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Grant_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|1134.0|0|1134.0|0|17.0|0|0.0|100
0|2021-12-25|1134.0|0|1134.0|0|17.0|0|0.0|100
0|2021-12-26|1134.0|0|1134.0|0|17.0|0|0.0|100
0|2021-12-27|1139.0|0|1139.0|0|17.0|0|0.0|100
0|2021-12-28|1155.0|0|1155.0|0|17.0|0|0.0|100
0|2021-12-29|1166.0|0|1166.0|0|17.0|0|0.0|100
0|2021-12-30|1174.0|0|1174.0|0|17.0|0|0.0|100
0|2021-12-31|1174.0|0|1174.0|0|17.0|0|0.0|100
0|2022-01-01|1174.0|0|1174.0|0|17.0|0|0.0|100
0|2022-01-02|1174.0|0|1174.0|0|17.0|0|0.0|100
0|2022-01-03|1177.0|0|1177.0|0|17.0|0|0.0|100
0|2022-01-04|1183.0|0|1183.0|0|17.0|0|0.0|100
0|2022-01-05|1209.0|0|1209.0|0|17.0|0|0.0|100
0|2022-01-06|1223.0|0|1223.0|0|17.0|0|0.0|100
0|2022-01-07|1231.0|0|1231.0|0|17.0|0|0.0|100
0|2022-01-08|1231.0|0|1231.0|0|17.0|0|0.0|100
0|2022-01-09|1231.0|0|1231.0|0|17.0|0|0.0|100
0|2022-01-10|1239.0|0|1239.0|0|17.0|0|0.0|100
0|2022-01-11|1270.0|0|1270.0|0|17.0|0|0.0|100
0|2022-01-12|1269.0|0|1269.0|0|17.0|0|0.0|100
0|2022-01-13|1269.0|0|1280.0|0|17.0|0|0.0|100
0|2022-01-14|1285.0|0|1285.0|0|17.0|0|0.0|100
0|2022-01-15|1285.0|0|1285.0|0|17.0|0|0.0|100
0|2022-01-16|1285.0|0|1285.0|0|17.0|0|0.0|100
0|2022-01-17|1285.0|0|0.0|100|17.0|0|0.0|100
