|dates|Perry_Alabama_UnitedStates.JHU_ConfirmedCases.data|Perry_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Perry_Alabama_UnitedStates.NYT_ConfirmedCases.data|Perry_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Perry_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-22|1419.0|0|1419.0|0|40.0|0|0.0|100
0|2021-11-23|1419.0|0|1419.0|0|40.0|0|0.0|100
0|2021-11-24|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-25|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-26|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-27|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-28|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-29|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-11-30|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-01|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-02|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-03|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-04|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-05|1418.0|0|1418.0|0|40.0|0|0.0|100
0|2021-12-06|1419.0|0|1419.0|0|40.0|0|0.0|100
0|2021-12-07|1419.0|0|1419.0|0|40.0|0|0.0|100
0|2021-12-08|1419.0|0|1419.0|0|40.0|0|0.0|100
0|2021-12-09|1421.0|0|1421.0|0|40.0|0|0.0|100
0|2021-12-10|1421.0|0|1421.0|0|41.0|0|0.0|100
0|2021-12-11|1421.0|0|1421.0|0|41.0|0|0.0|100
0|2021-12-12|1422.0|0|1422.0|0|41.0|0|0.0|100
0|2021-12-13|1423.0|0|1423.0|0|41.0|0|0.0|100
0|2021-12-14|1423.0|0|1423.0|0|41.0|0|0.0|100
0|2021-12-15|1423.0|0|1423.0|0|41.0|0|0.0|100
0|2021-12-16|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-17|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-18|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-19|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-20|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-21|1424.0|0|1424.0|0|41.0|0|0.0|100
0|2021-12-22|1425.0|0|1425.0|0|41.0|0|0.0|100
0|2021-12-23|1426.0|0|1426.0|0|41.0|0|0.0|100
0|2021-12-24|1427.0|0|1427.0|0|41.0|0|0.0|100
0|2021-12-25|1428.0|0|1428.0|0|41.0|0|0.0|100
0|2021-12-26|1428.0|0|1428.0|0|41.0|0|0.0|100
0|2021-12-27|1428.0|0|1428.0|0|41.0|0|0.0|100
0|2021-12-28|1431.0|0|1431.0|0|41.0|0|0.0|100
0|2021-12-29|1437.0|0|1437.0|0|41.0|0|0.0|100
0|2021-12-30|1443.0|0|1443.0|0|41.0|0|0.0|100
0|2021-12-31|1457.0|0|1457.0|0|41.0|0|0.0|100
0|2022-01-01|1457.0|0|1457.0|0|41.0|0|0.0|100
0|2022-01-02|1479.0|0|1479.0|0|41.0|0|0.0|100
0|2022-01-03|1488.0|0|1488.0|0|41.0|0|0.0|100
0|2022-01-04|1495.0|0|1495.0|0|41.0|0|0.0|100
0|2022-01-05|1520.0|0|1520.0|0|41.0|0|0.0|100
0|2022-01-06|1550.0|0|1550.0|0|41.0|0|0.0|100
0|2022-01-07|1564.0|0|1564.0|0|41.0|0|0.0|100
0|2022-01-08|1582.0|0|1582.0|0|41.0|0|0.0|100
0|2022-01-09|1627.0|0|1627.0|0|41.0|0|0.0|100
0|2022-01-10|1642.0|0|1642.0|0|41.0|0|0.0|100
0|2022-01-11|1657.0|0|1657.0|0|41.0|0|0.0|100
0|2022-01-12|1666.0|0|1666.0|0|41.0|0|0.0|100
0|2022-01-13|1666.0|0|1666.0|0|41.0|0|0.0|100
0|2022-01-14|1666.0|0|1666.0|0|41.0|0|0.0|100
0|2022-01-15|1666.0|0|1666.0|0|41.0|0|0.0|100
0|2022-01-16|1725.0|0|1725.0|0|40.0|0|0.0|100
0|2022-01-17|1728.0|0|0.0|100|40.0|0|0.0|100
