|dates|Burke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burke_NorthCarolina_UnitedStates.Male_Total_Population.data|Burke_NorthCarolina_UnitedStates.Male_Total_Population.missing|Burke_NorthCarolina_UnitedStates.Female_Total_Population.data|Burke_NorthCarolina_UnitedStates.Female_Total_Population.missing|Burke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Burke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-18|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-19|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-20|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-21|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-22|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-23|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-24|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-25|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-26|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-27|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-28|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-29|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-30|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-10-31|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-01|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-02|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-03|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-04|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-05|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-06|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-07|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-08|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-09|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-10|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-11|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-12|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-13|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-14|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-15|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-16|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-17|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-18|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-19|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-20|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-21|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-22|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-23|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-24|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-25|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-26|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-27|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-28|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-29|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-11-30|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-01|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-02|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-03|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-04|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-05|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-06|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-07|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-08|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-09|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-10|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-11|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-12|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-13|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-14|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-15|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-16|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-17|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-18|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-19|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-20|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-21|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-22|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-23|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-24|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-25|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-26|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-27|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-28|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-29|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-30|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2021-12-31|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-01|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-02|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-03|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-04|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-05|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-06|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-07|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-08|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-09|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-10|18294.0|0|45182.0|0|45200.0|0|17095.0|0
0|2022-01-11|18294.0|0|45182.0|0|45200.0|0|17095.0|0
